Customer ID,PL_P,CC_P,HL_P,SA_P,RD_P,MF_P,Month period
CUST1003267,0.5332,0.5182,0.4759,0.0711,0.3366,0.3638,2026-06
CUST1003268,0.4577,0.4782,0.3867,0.07140000000000001,0.5827,0.3687,2026-06
CUST1003269,0.4077,0.3576,0.3557,0.3385,0.4751,0.3677,2026-06
CUST1003270,0.2529,0.4269,0.2957,0.3268,0.2758,0.3911,2026-06
CUST1003271,0.3105,0.3288,0.3797,0.1743,0.3712,0.3871,2026-06
CUST1003272,0.2931,0.2878,0.3829,0.1157,0.2503,0.2544,2026-06
CUST1003273,0.2658,0.3095,0.391,0.3161,0.2008,0.1221,2026-06
CUST1003274,0.4823,0.5495,0.3679,0.6569,0.1281,0.4181,2026-06
CUST1003275,0.351,0.1713,0.4135,0.6122,0.2841,0.6667,2026-06
CUST1003276,0.2006,0.2672,0.01,0.01,0.3611,0.2003,2026-06
CUST1003277,0.3148,0.2927,0.3456,0.2256,0.2939,0.6075,2026-06
CUST1003278,0.6163,0.4565,0.409,0.3009,0.4274,0.3128,2026-06
CUST1003279,0.4344,0.2883,0.3085,0.1141,0.5245,0.235,2026-06
CUST1003280,0.2187,0.2104,0.1759,0.2123,0.3492,0.5449000000000001,2026-06
CUST1003281,0.4376,0.4348,0.47,0.0982,0.3023,0.4278,2026-06
CUST1003282,0.3637,0.4045,0.2288,0.1752,0.4132,0.3924,2026-06
CUST1003283,0.3879,0.5656,0.4117,0.0305,0.4022,0.4488,2026-06
CUST1003284,0.3896,0.4622,0.4326,0.1427,0.4529,0.7328,2026-06
CUST1003285,0.4799,0.3694,0.3496,0.0549,0.4976,0.4359,2026-06
CUST1003286,0.4026,0.33,0.2601,0.1843,0.356,0.1661,2026-06
CUST1003287,0.5036,0.2368,0.2733,0.2136,0.2625,0.233,2026-06
CUST1003288,0.1662,0.3245,0.2326,0.2925,0.3251,0.54,2026-06
CUST1003289,0.4725,0.7461,0.3645,0.1795,0.1949,0.4818,2026-06
CUST1003290,0.3167,0.2539,0.3326,0.1768,0.3632,0.2408,2026-06
CUST1003291,0.038,0.2479,0.01,0.1264,0.4457,0.1958,2026-06
CUST1003292,0.433,0.5151,0.1679,0.0209,0.2167,0.1681,2026-06
CUST1003293,0.392,0.2363,0.3103,0.2454,0.456,0.0251,2026-06
CUST1003294,0.2376,0.2755,0.2717,0.4793,0.3673,0.4977,2026-06
CUST1003295,0.2629,0.2569,0.1493,0.1223,0.41,0.1281,2026-06
CUST1003296,0.5387,0.7482,0.222,0.154,0.2803,0.6558,2026-06
CUST1003297,0.4732,0.8327,0.3533,0.0568,0.2502,0.3696,2026-06
CUST1003298,0.4415,0.5319,0.2028,0.3286,0.4183,0.1194,2026-06
CUST1003299,0.2584,0.21,0.01,0.0711,0.5337,0.01,2026-06
CUST1003300,0.315,0.4797,0.3403,0.1714,0.2391,0.5249,2026-06
CUST1003301,0.1418,0.7079,0.43,0.2015,0.3063,0.4674,2026-06
CUST1003302,0.2149,0.4138,0.3019,0.2833,0.1424,0.06900000000000001,2026-06
CUST1003303,0.2554,0.1163,0.0646,0.3511,0.4421,0.1404,2026-06
CUST1003304,0.3638,0.2716,0.064,0.0292,0.4045,0.4209,2026-06
CUST1003305,0.3729,0.3242,0.5715,0.203,0.5028,0.3593,2026-06
CUST1003306,0.1348,0.2271,0.2815,0.2209,0.4603,0.2388,2026-06
CUST1003307,0.2671,0.2921,0.3585,0.1588,0.5463,0.0806,2026-06
CUST1003308,0.2247,0.3328,0.2223,0.0742,0.2898,0.2521,2026-06
CUST1003309,0.2269,0.2557,0.0146,0.3009,0.4892,0.09660000000000001,2026-06
CUST1003310,0.5687,0.2968,0.5113,0.4955,0.3897,0.4641,2026-06
CUST1003311,0.462,0.3845,0.01,0.1308,0.1753,0.1652,2026-06
CUST1003312,0.1092,0.5593,0.2571,0.4152,0.3407,0.7151999999999999,2026-06
CUST1003313,0.2723,0.3311,0.1302,0.3245,0.4204,0.1675,2026-06
CUST1003314,0.1127,0.1993,0.2874,0.0148,0.5969,0.114,2026-06
CUST1003315,0.4173,0.7017,0.5987,0.1697,0.4515,0.5958,2026-06
CUST1003316,0.0839,0.2259,0.3911,0.2421,0.3612,0.1958,2026-06
CUST1003317,0.0934,0.4846,0.3669,0.6342,0.1139,0.4431,2026-06
CUST1003318,0.3555,0.7512,0.5825,0.2854,0.2379,0.2837,2026-06
CUST1003319,0.4025,0.4938,0.5776,0.2152,0.5168,0.4686,2026-06
CUST1003320,0.2692,0.3476,0.3391,0.2067,0.417,0.4162,2026-06
CUST1003321,0.1019,0.4581,0.3135,0.2471,0.3334,0.4514,2026-06
CUST1003322,0.2465,0.2968,0.4453,0.0629,0.348,0.4527,2026-06
CUST1003323,0.2061,0.6619,0.5105,0.1385,0.2945,0.6757,2026-06
CUST1003324,0.0382,0.3208,0.1382,0.3082,0.4369,0.1255,2026-06
CUST1003325,0.2886,0.3317,0.4306,0.0113,0.367,0.4033,2026-06
CUST1003326,0.5066000000000001,0.3843,0.01,0.1235,0.0608,0.171,2026-06
CUST1003327,0.369,0.5018,0.5149,0.1415,0.5134,0.6549,2026-06
CUST1003328,0.2957,0.4583,0.1962,0.01,0.1651,0.6075,2026-06
CUST1003329,0.2702,0.3642,0.3195,0.3115,0.3956,0.3354,2026-06
CUST1003330,0.4262,0.2773,0.3158,0.1946,0.3073,0.1526,2026-06
CUST1003331,0.4312,0.2785,0.0872,0.2269,0.6531,0.2004,2026-06
CUST1003332,0.1365,0.5078,0.1552,0.1445,0.3376,0.4746,2026-06
CUST1003333,0.3063,0.4072,0.5790999999999999,0.1574,0.3458,0.5039,2026-06
CUST1003334,0.2118,0.4845,0.2542,0.307,0.2263,0.4139,2026-06
CUST1003335,0.4335,0.3575,0.4556,0.1095,0.1923,0.6136,2026-06
CUST1003336,0.363,0.4869,0.318,0.0936,0.2912,0.4858,2026-06
CUST1003337,0.4851,0.3695,0.4536,0.0668,0.3553,0.3512,2026-06
CUST1003338,0.1109,0.5145999999999999,0.2733,0.1759,0.2731,0.3525,2026-06
CUST1003339,0.5762,0.5009,0.2712,0.2815,0.2515,0.3818,2026-06
CUST1003340,0.3741,0.5881999999999999,0.351,0.312,0.3282,0.3726,2026-06
CUST1003341,0.4787,0.65,0.113,0.1079,0.3224,0.4246,2026-06
CUST1003342,0.1448,0.5285,0.2947,0.2002,0.326,0.4906,2026-06
CUST1003343,0.4197,0.638,0.4484,0.2967,0.4721,0.4663,2026-06
CUST1003344,0.4657,0.29,0.317,0.2013,0.3496,0.3635,2026-06
CUST1003345,0.2579,0.2993,0.5734,0.1952,0.3929,0.4075,2026-06
CUST1003346,0.3213,0.6272,0.1812,0.0509,0.3389,0.302,2026-06
CUST1003347,0.5708,0.3014,0.2925,0.2167,0.3782,0.3809,2026-06
CUST1003348,0.1919,0.29,0.083,0.1328,0.4912,0.0801,2026-06
CUST1003349,0.4461,0.3553,0.4971,0.2357,0.3184,0.3028,2026-06
CUST1003350,0.1933,0.225,0.1593,0.1599,0.2523,0.142,2026-06
CUST1003351,0.2481,0.1216,0.4144,0.1864,0.4149,0.2288,2026-06
CUST1003352,0.1837,0.2862,0.1403,0.1834,0.336,0.132,2026-06
CUST1003353,0.5122,0.583,0.4142,0.1193,0.3109,0.3391,2026-06
CUST1003354,0.4081,0.0467,0.2387,0.2703,0.4203,0.1646,2026-06
CUST1003355,0.5397,0.3364,0.4475,0.06660000000000001,0.4485,0.2617,2026-06
CUST1003356,0.3281,0.3532,0.0598,0.2671,0.1723,0.2165,2026-06
CUST1003357,0.039,0.3486,0.2153,0.0622,0.5769,0.2403,2026-06
CUST1003358,0.397,0.5397999999999999,0.3521,0.07149999999999999,0.4651,0.317,2026-06
CUST1003359,0.5155,0.4993,0.2743,0.1116,0.3871,0.3844,2026-06
CUST1003360,0.2021,0.1867,0.3169,0.219,0.3978,0.2934,2026-06
CUST1003361,0.4826,0.2849,0.3197,0.1501,0.3355,0.2355,2026-06
CUST1003362,0.4983,0.3909,0.5103,0.1325,0.4685,0.3946,2026-06
CUST1003363,0.1397,0.2364,0.252,0.0488,0.4138,0.0237,2026-06
CUST1003364,0.3834,0.4047,0.4222,0.266,0.3812,0.391,2026-06
CUST1003365,0.3625,0.2792,0.1588,0.5580000000000001,0.0698,0.01,2026-06
CUST1003366,0.5321,0.6038,0.2404,0.1069,0.1629,0.5503,2026-06
CUST1003367,0.428,0.4719,0.465,0.07539999999999999,0.2825,0.4776,2026-06
CUST1003368,0.4875,0.5174,0.1927,0.104,0.4493,0.2145,2026-06
CUST1003369,0.4411,0.4579,0.4669,0.5407,0.3352,0.6403,2026-06
CUST1003370,0.2962,0.4254,0.5676,0.077,0.3608,0.5874,2026-06
CUST1003371,0.675,0.6657999999999999,0.3991,0.2885,0.2442,0.4337,2026-06
CUST1003372,0.3277,0.1355,0.4932,0.1324,0.2728,0.2059,2026-06
CUST1003373,0.3234,0.4896,0.01,0.3583,0.5991,0.4893,2026-06
CUST1003374,0.3212,0.2854,0.1619,0.2362,0.4662,0.1624,2026-06
CUST1003375,0.4674,0.4233,0.5019,0.1006,0.4219,0.5057,2026-06
CUST1003376,0.474,0.6838,0.3042,0.2706,0.1834,0.3505,2026-06
CUST1003377,0.2912,0.08210000000000001,0.01,0.1,0.5865,0.1105,2026-06
CUST1003378,0.2642,0.5258,0.4155,0.089,0.3511,0.5152,2026-06
CUST1003379,0.1127,0.2247,0.4265,0.2537,0.3326,0.2769,2026-06
CUST1003380,0.2413,0.541,0.2127,0.1685,0.3143,0.501,2026-06
CUST1003381,0.2779,0.4246,0.1776,0.1279,0.5574,0.3867,2026-06
CUST1003382,0.4182,0.4331,0.3507,0.3064,0.3135,0.5021,2026-06
CUST1003383,0.4329,0.5073,0.2958,0.3277,0.3333,0.3418,2026-06
CUST1003384,0.5651,0.1671,0.2985,0.0206,0.4002,0.202,2026-06
CUST1003385,0.4975,0.504,0.3753,0.1826,0.3104,0.5142,2026-06
CUST1003386,0.4742,0.6333,0.2396,0.2759,0.1826,0.2719,2026-06
CUST1003387,0.3369,0.4175,0.01,0.1164,0.2524,0.1593,2026-06
CUST1003388,0.4558,0.6582,0.4692,0.2578,0.2856,0.5689,2026-06
CUST1003389,0.4484,0.6885,0.4363,0.227,0.303,0.382,2026-06
CUST1003390,0.3481,0.6382,0.2836,0.2195,0.1553,0.4391,2026-06
CUST1003391,0.5208,0.3856,0.4892,0.1303,0.5593,0.2851,2026-06
CUST1003392,0.4882,0.5803,0.4184,0.1648,0.3025,0.4236,2026-06
CUST1003393,0.1825,0.1883,0.01,0.6439,0.4445,0.1926,2026-06
CUST1003394,0.4702,0.614,0.5001,0.1366,0.4616,0.5828,2026-06
CUST1003395,0.3935,0.3805,0.0893,0.2112,0.5753,0.1454,2026-06
CUST1003396,0.21,0.1477,0.2088,0.3518,0.5036,0.2762,2026-06
CUST1003397,0.3826,0.382,0.01,0.1658,0.3877,0.2118,2026-06
CUST1003398,0.3689,0.3605,0.3528,0.1288,0.6356000000000001,0.2413,2026-06
CUST1003399,0.3395,0.4566,0.4342,0.2702,0.5272,0.5828,2026-06
CUST1003400,0.3345,0.6022,0.2491,0.2066,0.3043,0.4196,2026-06
CUST1003401,0.4527,0.4315,0.2681,0.1744,0.3703,0.1441,2026-06
CUST1003402,0.0622,0.4079,0.1724,0.2792,0.4153,0.2842,2026-06
CUST1003403,0.1142,0.1269,0.0607,0.2587,0.1674,0.1249,2026-06
CUST1003404,0.1778,0.5534,0.3205,0.2384,0.2575,0.2733,2026-06
CUST1003405,0.1912,0.6077,0.1149,0.2679,0.3134,0.4716,2026-06
CUST1003406,0.4895,0.7685,0.0629,0.2939,0.2938,0.4168,2026-06
CUST1003407,0.416,0.1367,0.2238,0.1695,0.6712,0.0784,2026-06
CUST1003408,0.3121,0.5165,0.1875,0.2475,0.3878,0.4542,2026-06
CUST1003409,0.3942,0.3089,0.01,0.6524,0.282,0.01,2026-06
CUST1003410,0.5476,0.4144,0.3629,0.1078,0.3795,0.4698,2026-06
CUST1003411,0.1785,0.5009,0.0462,0.1279,0.2953,0.061,2026-06
CUST1003412,0.1845,0.4655,0.1402,0.2076,0.1534,0.2585,2026-06
CUST1003413,0.3834,0.458,0.5532,0.1024,0.4071,0.3654,2026-06
CUST1003414,0.3657,0.6067,0.3046,0.1376,0.223,0.5202,2026-06
CUST1003415,0.4142,0.6583,0.4617,0.2362,0.4507,0.3156,2026-06
CUST1003416,0.3719,0.783,0.3938,0.1398,0.2626,0.5309,2026-06
CUST1003417,0.2902,0.3376,0.2821,0.1717,0.4416,0.2191,2026-06
CUST1003418,0.3004,0.3839,0.2822,0.1898,0.2316,0.245,2026-06
CUST1003419,0.2286,0.3428,0.5674,0.2249,0.207,0.4841,2026-06
CUST1003420,0.2769,0.5965,0.1975,0.0246,0.1346,0.2525,2026-06
CUST1003421,0.3811,0.3014,0.2984,0.6093,0.2706,0.2463,2026-06
CUST1003422,0.223,0.2193,0.3025,0.5417,0.4526,0.0421,2026-06
CUST1003423,0.336,0.4823,0.5155999999999999,0.1048,0.4492,0.7296,2026-06
CUST1003424,0.4491,0.3842,0.3326,0.3377,0.3373,0.5155,2026-06
CUST1003425,0.5551,0.8287,0.4137,0.2848,0.3052,0.457,2026-06
CUST1003426,0.2699,0.0547,0.01,0.2571,0.2599,0.3666,2026-06
CUST1003427,0.2719,0.4433,0.4616,0.2071,0.3355,0.334,2026-06
CUST1003428,0.2935,0.4935,0.3232,0.2453,0.3218,0.445,2026-06
CUST1003429,0.4797,0.5712,0.218,0.5659999999999999,0.2345,0.1544,2026-06
CUST1003430,0.2265,0.5208,0.4465,0.1874,0.4943,0.4273,2026-06
CUST1003431,0.3962,0.1031,0.2574,0.1892,0.3634,0.1581,2026-06
CUST1003432,0.3967,0.3371,0.1956,0.0488,0.3769,0.667,2026-06
CUST1003433,0.3547,0.6437,0.496,0.2087,0.2612,0.5167,2026-06
CUST1003434,0.1972,0.2871,0.3554,0.0559,0.4257,0.1987,2026-06
CUST1003435,0.4646,0.454,0.4661,0.065,0.4744,0.3851,2026-06
CUST1003436,0.5551,0.6774,0.4191,0.2379,0.3941,0.2638,2026-06
CUST1003437,0.3653,0.5255,0.2204,0.2228,0.6952,0.4046,2026-06
CUST1003438,0.2822,0.5572,0.4446,0.2739,0.3478,0.464,2026-06
CUST1003439,0.2329,0.5199,0.5336,0.1479,0.2802,0.3496,2026-06
CUST1003440,0.2995,0.3574,0.5431,0.2166,0.2539,0.4165,2026-06
CUST1003441,0.2735,0.1908,0.01,0.2773,0.3577,0.1652,2026-06
CUST1003442,0.1958,0.209,0.2561,0.2195,0.5827,0.3186,2026-06
CUST1003443,0.2429,0.3648,0.3603,0.0322,0.1936,0.5076000000000001,2026-06
CUST1003444,0.2143,0.3898,0.2181,0.1261,0.6492,0.3545,2026-06
CUST1003445,0.0847,0.0692,0.01,0.07820000000000001,0.2497,0.1102,2026-06
CUST1003446,0.4068,0.4929,0.4359,0.1186,0.2102,0.3034,2026-06
CUST1003447,0.1431,0.1449,0.3069,0.1851,0.3231,0.0975,2026-06
CUST1003448,0.3044,0.3468,0.4828,0.337,0.3825,0.3557,2026-06
CUST1003449,0.5343,0.7005,0.2237,0.2506,0.1641,0.3723,2026-06
CUST1003450,0.273,0.6042999999999999,0.0693,0.1859,0.178,0.4463,2026-06
CUST1003451,0.5038,0.6149,0.4328,0.1662,0.2585,0.4346,2026-06
CUST1003452,0.4764,0.3666,0.3287,0.2276,0.2994,0.2966,2026-06
CUST1003453,0.1741,0.1806,0.2416,0.1538,0.2472,0.107,2026-06
CUST1003454,0.2286,0.4634,0.1324,0.1966,0.1242,0.1732,2026-06
CUST1003455,0.5061,0.4543,0.4793,0.1916,0.5375,0.2961,2026-06
CUST1003456,0.4774,0.6469,0.1966,0.2858,0.2914,0.4507,2026-06
CUST1003457,0.3149,0.4281,0.4259,0.0881,0.3152,0.5017,2026-06
CUST1003458,0.4964,0.6499,0.3428,0.01,0.3566,0.3279,2026-06
CUST1003459,0.3076,0.2073,0.01,0.3171,0.4743,0.1248,2026-06
CUST1003460,0.4579,0.3063,0.5238,0.1227,0.2131,0.4578,2026-06
CUST1003461,0.2179,0.206,0.1414,0.1201,0.5779,0.2071,2026-06
CUST1003462,0.3931,0.3986,0.5770999999999999,0.1747,0.4946,0.3549,2026-06
CUST1003463,0.3838,0.3455,0.3025,0.1337,0.2981,0.4536,2026-06
CUST1003464,0.3096,0.7393999999999999,0.1314,0.2522,0.4503,0.3571,2026-06
CUST1003465,0.3533,0.7184,0.1384,0.1735,0.3799,0.4306,2026-06
CUST1003466,0.2088,0.4819,0.2634,0.0156,0.3014,0.3668,2026-06
CUST1003467,0.4255,0.3524,0.4577,0.2092,0.2486,0.3828,2026-06
CUST1003468,0.3618,0.4605,0.2098,0.1881,0.4149,0.1451,2026-06
CUST1003469,0.222,0.1868,0.2792,0.3721,0.6,0.095,2026-06
CUST1003470,0.2465,0.4346,0.4516,0.1318,0.4382,0.4365,2026-06
CUST1003471,0.4425,0.6571,0.4872,0.4717,0.2486,0.6029,2026-06
CUST1003472,0.3265,0.6691,0.3582,0.1897,0.3127,0.3897,2026-06
CUST1003473,0.2483,0.6546,0.01,0.2192,0.3577,0.4972,2026-06
CUST1003474,0.5944,0.7094,0.3913,0.0658,0.2561,0.2128,2026-06
CUST1003475,0.2671,0.6662,0.4697,0.7653,0.427,0.5862000000000001,2026-06
CUST1003476,0.1433,0.3091,0.01,0.2756,0.298,0.1992,2026-06
CUST1003477,0.363,0.6885,0.1951,0.1945,0.3326,0.2128,2026-06
CUST1003478,0.4902,0.495,0.4258,0.1937,0.2557,0.3688,2026-06
CUST1003479,0.3615,0.2606,0.31,0.4726,0.2463,0.306,2026-06
CUST1003480,0.07480000000000001,0.1584,0.01,0.233,0.5765,0.0998,2026-06
CUST1003481,0.2377,0.4727,0.4339,0.1353,0.4362,0.2803,2026-06
CUST1003482,0.428,0.7524999999999999,0.4388,0.1215,0.3752,0.3161,2026-06
CUST1003483,0.5555,0.4305,0.2409,0.1298,0.2883,0.3236,2026-06
CUST1003484,0.24,0.0828,0.3867,0.09719999999999999,0.3314,0.1406,2026-06
CUST1003485,0.5491,0.6335,0.3838,0.2359,0.6004,0.5261,2026-06
CUST1003486,0.4512,0.4266,0.4035,0.1913,0.4628,0.4226,2026-06
CUST1003487,0.2336,0.4657,0.2735,0.223,0.2852,0.7479,2026-06
CUST1003488,0.4043,0.2253,0.5444,0.279,0.1637,0.3712,2026-06
CUST1003489,0.1125,0.1591,0.0708,0.1516,0.3599,0.483,2026-06
CUST1003490,0.4811,0.8828,0.5673,0.1864,0.3752,0.2832,2026-06
CUST1003491,0.1293,0.5797,0.1029,0.2513,0.1262,0.2665,2026-06
CUST1003492,0.4561,0.5631,0.441,0.2058,0.2748,0.3506,2026-06
CUST1003493,0.2529,0.5123,0.2007,0.2282,0.4086,0.3201,2026-06
CUST1003494,0.3258,0.5531,0.4954,0.1617,0.4004,0.3024,2026-06
CUST1003495,0.4758,0.3643,0.0427,0.1849,0.4797,0.1709,2026-06
CUST1003496,0.2794,0.4588,0.408,0.01,0.328,0.5988,2026-06
CUST1003497,0.2132,0.1944,0.2108,0.2529,0.3794,0.1447,2026-06
CUST1003498,0.3894,0.5148,0.09859999999999999,0.1671,0.4088,0.5268,2026-06
CUST1003499,0.2548,0.3964,0.1266,0.08840000000000001,0.2987,0.2601,2026-06
CUST1003500,0.1836,0.2078,0.01,0.1568,0.4936,0.1199,2026-06
CUST1003501,0.367,0.7546,0.2845,0.1473,0.2199,0.4059,2026-06
CUST1003502,0.3014,0.4538,0.3266,0.2002,0.1636,0.4743,2026-06
CUST1003503,0.5894,0.7106,0.2193,0.3876,0.1862,0.5601,2026-06
CUST1003504,0.2699,0.1508,0.2745,0.0704,0.3527,0.1182,2026-06
CUST1003505,0.2467,0.3724,0.321,0.2943,0.361,0.58,2026-06
CUST1003506,0.5581,0.4124,0.3663,0.2954,0.479,0.4636,2026-06
CUST1003507,0.2618,0.4872,0.5642,0.1644,0.5228,0.4293,2026-06
CUST1003508,0.3612,0.4695,0.2694,0.2513,0.7267,0.4692,2026-06
CUST1003509,0.2133,0.4063,0.1073,0.3105,0.2834,0.2481,2026-06
CUST1003510,0.2829,0.4248,0.01,0.5629,0.1499,0.01,2026-06
CUST1003511,0.3796,0.2226,0.2387,0.2183,0.5739,0.1377,2026-06
CUST1003512,0.3044,0.7657,0.3291,0.1959,0.2543,0.3672,2026-06
CUST1003513,0.0407,0.5766,0.1948,0.0369,0.5138,0.4318,2026-06
CUST1003514,0.3155,0.5356,0.0507,0.153,0.2803,0.2212,2026-06
CUST1003515,0.2474,0.2448,0.4653,0.1671,0.3184,0.3486,2026-06
CUST1003516,0.2449,0.1133,0.3392,0.151,0.2542,0.3048,2026-06
CUST1003517,0.3232,0.4918,0.3956,0.3402,0.2972,0.4235,2026-06
CUST1003518,0.1466,0.1411,0.01,0.1549,0.4088,0.2437,2026-06
CUST1003519,0.2222,0.2904,0.1238,0.0958,0.358,0.1331,2026-06
CUST1003520,0.3276,0.4665,0.3387,0.1948,0.3897,0.6075,2026-06
CUST1003521,0.1661,0.1542,0.1819,0.2081,0.2243,0.2181,2026-06
CUST1003522,0.3916,0.2076,0.4225,0.1358,0.3673,0.3894,2026-06
CUST1003523,0.6015,0.4809,0.052,0.174,0.3122,0.1079,2026-06
CUST1003524,0.2468,0.2741,0.4378,0.2698,0.3326,0.5357,2026-06
CUST1003525,0.1842,0.5148,0.4485,0.1937,0.4377,0.5897,2026-06
CUST1003526,0.3808,0.2594,0.433,0.1296,0.2547,0.3534,2026-06
CUST1003527,0.322,0.6345,0.1563,0.0408,0.2919,0.4951,2026-06
CUST1003528,0.501,0.4656,0.3406,0.1718,0.3488,0.1763,2026-06
CUST1003529,0.3064,0.4888,0.2729,0.6288,0.4378,0.4018,2026-06
CUST1003530,0.4246,0.6568000000000001,0.2489,0.1479,0.294,0.5617,2026-06
CUST1003531,0.4046,0.6083,0.4743,0.04,0.3159,0.5974,2026-06
CUST1003532,0.416,0.449,0.3497,0.146,0.3652,0.6304999999999999,2026-06
CUST1003533,0.2709,0.6734,0.3867,0.246,0.3573,0.2984,2026-06
CUST1003534,0.1946,0.3855,0.2198,0.1313,0.728,0.5208,2026-06
CUST1003535,0.2045,0.3578,0.3673,0.2422,0.3084,0.4115,2026-06
CUST1003536,0.3588,0.7719,0.3365,0.0241,0.2033,0.6754,2026-06
CUST1003537,0.4771,0.6089,0.3021,0.1871,0.1708,0.5591,2026-06
CUST1003538,0.5486,0.7574,0.2547,0.1353,0.1905,0.2721,2026-06
CUST1003539,0.1814,0.2163,0.2036,0.1958,0.4661,0.0935,2026-06
CUST1003540,0.1717,0.3189,0.4526,0.1327,0.2783,0.2838,2026-06
CUST1003541,0.4159,0.5131,0.401,0.1922,0.2916,0.3481,2026-06
CUST1003542,0.3315,0.08069999999999999,0.1824,0.2448,0.2627,0.1902,2026-06
CUST1003543,0.2571,0.2816,0.2394,0.057,0.1881,0.2916,2026-06
CUST1003544,0.3353,0.4223,0.4626,0.074,0.3565,0.5364,2026-06
CUST1003545,0.3667,0.5047,0.4881,0.2672,0.3921,0.3412,2026-06
CUST1003546,0.5614,0.4824,0.281,0.1518,0.3738,0.3191,2026-06
CUST1003547,0.3069,0.4552,0.549,0.1632,0.2225,0.4224,2026-06
CUST1003548,0.2559,0.3626,0.1178,0.01,0.3929,0.3203,2026-06
CUST1003549,0.4378,0.4192,0.4947,0.2514,0.4178,0.4597,2026-06
CUST1003550,0.2926,0.4148,0.2561,0.2593,0.2671,0.3134,2026-06
CUST1003551,0.2768,0.3784,0.3275,0.1358,0.2864,0.4416,2026-06
CUST1003552,0.5125999999999999,0.3548,0.2837,0.2173,0.7295,0.1621,2026-06
CUST1003553,0.4126,0.4063,0.2438,0.048,0.5677,0.4625,2026-06
CUST1003554,0.2166,0.3534,0.4036,0.1744,0.3717,0.5238,2026-06
CUST1003555,0.471,0.6055,0.2794,0.1301,0.1952,0.2345,2026-06
CUST1003556,0.424,0.4823,0.508,0.1853,0.3889,0.4497,2026-06
CUST1003557,0.1869,0.2694,0.2584,0.2193,0.377,0.2802,2026-06
CUST1003558,0.2454,0.2847,0.345,0.1169,0.3743,0.2471,2026-06
CUST1003559,0.2753,0.4382,0.3935,0.1776,0.2775,0.3427,2026-06
CUST1003560,0.5202,0.3412,0.3326,0.2939,0.5492,0.1785,2026-06
CUST1003561,0.3546,0.4626,0.3698,0.2421,0.4532,0.4084,2026-06
CUST1003562,0.4389,0.07729999999999999,0.3663,0.1124,0.2243,0.1524,2026-06
CUST1003563,0.4561,0.3553,0.1695,0.1031,0.2022,0.1433,2026-06
CUST1003564,0.4896,0.6022,0.3383,0.3196,0.4945,0.5266999999999999,2026-06
CUST1003565,0.4873,0.5276999999999999,0.2863,0.2586,0.3143,0.4294,2026-06
CUST1003566,0.2259,0.3941,0.2948,0.0441,0.4032,0.4084,2026-06
CUST1003567,0.3679,0.5289,0.352,0.0185,0.379,0.4576,2026-06
CUST1003568,0.3682,0.6536,0.1158,0.1948,0.2367,0.3497,2026-06
CUST1003569,0.3539,0.1148,0.2507,0.2387,0.1832,0.0547,2026-06
CUST1003570,0.2738,0.1806,0.2135,0.1793,0.472,0.1747,2026-06
CUST1003571,0.3592,0.1666,0.4226,0.5451,0.3356,0.3662,2026-06
CUST1003572,0.4112,0.8605,0.4649,0.2387,0.4447,0.4248,2026-06
CUST1003573,0.3067,0.4809,0.4087,0.0404,0.4155,0.5494,2026-06
CUST1003574,0.4257,0.3231,0.4588,0.2061,0.3459,0.2265,2026-06
CUST1003575,0.363,0.5524,0.4283,0.0134,0.3189,0.411,2026-06
CUST1003576,0.2874,0.4437,0.4878,0.4221,0.3964,0.3996,2026-06
CUST1003577,0.1125,0.2214,0.01,0.1634,0.2124,0.0824,2026-06
CUST1003578,0.1415,0.7089,0.1295,0.3224,0.1218,0.4198,2026-06
CUST1003579,0.3272,0.1559,0.2445,0.0645,0.3003,0.1842,2026-06
CUST1003580,0.2461,0.1994,0.1642,0.2941,0.2607,0.321,2026-06
CUST1003581,0.3576,0.2961,0.1729,0.1169,0.3179,0.249,2026-06
CUST1003582,0.2755,0.1981,0.2776,0.0208,0.3793,0.09859999999999999,2026-06
CUST1003583,0.2913,0.3035,0.4778,0.2163,0.3426,0.4504,2026-06
CUST1003584,0.4512,0.4465,0.3066,0.1949,0.2559,0.5165,2026-06
CUST1003585,0.4206,0.616,0.3731,0.2184,0.3463,0.303,2026-06
CUST1003586,0.2542,0.1296,0.1811,0.5434,0.212,0.0554,2026-06
CUST1003587,0.2024,0.5651,0.4102,0.2243,0.4734,0.2417,2026-06
CUST1003588,0.1723,0.2064,0.01,0.2322,0.4048,0.2612,2026-06
CUST1003589,0.2252,0.3496,0.01,0.6009,0.129,0.1415,2026-06
CUST1003590,0.3133,0.6911,0.2131,0.0853,0.2042,0.5933,2026-06
CUST1003591,0.151,0.598,0.3715,0.175,0.335,0.3473,2026-06
CUST1003592,0.2259,0.217,0.1138,0.08,0.2993,0.4165,2026-06
CUST1003593,0.1995,0.3343,0.1572,0.5851,0.141,0.2747,2026-06
CUST1003594,0.1314,0.1972,0.01,0.1676,0.5467,0.1795,2026-06
CUST1003595,0.025,0.3921,0.4447,0.3301,0.3425,0.4189,2026-06
CUST1003596,0.4748,0.4876,0.01,0.1136,0.195,0.1575,2026-06
CUST1003597,0.4679,0.6093,0.4033,0.1623,0.4061,0.2728,2026-06
CUST1003598,0.4175,0.6261,0.5351,0.3915,0.3674,0.4267,2026-06
CUST1003599,0.6159,0.6126,0.396,0.08169999999999999,0.4101,0.3313,2026-06
