CustID,Month period,Average ticket size,Count,99% value,Total credit amount (sn),Total debit amount (sn),UPI txn count (sn),Salary credit flag (sn),MCC diversity count (sn),High value txn flag (sn),Most common channel (sn),Most common MCC (sn),Days since last txn (sn),Avg monthly balance proxy (sn)
CUST1003025,2026-06,24901.95,27,46645.15,211212.73,210972.07,5,N,4,N,MOBILE_APP,5812,6,625288.34
CUST1003026,2026-06,4815.97,26,6319.3,22193.53,19307.42,18,Y,4,N,MOBILE_APP,5912,12,753906.22
CUST1003027,2026-06,2372.33,20,2984.42,4485.83,23665.57,9,Y,4,N,MOBILE_APP,6513,6,817019.1800000001
CUST1003028,2026-06,5100.4,12,6088.09,20955.32,15118.83,0,Y,3,N,ATM,5411,9,1740060.46
CUST1003029,2026-06,3163.24,12,2281.15,0,17526.51,5,N,2,N,UPI,6513,12,627365.33
CUST1003030,2026-06,3269.54,31,2463.2,10308.55,50535.74,12,Y,4,N,UPI,8299,0,537142.0699999999
CUST1003031,2026-06,612.24,42,560.3,1329.06,19698.58,20,N,8,N,MOBILE_APP,5732,2,47918.77
CUST1003032,2026-06,2912.76,9,2912.76,0,10532.64,0,N,1,N,POS,5541,29,668254.4399999999
CUST1003033,2026-06,1088.78,9,1088.78,3773.88,0,0,N,1,N,MOBILE_APP,5814,28,501142.59
CUST1003034,2026-06,100144.95,45,112455.75,1248904.12,9808.389999999999,16,Y,4,N,MOBILE_APP,5541,0,1278918.71
CUST1003035,2026-06,245.47,0,0,0,0,0,N,0,N,,,999,84859.5
CUST1003036,2026-06,7112.26,13,6341.64,47128.97,0,0,N,1,N,ATM,5732,13,1835405.63
CUST1003037,2026-06,368.28,8,368.28,0,1821.2,8,Y,1,N,MOBILE_APP,5812,7,1042075.57
CUST1003038,2026-06,56850.12,17,1607.14,259950.25,8030.85,0,Y,3,N,MOBILE_APP,8299,16,528942.87
CUST1003039,2026-06,2353.95,20,2179.91,11063.63,9045.18,8,Y,5,N,INTERNET_BANKING,5812,0,1527800.19
CUST1003040,2026-06,20259.52,38,9232.35,7403.15,329321.8,0,N,5,N,INTERNET_BANKING,5812,3,507115.89
CUST1003041,2026-06,2770.4,23,1332.46,2973.34,19731.4,7,N,3,N,POS,5691,3,448430.09
CUST1003042,2026-06,4564.59,11,2097.13,4703.38,34758.7,0,N,2,N,POS,5691,3,253494.22
CUST1003043,2026-06,28333.38,17,9466.370000000001,0,274234.73,7,Y,2,N,MOBILE_APP,5912,0,342879.49
CUST1003044,2026-06,3404.81,61,4842.56,17063.67,44757.38,21,N,6,N,MOBILE_APP,4814,6,547776.61
CUST1003045,2026-06,3914.82,12,4362.63,35082,5725.45,0,Y,3,N,MOBILE_APP,7399,3,459037.97
CUST1003046,2026-06,42167.03,10,42167.03,0,203984.64,8,N,1,N,MOBILE_APP,6011,22,6309361.59
CUST1003047,2026-06,2332.07,14,895.23,0,10211.4,14,Y,2,N,BRANCH,5732,14,325992.13
CUST1003048,2026-06,3177.18,11,3148.4,8126.36,20424.69,3,N,2,N,INTERNET_BANKING,5411,1,596524.91
CUST1003049,2026-06,607.63,18,559.09,0,4198.34,0,N,2,N,INTERNET_BANKING,6513,12,72868.89
CUST1003050,2026-06,8226.52,19,4709.52,51306.27,43583.67,0,Y,2,N,UPI,7399,5,869821.8
CUST1003051,2026-06,139.3,20,96.88,466.96,655.5700000000001,6,N,3,N,MOBILE_APP,5812,5,71988.16
CUST1003052,2026-06,1118.92,7,820.76,2129.13,2746.48,0,N,2,N,MOBILE_APP,5541,3,194195.49
CUST1003053,2026-06,554.35,16,324.79,776.9400000000001,2262.43,7,Y,2,N,INTERNET_BANKING,5691,14,265910.6
CUST1003054,2026-06,1356.74,32,1466.71,9400.83,2438.35,0,N,4,N,MOBILE_APP,8299,2,95476.72
CUST1003055,2026-06,3696.83,56,4092.81,46076.94,21627.13,24,Y,6,N,MOBILE_APP,4111,3,765450.67
CUST1003056,2026-06,2218.29,37,856.47,4196.45,18768.07,16,N,4,N,MOBILE_APP,6011,5,172044.27
CUST1003057,2026-06,4922.96,19,6512.24,22258.63,12257.86,18,N,3,N,MOBILE_APP,5411,5,235386.28
CUST1003058,2026-06,1969.37,21,2628.78,7220.73,8618.52,6,Y,3,N,MOBILE_APP,5732,1,612953.22
CUST1003059,2026-06,2154.88,21,947.75,0,18511.82,0,Y,3,N,UPI,5691,4,84465.17
CUST1003060,2026-06,38715.59,41,8961.290000000001,611758.97,84452.52,0,Y,5,N,MOBILE_APP,4111,0,251237.43
CUST1003061,2026-06,2404,9,2404,0,5983.13,8,N,1,N,INTERNET_BANKING,5814,3,237758.28
CUST1003062,2026-06,3810.9,8,3810.9,0,11405.95,7,Y,1,N,INTERNET_BANKING,5541,23,218413.4
CUST1003063,2026-06,704.4400000000001,15,541.46,0,10150.51,4,N,3,N,UPI,5411,8,272793.08
CUST1003064,2026-06,3979.94,8,3979.94,0,15001.3,6,N,1,N,MOBILE_APP,7399,23,102483.6
CUST1003065,2026-06,52131.77,40,152659.33,816197.8100000001,683592.65,12,Y,7,N,INTERNET_BANKING,0000,9,842193.42
CUST1003066,2026-06,4991.71,25,3523.2,32097.47,39919.75,0,N,4,N,MOBILE_APP,5912,8,88768.2
CUST1003067,2026-06,9046.299999999999,30,9728.360000000001,28943.13,56246.98,10,N,4,N,ATM,6011,8,708496.08
CUST1003068,2026-06,4963.48,17,2361.41,22568.95,6047.98,0,Y,1,N,MOBILE_APP,4900,9,640549.72
CUST1003069,2026-06,1274.27,50,1695.65,17415.44,16545.6,14,N,6,N,UPI,5732,0,704990.65
CUST1003070,2026-06,3443.43,12,1744.24,0,19070.29,8,N,2,N,MOBILE_APP,5812,1,304456.48
CUST1003071,2026-06,748.41,8,748.41,0,1540.1,0,N,1,N,ATM,8299,2,162084.6
CUST1003072,2026-06,194.71,0,0,0,0,0,N,0,N,,,999,308228.65
CUST1003073,2026-06,4570.17,42,8197.780000000001,58071.74,31204.27,5,Y,7,N,MOBILE_APP,7399,4,593415.95
CUST1003074,2026-06,1858.29,53,1389.51,2640.27,41194.09,14,Y,6,N,UPI,5732,3,233797.01
CUST1003075,2026-06,18424.08,32,5128.45,330788.79,11143.37,8,Y,4,N,MOBILE_APP,4111,3,136730.63
CUST1003076,2026-06,6253.8,23,5515.81,7416.94,69454.75999999999,12,N,3,N,MOBILE_APP,4900,14,994036.84
CUST1003077,2026-06,2338.94,9,1432.81,0,9864.719999999999,0,Y,2,N,ATM,8299,8,222182.79
CUST1003078,2026-06,17352.09,52,6362.11,372849.98,55571.77,6,Y,6,N,MOBILE_APP,5732,4,451190.5
CUST1003079,2026-06,1960.45,9,1960.45,0,6909.08,0,N,1,N,MOBILE_APP,7399,13,83521.00999999999
CUST1003080,2026-06,23417.85,13,1565.82,137711.01,3274.64,6,N,2,N,BRANCH,0000,6,168959.77
CUST1003081,2026-06,5240.08,9,983.59,0,39087.93,0,N,2,N,MOBILE_APP,5912,1,686709.7
CUST1003082,2026-06,4046.58,40,5521.26,7637.56,77684.77,16,N,4,N,MOBILE_APP,5411,8,285157.79
CUST1003083,2026-06,8028.48,10,8028.48,30379.67,0,0,N,1,N,POS,5814,17,282498.78
CUST1003084,2026-06,2899.99,20,2756.19,0,23379.6,8,Y,2,N,CALL_CENTER,7399,15,1239357.69
CUST1003085,2026-06,3810.82,22,4979.17,0,43982.12,6,N,2,N,MOBILE_APP,6513,4,670764.27
CUST1003086,2026-06,8150.38,23,2499,0,120624.37,7,N,3,N,BRANCH,5732,7,952921.4
CUST1003087,2026-06,4404.88,20,5326.21,16148.73,15918.18,0,Y,3,N,MOBILE_APP,4111,0,465756.82
CUST1003088,2026-06,8648.5,12,1105.55,0,45479.45,8,N,2,N,INTERNET_BANKING,5691,0,74323.83
CUST1003089,2026-06,1456.92,14,173.78,5617.13,511.08,14,N,2,N,MOBILE_APP,5691,10,66345.94
CUST1003090,2026-06,1804.43,14,1388.51,2443.17,8800.120000000001,3,N,2,N,MOBILE_APP,0000,6,1612921.28
CUST1003091,2026-06,642.98,8,642.98,1123.74,0,0,N,1,N,MOBILE_APP,5814,16,2265228.36
CUST1003092,2026-06,3002.82,8,330.72,9953.18,0,4,N,2,N,INTERNET_BANKING,5812,12,359629.28
CUST1003093,2026-06,338.89,0,0,0,0,0,N,0,N,,,999,394804.77
CUST1003094,2026-06,3148.75,14,2246.01,4395.81,32596.35,3,Y,2,N,ATM,5814,0,129154.02
CUST1003095,2026-06,400.1,0,0,0,0,0,N,0,N,,,999,82790.92999999999
CUST1003096,2026-06,1775.43,11,788.84,2473.09,4280.28,5,N,2,N,MOBILE_APP,4814,15,516878.34
CUST1003097,2026-06,5054.37,24,3684.13,0,68568.67,12,N,4,N,MOBILE_APP,5812,1,699290.05
CUST1003098,2026-06,15631.62,6,15631.62,0,72075.10000000001,4,Y,1,N,POS,5814,9,1130469.44
CUST1003099,2026-06,4338.43,25,4783.01,55275.68,36739.82,3,Y,5,N,UPI,8299,3,499923.13
CUST1003100,2026-06,711.3099999999999,15,774.1,4914.03,3090.61,5,N,3,N,MOBILE_APP,5411,8,299936.5
CUST1003101,2026-06,3752.71,51,6845.21,25940.19,51753.6,12,Y,6,N,INTERNET_BANKING,5732,2,1241824.31
CUST1003102,2026-06,185.41,13,185.41,0,493.69,8,N,1,N,MOBILE_APP,7399,15,204363.1
CUST1003103,2026-06,16748.04,16,6154.31,22203.5,162135.81,10,Y,3,N,MOBILE_APP,8299,10,1861130.27
CUST1003104,2026-06,6887.71,15,3550,33576.72,10691.77,0,Y,3,N,INTERNET_BANKING,4111,15,1525700.46
CUST1003105,2026-06,27147.23,40,5743.32,360515.91,31252.89,6,Y,6,N,MOBILE_APP,5732,0,483694.54
CUST1003106,2026-06,3915.79,18,4850.97,0,44013.22,6,N,2,N,MOBILE_APP,5541,3,526653.71
CUST1003107,2026-06,6066.47,12,6066.47,18973.63,0,7,Y,1,N,MOBILE_APP,5541,11,42794.91
CUST1003108,2026-06,8839.209999999999,28,15183.51,87978.81,61278.48,5,Y,4,N,MOBILE_APP,5691,2,359657.26
CUST1003109,2026-06,5182.32,64,7703.25,81001.92999999999,47780.26,32,N,7,N,MOBILE_APP,8299,0,633594.61
CUST1003110,2026-06,1845.86,8,1845.86,0,3837.36,4,Y,1,N,BRANCH,0000,12,376761.29
CUST1003111,2026-06,1220.75,10,1220.75,2474.23,0,0,N,1,N,MOBILE_APP,7399,2,59865.9
CUST1003112,2026-06,5571.21,14,7260.57,0,38659.61,6,N,3,N,MOBILE_APP,5732,10,438369.11
CUST1003113,2026-06,11954.85,29,2793.49,139323.67,16415.56,0,N,5,N,INTERNET_BANKING,8299,2,236581.1
CUST1003114,2026-06,440.4,34,738.78,1601.34,9681.85,15,N,4,N,MOBILE_APP,6513,0,23636.43
CUST1003115,2026-06,585.01,5,585.01,0,2714.2,3,Y,1,N,CALL_CENTER,7399,21,153469.85
CUST1003116,2026-06,891.24,27,1069.13,5733.76,1129.68,8,N,2,N,POS,6513,3,622355.48
CUST1003117,2026-06,100904.7,25,24297.03,745700.3100000001,103777.4,16,Y,3,N,MOBILE_APP,6513,12,1071128.22
CUST1003118,2026-06,56817.76,16,351.55,272611.51,0,0,Y,2,N,INTERNET_BANKING,0000,10,472952.97
CUST1003119,2026-06,4530.13,28,5629.32,8948.360000000001,98474.73,5,Y,5,N,MOBILE_APP,5541,13,516838.68
CUST1003120,2026-06,6926.62,26,3551.44,103021.12,18026.41,15,N,5,N,MOBILE_APP,8299,8,474394.02
CUST1003121,2026-06,6837.34,6,6837.34,0,16859.79,0,Y,1,N,MOBILE_APP,5814,19,984566.11
CUST1003122,2026-06,130911.7,27,3525.5,719092.0600000001,11517.76,0,Y,2,N,INTERNET_BANKING,0000,2,1644319.47
CUST1003123,2026-06,228000.89,20,4883.49,921338.04,0,0,Y,2,N,INTERNET_BANKING,0000,8,1867944.43
CUST1003124,2026-06,6677.03,24,7393.74,14644.22,57518.26,14,Y,3,N,MOBILE_APP,5691,0,740588.2
CUST1003125,2026-06,1987.84,8,1987.84,0,3524.87,0,N,1,N,MOBILE_APP,5912,6,46949.9
CUST1003126,2026-06,2277.32,6,2277.32,8988.34,0,0,Y,1,N,MOBILE_APP,4814,16,1216818.6
CUST1003127,2026-06,2784.23,20,2532.78,10197.15,25760.17,5,N,3,N,MOBILE_APP,5411,13,963881.37
CUST1003128,2026-06,2350.14,16,2321.31,7771.51,10663.88,7,Y,2,N,INTERNET_BANKING,6011,19,683054.55
CUST1003129,2026-06,20620.39,17,6676.23,68059.21000000001,22059.64,0,N,2,N,MOBILE_APP,5411,3,923952.01
CUST1003130,2026-06,2201.89,22,2639.9,4730.51,14605.87,5,N,3,N,UPI,0000,6,140262.33
CUST1003131,2026-06,3737.73,24,3036.5,27247.63,14160.46,4,N,5,N,MOBILE_APP,5812,10,587856.85
CUST1003132,2026-06,2633.34,16,1865.18,11738.52,8399.08,0,N,3,N,MOBILE_APP,5691,8,822659.08
CUST1003133,2026-06,1248.55,12,911.24,0,10171.58,4,N,2,N,INTERNET_BANKING,5691,21,814656.73
CUST1003134,2026-06,522.12,18,391.48,5487.04,578.1,4,N,4,N,MOBILE_APP,5912,3,95578.06
CUST1003135,2026-06,4549.24,17,6632.77,8939.799999999999,56475.72,4,Y,4,N,UPI,5814,0,186490.27
CUST1003136,2026-06,663.3099999999999,49,1001.05,6078.15,8514.77,16,N,6,N,MOBILE_APP,5814,2,37774.8
CUST1003137,2026-06,2661.67,26,2650.86,12298.63,4630.89,24,Y,3,N,ATM,8299,7,106767.26
CUST1003138,2026-06,4519.83,11,4519.83,16942.89,0,0,N,1,N,MOBILE_APP,7399,18,262508.87
CUST1003139,2026-06,2977.98,13,2747.6,0,20131.46,0,Y,1,N,MOBILE_APP,5814,20,1159176.41
CUST1003140,2026-06,17625.93,11,17625.93,29958.31,0,0,N,1,N,UPI,6011,26,1441545.16
CUST1003141,2026-06,1349.07,7,942.24,3192.42,1559.28,6,N,1,N,UPI,0000,21,194451.43
CUST1003142,2026-06,6453.17,10,6453.17,19766.2,0,6,N,1,N,INTERNET_BANKING,8299,28,1797154.17
CUST1003143,2026-06,8004.38,11,8004.38,29447.48,0,0,Y,1,N,MOBILE_APP,5411,19,348015.26
CUST1003144,2026-06,1072.86,20,1235.67,2783.84,5823.75,0,Y,4,N,MOBILE_APP,0000,6,144810.35
CUST1003145,2026-06,2532.2,45,2119.45,28006.31,3349.14,16,N,5,N,MOBILE_APP,4900,4,82035.13
CUST1003146,2026-06,2414.84,6,961.0700000000001,12180.67,2099.73,6,N,2,N,INTERNET_BANKING,5814,13,406107.77
CUST1003147,2026-06,1103.93,8,1103.93,2216.3,0,8,N,1,N,UPI,7399,26,69676.38
CUST1003148,2026-06,1154.39,8,695.04,0,3925.85,3,Y,2,N,MOBILE_APP,5732,13,328769.94
CUST1003149,2026-06,2953.6,58,4479.82,22487.97,27605.92,24,Y,7,N,MOBILE_APP,0000,6,818187.0699999999
CUST1003150,2026-06,1180.62,10,590.86,0,5489.7,0,Y,2,N,UPI,5691,3,432969.41
CUST1003151,2026-06,2779.61,35,3315.95,25276.76,4702.03,8,Y,3,N,MOBILE_APP,4814,1,215258.72
CUST1003152,2026-06,7670.36,9,7670.36,0,26560.09,6,Y,1,N,MOBILE_APP,8299,26,2095340.18
CUST1003153,2026-06,964.15,22,1791.99,2202.9,8201.9,3,N,6,N,MOBILE_APP,5814,0,29111.66
CUST1003154,2026-06,1075.31,8,1075.31,0,2382.42,0,Y,1,N,MOBILE_APP,6011,1,479613.13
CUST1003155,2026-06,14211.94,26,6933.4,12361.53,208513.44,0,Y,4,N,MOBILE_APP,4111,2,2064183.42
CUST1003156,2026-06,4310.47,24,3811.1,26512.76,16921.47,0,Y,3,N,ATM,6513,4,359618.77
CUST1003157,2026-06,4066.96,15,1053.7,0,33751.15,0,Y,2,N,MOBILE_APP,5541,2,2709862.57
CUST1003158,2026-06,9195.68,57,1889.72,136462.51,16537.75,40,Y,6,N,UPI,4814,1,108738.81
CUST1003159,2026-06,530.47,20,760.51,0,8165.95,10,N,4,N,UPI,5812,11,161690.52
CUST1003160,2026-06,5910.12,20,8059.97,15152.94,45585.77,5,N,4,N,UPI,7399,1,144264.11
CUST1003161,2026-06,1443.84,19,453.99,0,14064.62,0,Y,1,N,UPI,5411,9,289426.76
CUST1003162,2026-06,2639.32,22,3163.87,12398.71,8142.33,6,Y,3,N,MOBILE_APP,0000,0,162086.44
CUST1003163,2026-06,11722.04,48,18321.64,8964.280000000001,361062.52,12,Y,7,N,MOBILE_APP,5691,1,206872.45
CUST1003164,2026-06,5520.99,14,2613.1,0,16657.22,0,Y,2,N,MOBILE_APP,8299,5,1087179.74
CUST1003165,2026-06,9821.76,24,12688.02,57013.06,41573,5,N,4,N,UPI,8299,3,1688841.87
CUST1003166,2026-06,5290.03,19,1060.03,30342.36,6488.71,0,Y,3,N,MOBILE_APP,5691,0,510675.06
CUST1003167,2026-06,2177.14,5,2177.14,0,9533.110000000001,5,Y,1,N,MOBILE_APP,5732,16,2915937.15
CUST1003168,2026-06,2298.73,34,4349.04,11168.84,10133.24,6,N,5,N,MOBILE_APP,5814,1,127545.67
CUST1003169,2026-06,7503.92,26,7476.99,0,192393.48,4,Y,6,N,MOBILE_APP,5411,1,931542.61
CUST1003170,2026-06,131184.57,15,18195.06,0,499469.69,6,N,2,N,INTERNET_BANKING,6011,9,1015955.12
CUST1003171,2026-06,162227.48,12,238928.93,1173253.37,0,0,Y,2,N,INTERNET_BANKING,0000,21,895674.78
CUST1003172,2026-06,157833.74,33,5930,1745402.82,35764.94,16,Y,3,N,INTERNET_BANKING,5812,3,2281286.06
CUST1003173,2026-06,87.16,0,0,0,0,0,N,0,N,,,999,1749905.41
CUST1003174,2026-06,281.82,8,281.82,570.33,0,0,N,1,N,UPI,5732,8,556988.96
CUST1003175,2026-06,2051.63,53,2459.1,27575.96,23583.97,32,Y,6,N,ATM,0000,2,207121.83
CUST1003176,2026-06,127218.06,25,232650.82,1670330.56,16811.05,0,Y,3,N,INTERNET_BANKING,0000,14,786327.71
CUST1003177,2026-06,8649.73,47,11156.63,11943.5,145107.1,14,Y,6,N,MOBILE_APP,4814,2,598034.9
CUST1003178,2026-06,12951.46,24,21218.42,165420.57,0,0,N,4,N,MOBILE_APP,4111,5,1334136.75
CUST1003179,2026-06,2188.61,19,890.47,0,14824.1,7,Y,2,N,MOBILE_APP,4814,9,842481.75
CUST1003180,2026-06,6302.18,14,5656.21,42913.98,0,6,N,3,N,MOBILE_APP,5541,4,1070747.94
CUST1003181,2026-06,1923.23,25,2175.94,8906.57,32076.31,6,N,7,N,MOBILE_APP,8299,0,110023.04
CUST1003182,2026-06,1416.25,21,906.48,0,18718.6,4,Y,4,N,MOBILE_APP,5814,6,464690.36
CUST1003183,2026-06,4371.86,12,1418.22,38486.71,0,4,N,3,N,MOBILE_APP,5732,8,1808705.52
CUST1003184,2026-06,2331.33,17,1907.43,13815.34,9277.02,9,N,4,N,MOBILE_APP,5732,3,540514.62
CUST1003185,2026-06,12272.1,26,11932.28,5943.64,350487.93,12,Y,6,N,UPI,5732,1,554389.1800000001
CUST1003186,2026-06,628.01,16,607.49,957.96,1290.07,0,Y,2,N,MOBILE_APP,4111,14,273949.83
CUST1003187,2026-06,32610.2,12,3181.78,12361.89,338535.19,9,Y,3,N,MOBILE_APP,5812,14,407474.36
CUST1003188,2026-06,970.09,38,1566,4509.19,20027.94,15,N,5,N,MOBILE_APP,5912,3,51813.86
CUST1003189,2026-06,3975.94,33,3360.2,3187.7,52098.28,7,N,3,N,INTERNET_BANKING,4900,3,1196050.18
CUST1003190,2026-06,29810.2,64,14634.66,514824.57,34094.84,18,Y,8,N,MOBILE_APP,0000,1,871287.29
CUST1003191,2026-06,39529.17,30,40633.72,779879.87,80968.56,4,Y,6,N,MOBILE_APP,8299,1,488512.78
CUST1003192,2026-06,6256.59,9,8196.76,6342.76,52558.28,9,N,3,N,MOBILE_APP,4900,4,688673.48
CUST1003193,2026-06,852.38,28,789.24,5772.64,4280.6,6,N,4,N,MOBILE_APP,8299,2,315313.98
CUST1003194,2026-06,101788.7,50,21104.51,927994.2,140970.38,8,N,4,N,MOBILE_APP,6011,0,1208772.68
CUST1003195,2026-06,2090.3,13,2305.52,15246.88,8524.25,6,N,4,N,MOBILE_APP,4814,8,153756.56
CUST1003196,2026-06,4275.14,21,3502.15,28835.77,4174.59,6,Y,3,N,BRANCH,4814,6,1649400.77
CUST1003197,2026-06,118150.66,11,1295.52,891516.87,5126.47,0,Y,1,N,MOBILE_APP,0000,15,1349180.03
CUST1003198,2026-06,558.26,8,558.26,1802.66,0,0,Y,1,N,UPI,5812,29,797293.6899999999
CUST1003199,2026-06,21916.79,23,28744.63,0,258154.87,0,Y,5,N,INTERNET_BANKING,7399,15,1569859.03
CUST1003200,2026-06,2036.1,13,1652.25,5202.77,10875.91,10,N,2,N,UPI,0000,11,180497.33
CUST1003201,2026-06,9240.9,38,19728.06,4642.61,215674.55,18,N,5,N,MOBILE_APP,5732,3,843843.3
CUST1003202,2026-06,3634,33,3728.07,20737.29,10421.37,7,Y,2,N,MOBILE_APP,4111,3,983862.26
CUST1003203,2026-06,4682.9,14,4135.67,19307.58,15526.81,0,Y,2,N,ATM,4900,2,325394.36
CUST1003204,2026-06,21.61,0,0,0,0,0,N,0,N,,,999,254743.08
CUST1003205,2026-06,2175.99,24,2076.59,23181.91,0,7,N,2,N,MOBILE_APP,0000,20,719451.11
CUST1003206,2026-06,2519.19,20,1617.22,1545.08,39877.06,5,N,3,N,INTERNET_BANKING,5541,15,119705.33
CUST1003207,2026-06,72981.59,23,8215.540000000001,431551.06,42197.76,15,Y,4,N,MOBILE_APP,4900,3,564575.41
CUST1003208,2026-06,4587.46,11,5085.74,13718.18,31062.18,3,N,3,N,MOBILE_APP,0000,8,902379.62
CUST1003209,2026-06,2300.96,28,2466.21,0,23669.94,0,Y,3,N,UPI,6513,16,287275.08
CUST1003210,2026-06,8360.459999999999,26,1854.2,2846.15,44163.6,8,N,3,N,UPI,5812,6,804757.76
CUST1003211,2026-06,2870.97,13,2870.97,6082.27,0,0,Y,1,N,UPI,5814,10,987672.61
CUST1003212,2026-06,2790.73,17,3303.82,16668.97,3678.05,4,N,3,N,MOBILE_APP,5912,0,429649.85
CUST1003213,2026-06,2661.58,18,2788.72,0,29995.89,6,N,3,N,MOBILE_APP,5812,0,779982.7
CUST1003214,2026-06,3889.07,21,7485.35,69719.77,22831.81,6,N,5,N,UPI,6011,2,2115163.66
CUST1003215,2026-06,12768.95,15,13279.76,51329.58,39655.14,5,N,3,N,ATM,4814,6,2232061.93
CUST1003216,2026-06,7451.8,40,6598.25,36167.19,133172.68,16,Y,5,N,ATM,8299,0,480740.19
CUST1003217,2026-06,78874.41,37,47152.96,528353.8100000001,109893.74,8,N,3,N,MOBILE_APP,5732,4,3874106.32
CUST1003218,2026-06,100.64,0,0,0,0,0,N,0,N,,,999,1309660.94
CUST1003219,2026-06,2258.72,11,823.87,0,15522.79,4,N,2,N,MOBILE_APP,5691,13,271619.21
CUST1003220,2026-06,2091.41,17,2715.74,11316.09,12928.02,3,N,4,N,UPI,0000,5,527470.8199999999
CUST1003221,2026-06,5678.11,15,7091.02,25908.59,31011.71,5,Y,2,N,INTERNET_BANKING,5411,14,633441.37
CUST1003222,2026-06,25058.74,25,10311.01,25485.27,140409.24,6,N,3,N,MOBILE_APP,4111,1,1820763.51
CUST1003223,2026-06,39384.33,57,112916.19,172968.13,430688.83,21,Y,7,N,MOBILE_APP,0000,5,372363.92
CUST1003224,2026-06,1869.01,9,1869.01,0,6594.93,0,N,1,N,MOBILE_APP,5541,14,1053444.71
CUST1003225,2026-06,815.5599999999999,25,399.17,683.37,8049.68,7,Y,3,N,UPI,0000,3,184477.58
CUST1003226,2026-06,1839.85,19,2238.74,4710.22,4577.88,6,N,3,N,ATM,4111,10,518656.19
CUST1003227,2026-06,593.6799999999999,36,561.1799999999999,5346.16,5789.03,0,N,5,N,MOBILE_APP,5732,3,59662.66
CUST1003228,2026-06,7592.26,43,3207.51,1792.22,220844.59,6,N,6,N,MOBILE_APP,5812,4,743720.04
CUST1003229,2026-06,46795.57,24,104102.02,228190.67,527411.3,8,Y,4,N,MOBILE_APP,5812,2,252616.92
CUST1003230,2026-06,6935.76,14,8033.93,0,84474.02,3,Y,3,N,MOBILE_APP,5812,17,2976507.61
CUST1003231,2026-06,6369.88,11,6369.88,0,15827.19,0,Y,1,N,BRANCH,5814,5,855868.5699999999
CUST1003232,2026-06,32107.24,13,13480.59,0,315661.71,4,N,2,N,MOBILE_APP,4814,3,3226997.32
CUST1003233,2026-06,13014.5,34,15120.5,14696.4,211435.06,16,N,4,N,INTERNET_BANKING,5541,10,964034.16
CUST1003234,2026-06,1048.65,10,1048.65,0,2259.81,6,N,1,N,BRANCH,5411,10,153140.08
CUST1003235,2026-06,6105.74,28,11035.1,34597.05,53968.05,9,Y,8,N,MOBILE_APP,7399,6,992670.45
CUST1003236,2026-06,532.54,11,416.65,3300.57,1621.06,3,Y,3,N,MOBILE_APP,5814,2,182582.37
CUST1003237,2026-06,37423.11,36,5093.02,440409.72,6639.7,0,Y,4,N,MOBILE_APP,6011,0,131435.6
CUST1003238,2026-06,1689.95,21,1521.33,9167.790000000001,8790.709999999999,6,Y,3,N,MOBILE_APP,4814,14,277860.84
CUST1003239,2026-06,843.28,12,445.68,7999.64,1544.29,3,N,3,N,MOBILE_APP,5814,24,364582.02
CUST1003240,2026-06,9656.219999999999,35,7699.5,26574.13,104743.55,16,Y,2,N,UPI,0000,7,749513.9
CUST1003241,2026-06,7533.03,32,14151.31,30771.81,91716.42999999999,12,Y,7,N,UPI,5814,0,614939.14
CUST1003242,2026-06,4281.48,7,3564.32,9816.879999999999,15786.02,0,N,2,N,MOBILE_APP,5812,15,993346.51
CUST1003243,2026-06,24805.25,43,23967.22,221014.22,86768.25999999999,16,Y,3,N,MOBILE_APP,8299,12,576643.1899999999
CUST1003244,2026-06,8200.799999999999,12,5979.14,0,58137.22,0,Y,2,N,MOBILE_APP,0000,0,1302410.31
CUST1003245,2026-06,1767.64,15,1204.7,2456.34,7670.92,7,N,2,N,INTERNET_BANKING,4900,0,352258.45
CUST1003246,2026-06,5826.41,10,2170.27,0,28184.54,4,Y,2,N,UPI,5732,1,1154490.76
CUST1003247,2026-06,5339.6,35,7940.32,48121.51,30781.83,5,Y,5,N,INTERNET_BANKING,5812,1,1522049.52
CUST1003248,2026-06,887.4299999999999,18,596.58,4221.53,3381.5,0,N,3,N,UPI,0000,0,168384.3
CUST1003249,2026-06,5776.31,19,5541.32,14327.64,13379.47,8,N,2,N,CALL_CENTER,4900,15,593708.38
CUST1003250,2026-06,25867.87,16,2346.59,197281.4,4258.25,6,N,2,N,BRANCH,4814,17,251483.25
CUST1003251,2026-06,1125.43,28,785.85,1455.05,20244.73,6,Y,4,N,MOBILE_APP,6011,0,269018.16
CUST1003252,2026-06,5604.14,13,850.58,0,51495.97,0,Y,2,N,UPI,5814,20,350191.87
CUST1003253,2026-06,19815.88,19,14130.19,0,127843.49,5,N,2,N,INTERNET_BANKING,5912,2,705785.71
CUST1003254,2026-06,1655.19,8,1655.19,0,6396.05,0,N,1,N,MOBILE_APP,5691,19,409082.62
CUST1003255,2026-06,16696.66,27,2778.51,253203.41,18630.37,4,Y,5,N,UPI,6513,4,140621.83
CUST1003256,2026-06,4861.44,65,10784.39,26140.99,87878,40,N,7,N,MOBILE_APP,4900,0,122137.44
CUST1003257,2026-06,4013.43,9,4013.43,0,19248.55,0,Y,1,N,INTERNET_BANKING,6011,17,581899.48
