CustID,Date of login,Days since last login (sn),Location,App details,Phone/device details,Login count 30D (sn),Login count 90D (sn),Last app version (sn),Preferred login hour (sn),Device OS (sn),Session ID latest (sn)
CUST1001939,2026-02-01,149,Hyderabad,Axis Mobile/Open App v12.0.0,iPhone 15,4,17,12.0.0,14,iOS,SID50001939
CUST1001940,2026-06-15,15,Jaipur,Axis Mobile/Open App v11.2.0,Vivo V27,8,29,11.2.0,14,Android,SID50001940
CUST1001941,2026-05-05,56,Nagpur,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,0,28,11.2.0,21,Android,SID50001941
CUST1001942,2026-03-02,120,Nagpur,Axis Mobile/Open App v11.4.0,iPhone 14,4,7,11.4.0,9,iOS,SID50001942
CUST1001943,2026-06-27,3,Bengaluru,Axis Mobile/Open App v11.3.1,iPhone 15,20,43,11.3.1,17,iOS,SID50001943
CUST1001944,2026-06-17,13,Pune,Axis Mobile/Open App v12.1.2,OnePlus 11,7,10,12.1.2,17,Android,SID50001944
CUST1001945,2026-06-10,20,Surat,Axis Mobile/Open App v12.0.0,iPhone 13,3,3,12.0.0,14,iOS,SID50001945
CUST1001946,2026-05-21,40,Jaipur,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,0,24,11.2.0,19,Android,SID50001946
CUST1001947,2026-05-29,32,Bhopal,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,4,16,12.1.2,11,Android,SID50001947
CUST1001948,2026-04-05,86,Surat,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,0,4,11.2.0,10,Android,SID50001948
CUST1001949,2026-05-14,47,Patna,Axis Mobile/Open App v12.0.0,iPhone 15,0,0,12.0.0,12,iOS,SID50001949
CUST1001950,2026-06-23,7,Bhopal,Axis Mobile/Open App v12.0.0,OnePlus 11,10,10,12.0.0,14,Android,SID50001950
CUST1001951,2026-04-16,75,Chennai,Axis Mobile/Open App v11.3.1,iPhone 15,0,8,11.3.1,16,iOS,SID50001951
CUST1001952,2026-06-26,4,Nashik,Axis Mobile/Open App v11.2.0,iPhone 14,6,24,11.2.0,13,iOS,SID50001952
CUST1001953,2026-06-11,19,Mumbai,Axis Mobile/Open App v11.3.1,OnePlus 11,7,18,11.3.1,21,Android,SID50001953
CUST1001954,2026-06-17,13,Surat,Axis Mobile/Open App v12.0.0,Oppo Reno8,13,40,12.0.0,19,Android,SID50001954
CUST1001955,2026-06-20,10,Coimbatore,Axis Mobile/Open App v11.3.1,iPhone 14,5,5,11.3.1,21,iOS,SID50001955
CUST1001956,2026-06-22,8,Bengaluru,Axis Mobile/Open App v11.3.1,Vivo V27,14,32,11.3.1,21,Android,SID50001956
CUST1001957,2026-06-03,27,Coimbatore,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,2,14,11.3.1,22,Android,SID50001957
CUST1001958,2026-01-01,180,Nashik,Axis Mobile/Open App v11.3.1,iPhone 13,0,14,11.3.1,15,iOS,SID50001958
CUST1001959,2026-06-18,12,Jaipur,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,0,0,12.1.2,10,Android,SID50001959
CUST1001960,2026-06-05,25,Mumbai,Axis Mobile/Open App v11.4.0,OnePlus 11,0,18,11.4.0,10,Android,SID50001960
CUST1001961,2026-04-13,78,Pune,Axis Mobile/Open App v12.0.0,Oppo Reno8,3,11,12.0.0,21,Android,SID50001961
CUST1001962,2026-04-16,75,Ahmedabad,Axis Mobile/Open App v11.2.0,iPhone 14,0,3,11.2.0,10,iOS,SID50001962
CUST1001963,2026-05-10,51,Pune,Axis Mobile/Open App v11.3.1,iPhone 13,2,26,11.3.1,22,iOS,SID50001963
CUST1001964,2026-06-02,28,Patna,Axis Mobile/Open App v11.2.0,Redmi Note 12,28,52,11.2.0,23,Android,SID50001964
CUST1001965,2026-06-07,23,Patna,Axis Mobile/Open App v12.0.0,Vivo V27,11,40,12.0.0,18,Android,SID50001965
CUST1001966,2026-06-07,23,Lucknow,Axis Mobile/Open App v11.2.0,Redmi Note 12,2,12,11.2.0,20,Android,SID50001966
CUST1001967,2026-04-25,66,Lucknow,Axis Mobile/Open App v11.3.1,Redmi Note 12,9,36,11.3.1,15,Android,SID50001967
CUST1001968,2026-02-28,122,Delhi,Axis Mobile/Open App v12.0.0,Redmi Note 12,0,17,12.0.0,14,Android,SID50001968
CUST1001969,2026-06-17,13,Mumbai,Axis Mobile/Open App v11.3.1,Oppo Reno8,0,20,11.3.1,10,Android,SID50001969
CUST1001970,2026-06-19,11,Bhopal,Axis Mobile/Open App v12.0.0,iPhone 13,13,71,12.0.0,21,iOS,SID50001970
CUST1001971,2026-03-12,110,Lucknow,Axis Mobile/Open App v12.0.0,Oppo Reno8,3,3,12.0.0,12,Android,SID50001971
CUST1001972,2026-06-20,10,Chennai,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,22,49,12.0.0,21,Android,SID50001972
CUST1001973,2026-05-17,44,Chennai,Axis Mobile/Open App v12.1.2,Oppo Reno8,2,25,12.1.2,20,Android,SID50001973
CUST1001974,2026-05-31,30,Mumbai,Axis Mobile/Open App v11.4.0,Oppo Reno8,12,22,11.4.0,23,Android,SID50001974
CUST1001975,2026-06-11,19,Bengaluru,Axis Mobile/Open App v11.2.0,Redmi Note 12,19,52,11.2.0,23,Android,SID50001975
CUST1001976,2026-04-22,69,Indore,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,0,6,12.0.0,10,Android,SID50001976
CUST1001977,2026-06-03,27,Bhopal,Axis Mobile/Open App v11.2.0,Vivo V27,9,17,11.2.0,8,Android,SID50001977
CUST1001978,2026-06-22,8,Patna,Axis Mobile/Open App v11.3.1,Vivo V27,8,33,11.3.1,19,Android,SID50001978
CUST1001979,2026-06-25,5,Ahmedabad,Axis Mobile/Open App v12.1.2,iPhone 14,3,42,12.1.2,18,iOS,SID50001979
CUST1001980,2026-06-10,20,Hyderabad,Axis Mobile/Open App v12.1.2,Oppo Reno8,9,44,12.1.2,22,Android,SID50001980
CUST1001981,2026-06-23,7,Indore,Axis Mobile/Open App v11.2.0,iPhone 13,0,10,11.2.0,11,iOS,SID50001981
CUST1001982,2026-06-18,12,Coimbatore,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,12,30,11.4.0,23,Android,SID50001982
CUST1001983,2026-06-21,9,Ahmedabad,Axis Mobile/Open App v11.3.1,Oppo Reno8,1,19,11.3.1,10,Android,SID50001983
CUST1001984,2026-06-29,1,Pune,Axis Mobile/Open App v11.3.1,Samsung Galaxy A54,11,45,11.3.1,23,Android,SID50001984
CUST1001985,2026-04-18,73,Indore,Axis Mobile/Open App v11.3.1,OnePlus 11,3,19,11.3.1,19,Android,SID50001985
CUST1001986,2026-05-31,30,Nashik,Axis Mobile/Open App v12.1.2,iPhone 15,8,8,12.1.2,10,iOS,SID50001986
CUST1001987,2026-06-20,10,Nagpur,Axis Mobile/Open App v11.2.0,iPhone 14,0,0,11.2.0,15,iOS,SID50001987
CUST1001988,2026-03-24,98,Bhopal,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,5,44,11.2.0,13,Android,SID50001988
CUST1001989,2026-06-22,8,Bengaluru,Axis Mobile/Open App v11.4.0,OnePlus 11,25,93,11.4.0,23,Android,SID50001989
CUST1001990,2026-06-14,16,Patna,Axis Mobile/Open App v11.4.0,Oppo Reno8,17,46,11.4.0,23,Android,SID50001990
CUST1001991,2026-06-21,9,Pune,Axis Mobile/Open App v11.3.1,Redmi Note 12,2,8,11.3.1,14,Android,SID50001991
CUST1001992,2026-03-01,121,Nashik,Axis Mobile/Open App v11.2.0,iPhone 15,1,24,11.2.0,14,iOS,SID50001992
CUST1001993,2026-04-03,88,Lucknow,Axis Mobile/Open App v11.2.0,Vivo V27,4,4,11.2.0,14,Android,SID50001993
CUST1001994,2026-03-11,111,Indore,Axis Mobile/Open App v12.1.2,Redmi Note 12,2,2,12.1.2,19,Android,SID50001994
CUST1001995,2026-02-20,130,Indore,Axis Mobile/Open App v12.0.0,Vivo V27,1,19,12.0.0,9,Android,SID50001995
CUST1001996,2026-03-22,100,Surat,Axis Mobile/Open App v11.2.0,Vivo V27,0,10,11.2.0,13,Android,SID50001996
CUST1001997,2026-06-29,1,Chennai,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,20,68,11.2.0,23,Android,SID50001997
CUST1001998,2026-06-28,2,Patna,Axis Mobile/Open App v12.0.0,Oppo Reno8,8,8,12.0.0,17,Android,SID50001998
CUST1001999,2026-02-26,124,Nagpur,Axis Mobile/Open App v11.4.0,iPhone 15,0,2,11.4.0,13,iOS,SID50001999
CUST1002000,2026-06-05,25,Bengaluru,Axis Mobile/Open App v11.2.0,Redmi Note 12,14,39,11.2.0,15,Android,SID50002000
CUST1002001,2026-04-20,71,Chennai,Axis Mobile/Open App v11.3.1,Redmi Note 12,2,38,11.3.1,16,Android,SID50002001
CUST1002002,2026-06-25,5,Surat,Axis Mobile/Open App v11.4.0,iPhone 15,5,38,11.4.0,15,iOS,SID50002002
CUST1002003,2026-06-14,16,Bengaluru,Axis Mobile/Open App v11.4.0,Redmi Note 12,8,17,11.4.0,22,Android,SID50002003
CUST1002004,2026-04-14,77,Nagpur,Axis Mobile/Open App v11.4.0,Redmi Note 12,0,18,11.4.0,16,Android,SID50002004
CUST1002005,2026-06-26,4,Pune,Axis Mobile/Open App v11.3.1,Vivo V27,3,10,11.3.1,20,Android,SID50002005
CUST1002006,2026-06-07,23,Nagpur,Axis Mobile/Open App v11.3.1,iPhone 13,16,27,11.3.1,17,iOS,SID50002006
CUST1002007,2026-06-13,17,Jaipur,Axis Mobile/Open App v12.1.2,Redmi Note 12,1,11,12.1.2,12,Android,SID50002007
CUST1002008,2026-06-14,16,Nashik,Axis Mobile/Open App v11.3.1,Oppo Reno8,28,51,11.3.1,14,Android,SID50002008
CUST1002009,2026-06-20,10,Nashik,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,6,38,11.2.0,16,Android,SID50002009
CUST1002010,2026-05-16,45,Coimbatore,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,8,15,12.1.2,17,Android,SID50002010
CUST1002011,2026-06-13,17,Coimbatore,Axis Mobile/Open App v11.2.0,Redmi Note 12,10,34,11.2.0,13,Android,SID50002011
CUST1002012,2026-06-02,28,Lucknow,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,6,8,11.2.0,18,Android,SID50002012
CUST1002013,2026-05-19,42,Pune,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,3,8,12.1.2,15,Android,SID50002013
CUST1002014,2026-04-29,62,Surat,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,3,3,11.2.0,23,Android,SID50002014
CUST1002015,2026-03-18,104,Patna,Axis Mobile/Open App v12.0.0,iPhone 13,0,24,12.0.0,20,iOS,SID50002015
CUST1002016,2026-06-24,6,Hyderabad,Axis Mobile/Open App v11.2.0,OnePlus 11,4,49,11.2.0,23,Android,SID50002016
CUST1002017,2026-04-22,69,Lucknow,Axis Mobile/Open App v11.4.0,Vivo V27,3,34,11.4.0,15,Android,SID50002017
CUST1002018,2026-06-26,4,Hyderabad,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,9,23,11.2.0,10,Android,SID50002018
CUST1002019,2026-06-23,7,Nashik,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,26,55,12.0.0,13,Android,SID50002019
CUST1002020,2026-05-23,38,Coimbatore,Axis Mobile/Open App v11.2.0,iPhone 14,0,13,11.2.0,15,iOS,SID50002020
CUST1002021,2026-05-23,38,Patna,Axis Mobile/Open App v11.4.0,Redmi Note 12,0,6,11.4.0,20,Android,SID50002021
CUST1002022,2026-05-23,38,Jaipur,Axis Mobile/Open App v11.2.0,Oppo Reno8,4,4,11.2.0,23,Android,SID50002022
CUST1002023,2026-06-29,1,Nagpur,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,9,9,11.4.0,10,Android,SID50002023
CUST1002024,2026-06-12,18,Coimbatore,Axis Mobile/Open App v11.2.0,iPhone 14,15,27,11.2.0,16,iOS,SID50002024
CUST1002025,2026-06-30,0,Pune,Axis Mobile/Open App v11.4.0,iPhone 14,11,32,11.4.0,16,iOS,SID50002025
CUST1002026,2026-06-05,25,Patna,Axis Mobile/Open App v12.0.0,iPhone 13,12,46,12.0.0,11,iOS,SID50002026
CUST1002027,2026-04-28,63,Lucknow,Axis Mobile/Open App v11.3.1,Vivo V27,2,5,11.3.1,15,Android,SID50002027
CUST1002028,2026-05-24,37,Coimbatore,Axis Mobile/Open App v12.0.0,iPhone 15,3,17,12.0.0,17,iOS,SID50002028
CUST1002029,2026-05-11,50,Hyderabad,Axis Mobile/Open App v11.3.1,iPhone 15,3,24,11.3.1,17,iOS,SID50002029
CUST1002030,2026-06-08,22,Bhopal,Axis Mobile/Open App v11.2.0,iPhone 13,18,50,11.2.0,17,iOS,SID50002030
CUST1002031,2026-06-18,12,Lucknow,Axis Mobile/Open App v11.3.1,iPhone 14,3,12,11.3.1,12,iOS,SID50002031
CUST1002032,2026-06-08,22,Bhopal,Axis Mobile/Open App v12.0.0,iPhone 13,15,47,12.0.0,22,iOS,SID50002032
CUST1002033,2026-05-27,34,Ahmedabad,Axis Mobile/Open App v12.1.2,Redmi Note 12,8,37,12.1.2,16,Android,SID50002033
CUST1002034,2026-05-06,55,Ahmedabad,Axis Mobile/Open App v12.0.0,Redmi Note 12,4,28,12.0.0,13,Android,SID50002034
CUST1002035,2026-06-22,8,Hyderabad,Axis Mobile/Open App v12.0.0,iPhone 14,24,32,12.0.0,21,iOS,SID50002035
CUST1002036,2026-01-01,180,Jaipur,Axis Mobile/Open App v12.0.0,iPhone 15,0,18,12.0.0,18,iOS,SID50002036
CUST1002037,2026-06-16,14,Ahmedabad,Axis Mobile/Open App v11.4.0,iPhone 13,10,33,11.4.0,13,iOS,SID50002037
CUST1002038,2026-06-07,23,Indore,Axis Mobile/Open App v12.0.0,iPhone 15,0,13,12.0.0,15,iOS,SID50002038
CUST1002039,2026-05-18,43,Pune,Axis Mobile/Open App v11.4.0,iPhone 13,3,15,11.4.0,12,iOS,SID50002039
CUST1002040,2026-05-09,52,Delhi,Axis Mobile/Open App v11.2.0,iPhone 15,1,1,11.2.0,11,iOS,SID50002040
CUST1002041,2026-05-02,59,Surat,Axis Mobile/Open App v11.4.0,Redmi Note 12,0,6,11.4.0,9,Android,SID50002041
CUST1002042,2026-06-02,28,Bhopal,Axis Mobile/Open App v12.1.2,Redmi Note 12,23,53,12.1.2,17,Android,SID50002042
CUST1002043,2026-05-10,51,Bhopal,Axis Mobile/Open App v11.2.0,iPhone 15,0,16,11.2.0,15,iOS,SID50002043
CUST1002044,2026-06-30,0,Bengaluru,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,2,2,11.4.0,23,Android,SID50002044
CUST1002045,2026-02-04,146,Lucknow,Axis Mobile/Open App v11.2.0,Redmi Note 12,0,0,11.2.0,14,Android,SID50002045
CUST1002046,2026-05-03,58,Jaipur,Axis Mobile/Open App v11.2.0,iPhone 14,0,0,11.2.0,15,iOS,SID50002046
CUST1002047,2026-06-06,24,Surat,Axis Mobile/Open App v11.3.1,OnePlus 11,16,41,11.3.1,23,Android,SID50002047
CUST1002048,2026-05-08,53,Hyderabad,Axis Mobile/Open App v11.4.0,Vivo V27,0,22,11.4.0,20,Android,SID50002048
CUST1002049,2026-06-11,19,Bhopal,Axis Mobile/Open App v11.3.1,iPhone 14,7,14,11.3.1,4,iOS,SID50002049
CUST1002050,2026-06-18,12,Mumbai,Axis Mobile/Open App v11.4.0,iPhone 15,0,9,11.4.0,17,iOS,SID50002050
CUST1002051,2026-06-07,23,Lucknow,Axis Mobile/Open App v11.4.0,iPhone 14,1,16,11.4.0,12,iOS,SID50002051
CUST1002052,2026-06-23,7,Indore,Axis Mobile/Open App v11.4.0,Redmi Note 12,13,41,11.4.0,20,Android,SID50002052
CUST1002053,2026-06-17,13,Chennai,Axis Mobile/Open App v11.2.0,OnePlus 11,13,26,11.2.0,18,Android,SID50002053
CUST1002054,2026-05-20,41,Ahmedabad,Axis Mobile/Open App v12.1.2,Oppo Reno8,1,46,12.1.2,19,Android,SID50002054
CUST1002055,2026-05-12,49,Nashik,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,3,9,12.0.0,11,Android,SID50002055
CUST1002056,2026-06-15,15,Bengaluru,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,0,10,12.0.0,8,Android,SID50002056
CUST1002057,2026-03-11,111,Nagpur,Axis Mobile/Open App v11.2.0,Vivo V27,2,21,11.2.0,13,Android,SID50002057
CUST1002058,2026-06-07,23,Nagpur,Axis Mobile/Open App v11.3.1,Vivo V27,4,38,11.3.1,13,Android,SID50002058
CUST1002059,2026-02-27,123,Lucknow,Axis Mobile/Open App v11.4.0,iPhone 13,2,21,11.4.0,11,iOS,SID50002059
CUST1002060,2026-06-20,10,Lucknow,Axis Mobile/Open App v12.0.0,OnePlus 11,22,45,12.0.0,14,Android,SID50002060
CUST1002061,2026-06-12,18,Surat,Axis Mobile/Open App v11.2.0,Vivo V27,4,8,11.2.0,11,Android,SID50002061
CUST1002062,2026-06-25,5,Lucknow,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,13,42,11.4.0,22,Android,SID50002062
CUST1002063,2026-05-19,42,Chennai,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,7,59,12.1.2,20,Android,SID50002063
CUST1002064,2026-06-07,23,Jaipur,Axis Mobile/Open App v12.1.2,OnePlus 11,11,15,12.1.2,17,Android,SID50002064
CUST1002065,2026-06-21,9,Bengaluru,Axis Mobile/Open App v11.3.1,iPhone 15,24,32,11.3.1,12,iOS,SID50002065
CUST1002066,2026-06-30,0,Chennai,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,7,60,11.3.1,17,Android,SID50002066
CUST1002067,2026-06-23,7,Bhopal,Axis Mobile/Open App v11.4.0,iPhone 15,6,6,11.4.0,15,iOS,SID50002067
CUST1002068,2026-05-28,33,Coimbatore,Axis Mobile/Open App v11.3.1,Vivo V27,4,22,11.3.1,11,Android,SID50002068
CUST1002069,2026-06-06,24,Surat,Axis Mobile/Open App v11.3.1,Oppo Reno8,8,31,11.3.1,21,Android,SID50002069
CUST1002070,2026-05-21,40,Ahmedabad,Axis Mobile/Open App v11.2.0,iPhone 15,2,11,11.2.0,13,iOS,SID50002070
CUST1002071,2026-05-20,41,Lucknow,Axis Mobile/Open App v11.3.1,iPhone 14,3,32,11.3.1,22,iOS,SID50002071
CUST1002072,2026-06-29,1,Chennai,Axis Mobile/Open App v11.3.1,iPhone 15,9,45,11.3.1,19,iOS,SID50002072
CUST1002073,2026-06-19,11,Bhopal,Axis Mobile/Open App v11.3.1,iPhone 13,11,17,11.3.1,17,iOS,SID50002073
CUST1002074,2026-06-25,5,Mumbai,Axis Mobile/Open App v11.4.0,Vivo V27,14,21,11.4.0,16,Android,SID50002074
CUST1002075,2026-06-16,14,Indore,Axis Mobile/Open App v11.2.0,Oppo Reno8,7,28,11.2.0,21,Android,SID50002075
CUST1002076,2026-05-18,43,Lucknow,Axis Mobile/Open App v12.0.0,iPhone 15,0,4,12.0.0,18,iOS,SID50002076
CUST1002077,2026-06-27,3,Patna,Axis Mobile/Open App v11.4.0,iPhone 14,3,3,11.4.0,20,iOS,SID50002077
CUST1002078,2026-06-30,0,Bengaluru,Axis Mobile/Open App v12.0.0,iPhone 15,3,30,12.0.0,19,iOS,SID50002078
CUST1002079,2026-03-30,92,Mumbai,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,0,10,11.4.0,18,Android,SID50002079
CUST1002080,2026-01-18,163,Bengaluru,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,6,6,12.1.2,14,Android,SID50002080
CUST1002081,2026-06-01,29,Jaipur,Axis Mobile/Open App v11.3.1,iPhone 15,5,35,11.3.1,18,iOS,SID50002081
CUST1002082,2026-05-30,31,Pune,Axis Mobile/Open App v12.0.0,iPhone 14,0,3,12.0.0,21,iOS,SID50002082
CUST1002083,2026-05-13,48,Indore,Axis Mobile/Open App v12.0.0,Redmi Note 12,0,4,12.0.0,14,Android,SID50002083
CUST1002084,2026-05-12,49,Surat,Axis Mobile/Open App v11.2.0,iPhone 15,5,40,11.2.0,23,iOS,SID50002084
CUST1002085,2026-06-16,14,Chennai,Axis Mobile/Open App v11.2.0,iPhone 15,20,47,11.2.0,19,iOS,SID50002085
CUST1002086,2026-05-30,31,Pune,Axis Mobile/Open App v11.3.1,iPhone 15,4,18,11.3.1,15,iOS,SID50002086
CUST1002087,2026-06-14,16,Ahmedabad,Axis Mobile/Open App v11.3.1,iPhone 14,7,25,11.3.1,23,iOS,SID50002087
CUST1002088,2026-06-14,16,Surat,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,0,13,11.4.0,22,Android,SID50002088
CUST1002089,2026-04-03,88,Lucknow,Axis Mobile/Open App v11.3.1,OnePlus 11,0,16,11.3.1,16,Android,SID50002089
CUST1002090,2026-06-29,1,Bengaluru,Axis Mobile/Open App v12.0.0,OnePlus 11,9,22,12.0.0,16,Android,SID50002090
CUST1002091,2026-05-25,36,Jaipur,Axis Mobile/Open App v11.3.1,Vivo V27,4,35,11.3.1,9,Android,SID50002091
CUST1002092,2026-06-22,8,Indore,Axis Mobile/Open App v11.2.0,Redmi Note 12,5,33,11.2.0,6,Android,SID50002092
CUST1002093,2026-06-24,6,Nagpur,Axis Mobile/Open App v11.4.0,iPhone 14,0,10,11.4.0,12,iOS,SID50002093
CUST1002094,2026-01-01,180,Chennai,Axis Mobile/Open App v12.1.2,OnePlus 11,1,8,12.1.2,10,Android,SID50002094
CUST1002095,2026-06-22,8,Bengaluru,Axis Mobile/Open App v11.2.0,iPhone 15,1,1,11.2.0,12,iOS,SID50002095
CUST1002096,2026-04-15,76,Pune,Axis Mobile/Open App v11.3.1,OnePlus 11,0,0,11.3.1,10,Android,SID50002096
CUST1002097,2026-04-26,65,Lucknow,Axis Mobile/Open App v12.1.2,Vivo V27,3,3,12.1.2,13,Android,SID50002097
CUST1002098,2026-03-27,95,Pune,Axis Mobile/Open App v12.0.0,iPhone 15,0,11,12.0.0,19,iOS,SID50002098
CUST1002099,2026-01-01,180,Mumbai,Axis Mobile/Open App v12.0.0,iPhone 13,0,20,12.0.0,17,iOS,SID50002099
CUST1002100,2026-05-18,43,Jaipur,Axis Mobile/Open App v12.0.0,OnePlus 11,4,29,12.0.0,17,Android,SID50002100
CUST1002101,2026-06-26,4,Coimbatore,Axis Mobile/Open App v12.0.0,Oppo Reno8,8,33,12.0.0,18,Android,SID50002101
CUST1002102,2026-06-21,9,Patna,Axis Mobile/Open App v12.0.0,OnePlus 11,10,38,12.0.0,16,Android,SID50002102
CUST1002103,2026-06-18,12,Chennai,Axis Mobile/Open App v12.0.0,iPhone 14,7,33,12.0.0,23,iOS,SID50002103
CUST1002104,2026-04-05,86,Jaipur,Axis Mobile/Open App v11.2.0,iPhone 14,0,20,11.2.0,22,iOS,SID50002104
CUST1002105,2026-01-01,180,Ahmedabad,Axis Mobile/Open App v11.4.0,iPhone 14,5,45,11.4.0,20,iOS,SID50002105
CUST1002106,2026-04-16,75,Bhopal,Axis Mobile/Open App v12.0.0,Oppo Reno8,7,11,12.0.0,15,Android,SID50002106
CUST1002107,2026-01-01,180,Indore,Axis Mobile/Open App v11.4.0,Oppo Reno8,0,17,11.4.0,9,Android,SID50002107
CUST1002108,2026-01-01,180,Ahmedabad,Axis Mobile/Open App v12.0.0,iPhone 15,0,20,12.0.0,14,iOS,SID50002108
CUST1002109,2026-06-18,12,Delhi,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,9,12,12.1.2,18,Android,SID50002109
CUST1002110,2026-06-27,3,Jaipur,Axis Mobile/Open App v12.0.0,iPhone 14,5,7,12.0.0,14,iOS,SID50002110
CUST1002111,2026-06-25,5,Coimbatore,Axis Mobile/Open App v11.3.1,iPhone 13,12,40,11.3.1,16,iOS,SID50002111
CUST1002112,2026-06-20,10,Lucknow,Axis Mobile/Open App v12.1.2,iPhone 15,24,64,12.1.2,18,iOS,SID50002112
CUST1002113,2026-05-04,57,Bhopal,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,0,16,11.2.0,7,Android,SID50002113
CUST1002114,2026-04-02,89,Delhi,Axis Mobile/Open App v11.3.1,iPhone 13,2,7,11.3.1,17,iOS,SID50002114
CUST1002115,2026-06-18,12,Bengaluru,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,13,13,11.3.1,17,Android,SID50002115
CUST1002116,2026-05-09,52,Lucknow,Axis Mobile/Open App v11.3.1,iPhone 14,9,16,11.3.1,18,iOS,SID50002116
CUST1002117,2026-05-20,41,Nagpur,Axis Mobile/Open App v11.3.1,iPhone 13,0,11,11.3.1,12,iOS,SID50002117
CUST1002118,2026-04-16,75,Chennai,Axis Mobile/Open App v11.3.1,iPhone 14,1,4,11.3.1,23,iOS,SID50002118
CUST1002119,2026-04-14,77,Nagpur,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,1,1,12.0.0,12,Android,SID50002119
CUST1002120,2026-06-02,28,Patna,Axis Mobile/Open App v11.2.0,Vivo V27,14,32,11.2.0,11,Android,SID50002120
CUST1002121,2026-04-18,73,Lucknow,Axis Mobile/Open App v11.4.0,Oppo Reno8,1,27,11.4.0,23,Android,SID50002121
CUST1002122,2026-04-17,74,Nashik,Axis Mobile/Open App v11.4.0,Samsung Galaxy S23,0,9,11.4.0,13,Android,SID50002122
CUST1002123,2026-04-03,88,Patna,Axis Mobile/Open App v11.3.1,Samsung Galaxy A54,0,10,11.3.1,14,Android,SID50002123
CUST1002124,2026-04-17,74,Nashik,Axis Mobile/Open App v11.2.0,Oppo Reno8,1,12,11.2.0,13,Android,SID50002124
CUST1002125,2026-05-14,47,Ahmedabad,Axis Mobile/Open App v11.3.1,OnePlus 11,1,23,11.3.1,11,Android,SID50002125
CUST1002126,2026-06-04,26,Bengaluru,Axis Mobile/Open App v11.4.0,Vivo V27,10,33,11.4.0,23,Android,SID50002126
CUST1002127,2026-03-20,102,Mumbai,Axis Mobile/Open App v11.2.0,Redmi Note 12,0,16,11.2.0,13,Android,SID50002127
CUST1002128,2026-06-04,26,Jaipur,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,26,72,11.2.0,17,Android,SID50002128
CUST1002129,2026-06-09,21,Mumbai,Axis Mobile/Open App v11.4.0,Oppo Reno8,17,46,11.4.0,16,Android,SID50002129
CUST1002130,2026-05-14,47,Lucknow,Axis Mobile/Open App v12.0.0,iPhone 15,3,15,12.0.0,9,iOS,SID50002130
CUST1002131,2026-06-05,25,Pune,Axis Mobile/Open App v11.2.0,iPhone 13,6,26,11.2.0,18,iOS,SID50002131
CUST1002132,2026-05-24,37,Chennai,Axis Mobile/Open App v12.1.2,OnePlus 11,0,22,12.1.2,17,Android,SID50002132
CUST1002133,2026-05-30,31,Bengaluru,Axis Mobile/Open App v11.3.1,iPhone 14,4,17,11.3.1,15,iOS,SID50002133
CUST1002134,2026-06-28,2,Chennai,Axis Mobile/Open App v11.3.1,OnePlus 11,11,14,11.3.1,14,Android,SID50002134
CUST1002135,2026-06-13,17,Delhi,Axis Mobile/Open App v11.3.1,iPhone 14,8,24,11.3.1,15,iOS,SID50002135
CUST1002136,2026-05-09,52,Ahmedabad,Axis Mobile/Open App v11.3.1,Oppo Reno8,6,32,11.3.1,22,Android,SID50002136
CUST1002137,2026-06-21,9,Chennai,Axis Mobile/Open App v11.4.0,iPhone 15,14,24,11.4.0,21,iOS,SID50002137
CUST1002138,2026-06-07,23,Delhi,Axis Mobile/Open App v12.0.0,iPhone 15,4,28,12.0.0,2,iOS,SID50002138
