Customer ID,Month period,product_code,click_count,avg_funnel_depth,max_funnel_depth,total_time_on_page_seconds,cta_click_count,application_started_count,booking_completed_count,product_shown_before_count
CUST1002078,2026-06,HL,1,5.0,5,248,1,1,0,0
CUST1002078,2026-06,RD,1,2.0,2,322,1,0,0,1
CUST1002079,2026-06,MF,2,4.0,4,524,2,2,0,2
CUST1002079,2026-06,PL,1,1.0,1,170,0,0,0,0
CUST1002080,2026-06,RD,1,3.0,3,402,1,1,0,1
CUST1002081,2026-06,CC,1,5.0,5,338,1,1,0,0
CUST1002081,2026-06,PL,2,2.5,3,433,2,1,0,2
CUST1002081,2026-06,RD,1,1.0,1,329,0,0,0,1
CUST1002081,2026-06,SA,1,1.0,1,313,0,0,0,0
CUST1002082,2026-06,CC,1,3.0,3,185,1,1,0,1
CUST1002082,2026-06,RD,1,2.0,2,113,1,0,0,0
CUST1002084,2026-06,CC,1,3.0,3,277,1,1,0,0
CUST1002084,2026-06,MF,1,3.0,3,462,1,1,0,1
CUST1002084,2026-06,PL,2,2.5,3,440,2,1,0,0
CUST1002085,2026-06,CC,1,4.0,4,403,1,1,0,0
CUST1002085,2026-06,PL,1,3.0,3,153,1,1,0,1
CUST1002086,2026-06,PL,2,2.5,3,469,2,1,0,0
CUST1002086,2026-06,RD,1,3.0,3,392,1,1,0,1
CUST1002087,2026-06,HL,1,2.0,2,177,1,0,0,1
CUST1002088,2026-06,CC,1,2.0,2,364,1,0,0,1
CUST1002089,2026-06,MF,1,4.0,4,341,1,1,0,0
CUST1002090,2026-06,MF,1,1.0,1,280,0,0,0,0
CUST1002090,2026-06,SA,2,2.5,3,87,2,1,0,2
CUST1002091,2026-06,MF,1,3.0,3,424,1,1,0,0
CUST1002091,2026-06,PL,1,3.0,3,199,1,1,0,0
CUST1002091,2026-06,SA,1,1.0,1,235,0,0,0,0
CUST1002092,2026-06,RD,1,2.0,2,319,1,0,0,0
CUST1002093,2026-06,CC,1,3.0,3,317,1,1,0,0
CUST1002093,2026-06,HL,2,2.5,3,466,2,1,0,0
CUST1002094,2026-06,PL,2,2.0,2,434,2,0,0,1
CUST1002096,2026-06,HL,1,4.0,4,329,1,1,0,0
CUST1002097,2026-06,MF,1,2.0,2,283,1,0,0,1
CUST1002097,2026-06,PL,1,4.0,4,279,1,1,0,1
CUST1002098,2026-06,CC,1,3.0,3,224,1,1,0,0
CUST1002098,2026-06,SA,1,1.0,1,288,0,0,0,0
CUST1002099,2026-06,MF,2,3.5,4,575,2,2,0,0
CUST1002100,2026-06,MF,1,2.0,2,301,1,0,0,0
CUST1002101,2026-06,CC,1,5.0,5,192,1,1,0,0
CUST1002102,2026-06,CC,1,4.0,4,116,1,1,0,0
CUST1002102,2026-06,HL,1,1.0,1,229,0,0,0,1
CUST1002102,2026-06,PL,1,3.0,3,449,1,1,0,1
CUST1002103,2026-06,CC,2,3.0,4,494,2,1,0,0
CUST1002103,2026-06,RD,3,2.6666666666666665,4,678,3,1,0,3
CUST1002104,2026-06,HL,2,2.0,3,462,2,1,0,2
CUST1002104,2026-06,PL,1,4.0,4,465,1,1,0,0
CUST1002105,2026-06,SA,1,1.0,1,173,0,0,0,0
CUST1002106,2026-06,PL,3,2.6666666666666665,4,692,3,1,0,0
CUST1002107,2026-06,CC,2,2.0,3,448,1,1,0,0
CUST1002107,2026-06,PL,1,1.0,1,254,1,0,0,0
CUST1002107,2026-06,RD,1,1.0,1,232,0,0,0,0
CUST1002108,2026-06,PL,1,3.0,3,412,1,1,0,0
CUST1002109,2026-06,CC,1,4.0,4,120,1,1,0,0
CUST1002109,2026-06,MF,1,1.0,1,349,0,0,0,0
CUST1002109,2026-06,RD,1,2.0,2,186,1,0,0,0
CUST1002110,2026-06,RD,1,1.0,1,304,1,0,0,1
CUST1002111,2026-06,CC,1,5.0,5,344,1,1,0,1
CUST1002111,2026-06,HL,1,3.0,3,291,1,1,0,0
CUST1002111,2026-06,MF,2,2.5,3,351,2,1,0,1
CUST1002111,2026-06,PL,1,2.0,2,346,1,0,0,0
CUST1002111,2026-06,SA,1,2.0,2,320,1,0,0,0
CUST1002112,2026-06,CC,1,3.0,3,337,1,1,0,0
CUST1002112,2026-06,HL,1,4.0,4,136,1,1,0,0
CUST1002113,2026-06,MF,1,2.0,2,165,1,0,0,0
CUST1002114,2026-06,PL,1,3.0,3,436,1,1,0,0
CUST1002115,2026-06,CC,1,2.0,2,164,1,0,0,0
CUST1002115,2026-06,MF,1,3.0,3,140,1,1,0,0
CUST1002115,2026-06,PL,1,4.0,4,542,1,1,0,0
CUST1002116,2026-06,CC,1,1.0,1,198,0,0,0,0
CUST1002116,2026-06,MF,1,3.0,3,185,1,1,0,1
CUST1002116,2026-06,PL,1,3.0,3,252,1,1,0,0
CUST1002116,2026-06,RD,1,2.0,2,307,1,0,0,0
CUST1002117,2026-06,HL,1,4.0,4,381,1,1,0,1
CUST1002118,2026-06,PL,1,2.0,2,321,1,0,0,1
CUST1002119,2026-06,MF,1,4.0,4,152,1,1,0,0
CUST1002119,2026-06,RD,1,4.0,4,311,1,1,0,0
CUST1002120,2026-06,RD,1,2.0,2,181,1,0,0,0
CUST1002121,2026-06,CC,1,3.0,3,242,1,1,0,0
CUST1002121,2026-06,HL,1,5.0,5,463,1,1,0,0
CUST1002121,2026-06,PL,1,4.0,4,280,1,1,0,1
CUST1002121,2026-06,RD,1,2.0,2,221,1,0,0,0
CUST1002122,2026-06,MF,1,2.0,2,377,1,0,0,1
CUST1002122,2026-06,RD,1,3.0,3,305,1,1,0,0
CUST1002123,2026-06,HL,1,3.0,3,333,1,1,0,0
CUST1002123,2026-06,PL,1,1.0,1,248,0,0,0,1
CUST1002125,2026-06,CC,1,4.0,4,171,1,1,0,0
CUST1002125,2026-06,HL,1,4.0,4,329,1,1,0,1
CUST1002125,2026-06,MF,1,2.0,2,62,1,0,0,0
CUST1002126,2026-06,MF,1,2.0,2,355,1,0,0,1
CUST1002128,2026-06,CC,1,2.0,2,109,1,0,0,1
CUST1002128,2026-06,PL,2,2.0,2,249,2,0,0,1
CUST1002129,2026-06,CC,2,3.5,4,877,2,2,0,2
CUST1002129,2026-06,MF,1,1.0,1,154,1,0,0,1
CUST1002131,2026-06,HL,1,1.0,1,314,0,0,0,0
CUST1002131,2026-06,PL,1,2.0,2,122,1,0,0,1
CUST1002131,2026-06,RD,1,3.0,3,274,1,1,0,0
CUST1002132,2026-06,CC,1,3.0,3,439,1,1,0,1
CUST1002133,2026-06,HL,1,3.0,3,269,1,1,0,0
CUST1002133,2026-06,SA,1,1.0,1,294,0,0,0,0
CUST1002134,2026-06,MF,1,4.0,4,61,1,1,0,1
CUST1002134,2026-06,RD,1,4.0,4,49,1,1,0,0
CUST1002135,2026-06,HL,1,2.0,2,234,1,0,0,1
CUST1002136,2026-06,RD,1,1.0,1,256,0,0,0,0
CUST1002137,2026-06,CC,1,4.0,4,160,1,1,0,0
CUST1002137,2026-06,RD,1,3.0,3,230,1,1,0,0
CUST1002138,2026-06,MF,2,2.0,2,380,2,0,0,0
CUST1002138,2026-06,SA,1,3.0,3,188,1,1,0,1
CUST1002139,2026-06,MF,1,2.0,2,164,1,0,0,0
CUST1002139,2026-06,RD,3,2.0,3,337,2,1,0,0
CUST1002140,2026-06,MF,1,1.0,1,51,0,0,0,1
CUST1002141,2026-06,CC,1,3.0,3,239,1,1,0,0
CUST1002141,2026-06,RD,1,1.0,1,181,0,0,0,0
CUST1002142,2026-06,CC,2,4.0,4,802,2,2,0,1
CUST1002142,2026-06,MF,3,3.3333333333333335,4,694,3,2,0,3
CUST1002143,2026-06,MF,1,4.0,4,413,1,1,0,0
CUST1002145,2026-06,CC,1,3.0,3,208,1,1,0,0
CUST1002145,2026-06,RD,1,2.0,2,386,1,0,0,0
CUST1002146,2026-06,HL,1,3.0,3,334,1,1,0,1
CUST1002146,2026-06,MF,1,5.0,5,352,1,1,0,0
CUST1002149,2026-06,CC,2,2.5,3,481,2,1,0,1
CUST1002149,2026-06,HL,1,2.0,2,151,1,0,0,0
CUST1002149,2026-06,MF,2,3.0,3,485,2,2,0,2
CUST1002150,2026-06,HL,1,2.0,2,238,1,0,0,0
CUST1002150,2026-06,PL,1,3.0,3,174,1,1,0,0
CUST1002151,2026-06,HL,1,1.0,1,166,0,0,0,1
CUST1002152,2026-06,MF,1,3.0,3,96,1,1,0,0
CUST1002154,2026-06,HL,1,2.0,2,213,1,0,0,0
CUST1002154,2026-06,MF,1,2.0,2,234,1,0,0,0
CUST1002154,2026-06,RD,2,2.0,3,505,1,1,0,0
CUST1002155,2026-06,CC,1,2.0,2,205,1,0,0,1
CUST1002155,2026-06,MF,1,2.0,2,229,1,0,0,1
CUST1002155,2026-06,PL,1,3.0,3,355,1,1,0,0
CUST1002156,2026-06,CC,1,2.0,2,202,1,0,0,1
CUST1002156,2026-06,HL,2,2.0,2,250,2,0,0,0
CUST1002156,2026-06,PL,1,3.0,3,416,1,1,0,0
CUST1002156,2026-06,RD,1,3.0,3,155,1,1,0,1
CUST1002157,2026-06,HL,1,1.0,1,112,0,0,0,0
CUST1002157,2026-06,SA,1,3.0,3,216,1,1,0,0
CUST1002159,2026-06,CC,1,3.0,3,153,1,1,0,0
CUST1002159,2026-06,HL,1,2.0,2,324,1,0,0,0
CUST1002160,2026-06,HL,2,1.5,2,307,1,0,0,1
CUST1002160,2026-06,MF,1,1.0,1,182,0,0,0,0
CUST1002160,2026-06,SA,2,4.5,5,697,2,2,0,0
CUST1002161,2026-06,RD,2,2.0,3,606,1,1,0,0
CUST1002161,2026-06,SA,1,2.0,2,311,1,0,0,1
CUST1002163,2026-06,SA,1,2.0,2,160,1,0,0,1
CUST1002164,2026-06,CC,1,5.0,5,281,1,1,0,0
CUST1002164,2026-06,PL,3,2.0,3,527,2,1,0,3
CUST1002165,2026-06,HL,1,1.0,1,175,0,0,0,0
CUST1002165,2026-06,MF,1,4.0,4,283,1,1,0,0
CUST1002165,2026-06,PL,1,1.0,1,283,0,0,0,1
CUST1002167,2026-06,PL,1,3.0,3,360,1,1,0,0
CUST1002168,2026-06,HL,1,1.0,1,104,0,0,0,0
CUST1002169,2026-06,HL,1,2.0,2,236,1,0,0,1
CUST1002169,2026-06,PL,1,2.0,2,127,1,0,0,0
CUST1002170,2026-06,HL,1,1.0,1,129,0,0,0,0
CUST1002170,2026-06,MF,1,5.0,5,315,1,1,0,1
CUST1002171,2026-06,RD,1,2.0,2,286,1,0,0,1
CUST1002172,2026-06,HL,1,3.0,3,283,1,1,0,0
CUST1002172,2026-06,SA,1,1.0,1,240,0,0,0,0
CUST1002173,2026-06,HL,1,2.0,2,293,1,0,0,0
CUST1002173,2026-06,RD,1,3.0,3,243,1,1,0,0
CUST1002174,2026-06,HL,1,3.0,3,298,1,1,0,1
CUST1002174,2026-06,MF,1,4.0,4,432,1,1,0,0
CUST1002174,2026-06,PL,1,2.0,2,419,1,0,0,1
CUST1002175,2026-06,CC,1,3.0,3,388,1,1,0,0
CUST1002175,2026-06,HL,1,3.0,3,225,1,1,0,0
CUST1002176,2026-06,CC,1,4.0,4,284,1,1,0,0
CUST1002176,2026-06,MF,1,5.0,5,610,1,1,0,1
CUST1002176,2026-06,PL,2,2.0,3,618,1,1,0,2
CUST1002177,2026-06,MF,1,1.0,1,349,0,0,0,1
CUST1002178,2026-06,MF,1,1.0,1,50,1,0,0,1
CUST1002179,2026-06,RD,1,4.0,4,389,1,1,0,0
CUST1002180,2026-06,HL,1,3.0,3,506,1,1,0,0
CUST1002180,2026-06,MF,1,3.0,3,227,1,1,0,0
CUST1002180,2026-06,PL,2,2.0,2,595,2,0,0,1
CUST1002181,2026-06,CC,1,2.0,2,269,1,0,0,1
CUST1002182,2026-06,CC,2,4.5,5,855,2,2,0,1
CUST1002182,2026-06,PL,1,3.0,3,275,1,1,0,0
CUST1002182,2026-06,RD,1,4.0,4,496,1,1,0,0
CUST1002183,2026-06,HL,1,2.0,2,257,1,0,0,0
CUST1002183,2026-06,SA,2,1.5,2,400,2,0,0,2
CUST1002184,2026-06,MF,1,2.0,2,345,1,0,0,1
CUST1002184,2026-06,PL,2,4.0,4,533,2,2,0,2
CUST1002185,2026-06,CC,2,2.0,3,696,1,1,0,1
CUST1002185,2026-06,HL,1,1.0,1,220,0,0,0,0
CUST1002185,2026-06,RD,1,2.0,2,353,1,0,0,0
CUST1002185,2026-06,SA,1,3.0,3,308,1,1,0,1
CUST1002186,2026-06,CC,1,3.0,3,324,1,1,0,0
CUST1002186,2026-06,PL,1,2.0,2,159,1,0,0,0
CUST1002186,2026-06,RD,1,2.0,2,140,1,0,0,0
CUST1002187,2026-06,CC,1,3.0,3,270,1,1,0,1
CUST1002187,2026-06,SA,1,1.0,1,21,0,0,0,1
CUST1002188,2026-06,CC,1,3.0,3,128,1,1,0,0
CUST1002189,2026-06,CC,2,1.5,2,264,2,0,0,1
CUST1002189,2026-06,HL,1,2.0,2,155,1,0,0,0
CUST1002189,2026-06,MF,1,3.0,3,303,1,1,0,0
CUST1002189,2026-06,SA,1,3.0,3,225,1,1,0,0
CUST1002191,2026-06,CC,1,3.0,3,320,1,1,0,0
CUST1002191,2026-06,SA,1,3.0,3,279,1,1,0,0
CUST1002192,2026-06,HL,1,2.0,2,398,1,0,0,0
CUST1002192,2026-06,MF,1,4.0,4,409,1,1,0,1
CUST1002193,2026-06,MF,1,3.0,3,359,1,1,0,0
CUST1002194,2026-06,CC,2,3.5,4,432,2,2,0,1
CUST1002194,2026-06,HL,1,4.0,4,307,1,1,0,0
CUST1002195,2026-06,HL,2,1.5,2,654,1,0,0,0
CUST1002195,2026-06,MF,1,5.0,5,414,1,1,0,0
CUST1002195,2026-06,RD,1,1.0,1,88,0,0,0,0
CUST1002195,2026-06,SA,1,3.0,3,421,1,1,0,1
CUST1002197,2026-06,CC,1,2.0,2,126,1,0,0,0
CUST1002197,2026-06,RD,2,1.0,1,442,0,0,0,1
CUST1002197,2026-06,SA,1,2.0,2,151,1,0,0,0
CUST1002198,2026-06,PL,1,1.0,1,367,0,0,0,0
CUST1002200,2026-06,MF,1,4.0,4,409,1,1,0,0
CUST1002200,2026-06,PL,1,4.0,4,448,1,1,0,1
CUST1002200,2026-06,RD,4,4.5,6,1147,4,4,1,0
CUST1002201,2026-06,HL,1,2.0,2,424,1,0,0,0
CUST1002202,2026-06,PL,1,1.0,1,125,0,0,0,0
CUST1002203,2026-06,PL,1,4.0,4,51,1,1,0,0
CUST1002204,2026-06,HL,2,4.0,5,575,2,2,0,1
CUST1002204,2026-06,MF,1,2.0,2,168,1,0,0,0
CUST1002204,2026-06,PL,1,1.0,1,170,0,0,0,1
CUST1002205,2026-06,MF,1,4.0,4,363,1,1,0,0
CUST1002206,2026-06,HL,1,5.0,5,326,1,1,0,0
CUST1002206,2026-06,RD,1,2.0,2,167,1,0,0,0
CUST1002206,2026-06,SA,1,2.0,2,393,1,0,0,0
CUST1002207,2026-06,HL,1,1.0,1,187,0,0,0,0
CUST1002207,2026-06,SA,1,2.0,2,106,1,0,0,1
CUST1002210,2026-06,CC,1,2.0,2,237,1,0,0,0
CUST1002210,2026-06,RD,1,1.0,1,79,0,0,0,0
CUST1002211,2026-06,CC,1,4.0,4,421,1,1,0,0
CUST1002211,2026-06,HL,1,3.0,3,313,1,1,0,0
CUST1002211,2026-06,PL,1,3.0,3,435,1,1,0,0
CUST1002211,2026-06,RD,1,1.0,1,149,1,0,0,0
CUST1002212,2026-06,CC,1,5.0,5,455,1,1,0,0
CUST1002212,2026-06,MF,1,4.0,4,302,1,1,0,0
CUST1002212,2026-06,PL,1,1.0,1,283,0,0,0,0
CUST1002212,2026-06,SA,2,3.0,4,702,2,1,0,0
CUST1002213,2026-06,HL,1,5.0,5,373,1,1,0,1
CUST1002214,2026-06,SA,1,1.0,1,73,0,0,0,0
CUST1002215,2026-06,MF,1,2.0,2,379,1,0,0,1
CUST1002216,2026-06,CC,2,2.5,3,308,2,1,0,1
CUST1002216,2026-06,MF,1,3.0,3,207,1,1,0,0
CUST1002217,2026-06,SA,2,2.5,3,685,2,1,0,2
CUST1002218,2026-06,CC,2,4.0,4,807,2,2,0,0
CUST1002219,2026-06,CC,1,5.0,5,395,1,1,0,1
CUST1002220,2026-06,CC,2,4.0,5,857,2,2,0,0
CUST1002220,2026-06,PL,3,3.0,4,1153,3,2,0,0
CUST1002220,2026-06,SA,1,4.0,4,414,1,1,0,0
CUST1002221,2026-06,CC,1,3.0,3,354,1,1,0,1
CUST1002222,2026-06,HL,1,3.0,3,410,1,1,0,0
CUST1002222,2026-06,RD,1,2.0,2,97,1,0,0,1
CUST1002223,2026-06,CC,3,3.6666666666666665,5,589,3,2,0,0
CUST1002223,2026-06,MF,3,3.0,3,735,3,3,0,0
CUST1002223,2026-06,RD,1,4.0,4,177,1,1,0,0
CUST1002225,2026-06,CC,1,4.0,4,455,1,1,0,0
CUST1002225,2026-06,MF,1,4.0,4,220,1,1,0,1
CUST1002225,2026-06,RD,1,1.0,1,91,0,0,0,0
CUST1002225,2026-06,SA,2,2.5,3,208,2,1,0,1
CUST1002226,2026-06,CC,2,3.5,4,718,2,2,0,0
CUST1002226,2026-06,RD,1,3.0,3,204,1,1,0,0
CUST1002227,2026-06,HL,1,2.0,2,183,1,0,0,1
CUST1002227,2026-06,PL,1,2.0,2,161,1,0,0,0
CUST1002228,2026-06,RD,1,3.0,3,337,1,1,0,0
CUST1002229,2026-06,HL,1,3.0,3,341,1,1,0,0
CUST1002229,2026-06,RD,1,2.0,2,331,1,0,0,0
CUST1002230,2026-06,MF,1,4.0,4,206,1,1,0,0
CUST1002230,2026-06,PL,1,4.0,4,361,1,1,0,0
CUST1002231,2026-06,HL,1,3.0,3,205,1,1,0,0
CUST1002232,2026-06,MF,1,1.0,1,269,0,0,0,0
CUST1002234,2026-06,CC,3,4.333333333333333,6,866,3,3,0,1
CUST1002234,2026-06,PL,1,1.0,1,90,1,0,0,1
CUST1002234,2026-06,RD,1,3.0,3,402,1,1,0,1
CUST1002236,2026-06,CC,1,1.0,1,139,0,0,0,0
CUST1002236,2026-06,RD,1,3.0,3,112,1,1,0,1
CUST1002237,2026-06,PL,2,5.0,6,1025,2,2,0,0
CUST1002237,2026-06,RD,1,4.0,4,277,1,1,0,0
CUST1002238,2026-06,HL,1,5.0,5,600,1,1,0,0
CUST1002239,2026-06,MF,1,2.0,2,127,1,0,0,0
CUST1002239,2026-06,RD,2,4.0,5,690,2,2,0,0
CUST1002240,2026-06,MF,1,3.0,3,115,1,1,0,0
CUST1002240,2026-06,PL,1,4.0,4,136,1,1,0,1
CUST1002240,2026-06,RD,1,2.0,2,312,1,0,0,0
CUST1002243,2026-06,CC,2,2.5,3,545,2,1,0,2
CUST1002243,2026-06,PL,2,2.5,3,650,2,1,0,0
CUST1002244,2026-06,CC,1,2.0,2,264,1,0,0,0
CUST1002244,2026-06,RD,2,2.0,2,702,2,0,0,2
CUST1002246,2026-06,CC,1,5.0,5,273,1,1,0,1
CUST1002248,2026-06,PL,2,3.5,4,797,2,2,0,0
CUST1002250,2026-06,RD,1,2.0,2,257,1,0,0,0
CUST1002251,2026-06,MF,2,3.0,3,701,2,2,0,0
CUST1002251,2026-06,PL,1,2.0,2,235,1,0,0,1
CUST1002252,2026-06,HL,1,3.0,3,209,1,1,0,0
CUST1002252,2026-06,MF,1,4.0,4,381,1,1,0,0
CUST1002253,2026-06,RD,1,1.0,1,194,0,0,0,1
CUST1002254,2026-06,CC,2,3.0,3,636,2,2,0,2
CUST1002254,2026-06,HL,1,1.0,1,199,0,0,0,0
CUST1002254,2026-06,MF,1,2.0,2,252,1,0,0,0
CUST1002254,2026-06,PL,1,3.0,3,259,1,1,0,0
CUST1002255,2026-06,CC,2,1.5,2,553,2,0,0,0
CUST1002255,2026-06,HL,2,3.0,3,306,2,2,0,2
CUST1002255,2026-06,MF,1,3.0,3,141,1,1,0,0
CUST1002256,2026-06,CC,2,3.0,3,408,2,2,0,2
CUST1002256,2026-06,PL,1,1.0,1,164,0,0,0,0
CUST1002256,2026-06,SA,1,3.0,3,147,1,1,0,0
CUST1002259,2026-06,RD,1,3.0,3,383,1,1,0,0
CUST1002259,2026-06,SA,1,5.0,5,526,1,1,0,0
CUST1002260,2026-06,CC,2,3.0,4,587,2,1,0,0
CUST1002260,2026-06,RD,2,2.0,3,554,1,1,0,0
CUST1002260,2026-06,SA,1,3.0,3,261,1,1,0,1
CUST1002262,2026-06,SA,1,2.0,2,311,1,0,0,0
CUST1002263,2026-06,RD,1,3.0,3,327,1,1,0,0
CUST1002264,2026-06,MF,1,2.0,2,184,1,0,0,0
CUST1002264,2026-06,PL,1,3.0,3,328,1,1,0,0
CUST1002265,2026-06,SA,1,1.0,1,296,0,0,0,1
CUST1002266,2026-06,RD,1,2.0,2,252,1,0,0,1
CUST1002267,2026-06,CC,2,3.5,4,587,2,2,0,1
CUST1002267,2026-06,HL,2,1.5,2,245,1,0,0,0
CUST1002267,2026-06,RD,2,3.5,5,579,2,1,0,1
CUST1002268,2026-06,CC,2,4.0,4,363,2,2,0,0
CUST1002269,2026-06,CC,1,3.0,3,192,1,1,0,0
CUST1002271,2026-06,HL,2,2.5,3,366,2,1,0,0
CUST1002271,2026-06,MF,1,2.0,2,46,1,0,0,0
CUST1002273,2026-06,HL,1,4.0,4,284,1,1,0,0
CUST1002273,2026-06,PL,1,2.0,2,34,1,0,0,1
CUST1002273,2026-06,RD,1,1.0,1,136,0,0,0,1
CUST1002274,2026-06,SA,2,2.0,3,450,1,1,0,1
CUST1002275,2026-06,RD,1,1.0,1,72,0,0,0,1
CUST1002276,2026-06,HL,1,2.0,2,166,1,0,0,0
CUST1002276,2026-06,RD,2,1.5,2,397,1,0,0,2
CUST1002277,2026-06,MF,2,3.5,4,573,2,2,0,0
CUST1002278,2026-06,HL,2,4.5,6,419,2,2,0,2
CUST1002278,2026-06,MF,1,3.0,3,186,1,1,0,1
CUST1002279,2026-06,MF,1,3.0,3,168,1,1,0,0
CUST1002279,2026-06,PL,1,4.0,4,117,1,1,0,0
CUST1002281,2026-06,CC,1,3.0,3,260,1,1,0,0
CUST1002281,2026-06,SA,1,3.0,3,323,1,1,0,1
CUST1002282,2026-06,SA,1,4.0,4,205,1,1,0,0
CUST1002284,2026-06,PL,1,3.0,3,172,1,1,0,0
CUST1002285,2026-06,CC,1,4.0,4,302,1,1,0,1
CUST1002285,2026-06,HL,2,1.5,2,473,1,0,0,0
CUST1002286,2026-06,CC,1,2.0,2,230,1,0,0,0
CUST1002286,2026-06,MF,1,2.0,2,196,1,0,0,0
CUST1002286,2026-06,RD,1,5.0,5,375,1,1,0,0
CUST1002287,2026-06,HL,1,2.0,2,352,1,0,0,0
CUST1002287,2026-06,MF,1,2.0,2,211,1,0,0,0
CUST1002287,2026-06,PL,2,3.5,5,426,2,1,0,2
CUST1002288,2026-06,MF,1,3.0,3,353,1,1,0,0
CUST1002288,2026-06,PL,1,3.0,3,450,1,1,0,1
CUST1002291,2026-06,SA,2,2.5,3,380,2,1,0,0
CUST1002292,2026-06,SA,1,2.0,2,284,1,0,0,1
CUST1002293,2026-06,CC,1,3.0,3,212,1,1,0,0
CUST1002293,2026-06,HL,1,2.0,2,137,1,0,0,1
CUST1002293,2026-06,MF,1,3.0,3,208,1,1,0,0
CUST1002294,2026-06,CC,1,3.0,3,93,1,1,0,0
CUST1002294,2026-06,HL,1,2.0,2,226,1,0,0,1
CUST1002294,2026-06,RD,1,1.0,1,323,0,0,0,0
CUST1002294,2026-06,SA,1,4.0,4,274,1,1,0,0
CUST1002295,2026-06,PL,2,2.0,2,586,2,0,0,1
CUST1002295,2026-06,RD,1,4.0,4,263,1,1,0,0
CUST1002296,2026-06,HL,2,1.5,2,548,2,0,0,0
CUST1002296,2026-06,PL,1,3.0,3,459,1,1,0,0
CUST1002296,2026-06,RD,2,2.5,3,509,2,1,0,0
CUST1002297,2026-06,CC,1,3.0,3,468,1,1,0,0
CUST1002297,2026-06,MF,1,1.0,1,182,1,0,0,1
CUST1002299,2026-06,CC,1,4.0,4,330,1,1,0,1
CUST1002299,2026-06,MF,1,3.0,3,351,1,1,0,0
CUST1002299,2026-06,PL,1,3.0,3,350,1,1,0,1
CUST1002299,2026-06,RD,3,4.0,5,967,3,3,0,1
CUST1002299,2026-06,SA,2,3.5,4,810,2,2,0,2
CUST1002301,2026-06,HL,1,4.0,4,408,1,1,0,0
CUST1002302,2026-06,MF,1,1.0,1,95,0,0,0,0
CUST1002302,2026-06,SA,1,3.0,3,266,1,1,0,0
CUST1002303,2026-06,MF,1,3.0,3,155,1,1,0,0
CUST1002304,2026-06,RD,2,3.5,4,337,2,2,0,1
CUST1002305,2026-06,MF,1,4.0,4,194,1,1,0,0
CUST1002307,2026-06,MF,1,4.0,4,239,1,1,0,1
CUST1002307,2026-06,RD,1,1.0,1,336,1,0,0,1
CUST1002308,2026-06,MF,1,2.0,2,344,1,0,0,1
CUST1002309,2026-06,PL,1,5.0,5,237,1,1,0,0
CUST1002310,2026-06,CC,2,3.5,4,691,2,2,0,2
CUST1002310,2026-06,SA,1,4.0,4,276,1,1,0,1
CUST1002311,2026-06,HL,1,2.0,2,97,1,0,0,0
CUST1002311,2026-06,RD,1,1.0,1,339,0,0,0,1
CUST1002312,2026-06,CC,1,5.0,5,125,1,1,0,0
CUST1002312,2026-06,HL,1,3.0,3,235,1,1,0,1
CUST1002312,2026-06,MF,1,2.0,2,251,1,0,0,0
CUST1002312,2026-06,RD,1,2.0,2,123,1,0,0,0
CUST1002313,2026-06,MF,1,3.0,3,257,1,1,0,0
CUST1002315,2026-06,CC,1,1.0,1,70,1,0,0,0
CUST1002315,2026-06,MF,1,4.0,4,119,1,1,0,0
CUST1002316,2026-06,PL,1,1.0,1,79,1,0,0,1
CUST1002317,2026-06,HL,1,2.0,2,201,1,0,0,1
CUST1002317,2026-06,MF,1,3.0,3,379,1,1,0,0
CUST1002317,2026-06,PL,1,2.0,2,106,1,0,0,0
CUST1002317,2026-06,SA,1,2.0,2,305,1,0,0,1
CUST1002318,2026-06,MF,1,1.0,1,322,0,0,0,0
CUST1002319,2026-06,PL,1,2.0,2,216,1,0,0,0
CUST1002321,2026-06,MF,1,3.0,3,260,1,1,0,1
CUST1002322,2026-06,CC,3,3.0,5,805,2,2,0,0
CUST1002322,2026-06,HL,1,2.0,2,305,1,0,0,1
CUST1002322,2026-06,RD,1,3.0,3,328,1,1,0,1
CUST1002323,2026-06,HL,1,3.0,3,144,1,1,0,0
CUST1002323,2026-06,RD,1,4.0,4,337,1,1,0,0
CUST1002324,2026-06,CC,1,3.0,3,85,1,1,0,0
CUST1002324,2026-06,MF,1,3.0,3,314,1,1,0,0
CUST1002324,2026-06,RD,1,2.0,2,278,1,0,0,1
CUST1002325,2026-06,HL,1,3.0,3,378,1,1,0,1
CUST1002325,2026-06,PL,1,2.0,2,261,1,0,0,1
CUST1002325,2026-06,SA,1,3.0,3,473,1,1,0,1
CUST1002326,2026-06,CC,1,3.0,3,143,1,1,0,0
CUST1002326,2026-06,MF,6,3.6666666666666665,5,1610,6,5,0,6
CUST1002326,2026-06,RD,1,3.0,3,310,1,1,0,1
CUST1002327,2026-06,RD,2,2.0,3,454,1,1,0,0
CUST1002327,2026-06,SA,1,2.0,2,252,1,0,0,0
CUST1002328,2026-06,PL,1,2.0,2,366,1,0,0,1
CUST1002329,2026-06,MF,1,3.0,3,232,1,1,0,0
CUST1002329,2026-06,PL,1,2.0,2,177,1,0,0,0
CUST1002329,2026-06,RD,2,1.5,2,660,1,0,0,0
CUST1002330,2026-06,PL,1,3.0,3,363,1,1,0,0
CUST1002330,2026-06,SA,1,2.0,2,195,1,0,0,0
