Customer ID,Month period,propensity_score,product_code
CUST1013522,2026-06,0.64,PL
CUST1013523,2026-06,0.4858,PL
CUST1013524,2026-06,0.487,PL
CUST1013525,2026-06,0.5567,PL
CUST1013526,2026-06,0.4584,PL
CUST1013527,2026-06,0.398,PL
CUST1013528,2026-06,0.3262,PL
CUST1013529,2026-06,0.4197,PL
CUST1013530,2026-06,0.4195,PL
CUST1013531,2026-06,0.299,PL
CUST1013532,2026-06,0.4538,PL
CUST1013533,2026-06,0.1856,PL
CUST1013534,2026-06,0.5393,PL
CUST1013535,2026-06,0.3187,PL
CUST1013536,2026-06,0.352,PL
CUST1013537,2026-06,0.5004,PL
CUST1013538,2026-06,0.6398,PL
CUST1013539,2026-06,0.551,PL
CUST1013540,2026-06,0.2972,PL
CUST1013541,2026-06,0.4673,PL
CUST1013542,2026-06,0.3506,PL
CUST1013543,2026-06,0.4552,PL
CUST1013544,2026-06,0.355,PL
CUST1013545,2026-06,0.3841,PL
CUST1013546,2026-06,0.4031,PL
CUST1013547,2026-06,0.4717,PL
CUST1013548,2026-06,0.2741,PL
CUST1013549,2026-06,0.3683,PL
CUST1013550,2026-06,0.2935,PL
CUST1013551,2026-06,0.2406,PL
CUST1013552,2026-06,0.2199,PL
CUST1013553,2026-06,0.3819,PL
CUST1013554,2026-06,0.4788,PL
CUST1013555,2026-06,0.3554,PL
CUST1013556,2026-06,0.41,PL
CUST1013557,2026-06,0.3943,PL
CUST1013558,2026-06,0.2549,PL
CUST1013559,2026-06,0.3709,PL
CUST1013560,2026-06,0.0563,PL
CUST1013561,2026-06,0.3607,PL
CUST1013562,2026-06,0.4751,PL
CUST1013563,2026-06,0.4882,PL
CUST1013564,2026-06,0.208,PL
CUST1013565,2026-06,0.3347,PL
CUST1013566,2026-06,0.5601,PL
CUST1013567,2026-06,0.5053,PL
CUST1013568,2026-06,0.01,PL
CUST1013569,2026-06,0.1844,PL
CUST1013570,2026-06,0.4107,PL
CUST1013571,2026-06,0.5853,PL
CUST1013572,2026-06,0.3146,PL
CUST1013573,2026-06,0.3452,PL
CUST1013574,2026-06,0.3141,PL
CUST1013575,2026-06,0.3415,PL
CUST1013576,2026-06,0.1805,PL
CUST1013577,2026-06,0.5271,PL
CUST1013578,2026-06,0.4027,PL
CUST1013579,2026-06,0.4628,PL
CUST1013580,2026-06,0.4868,PL
CUST1013581,2026-06,0.3213,PL
CUST1013582,2026-06,0.1996,PL
CUST1013583,2026-06,0.5983,PL
CUST1013584,2026-06,0.4939,PL
CUST1013585,2026-06,0.5891,PL
CUST1013586,2026-06,0.2157,PL
CUST1013587,2026-06,0.4133,PL
CUST1013588,2026-06,0.2089,PL
CUST1013589,2026-06,0.2278,PL
CUST1013590,2026-06,0.4468,PL
CUST1013591,2026-06,0.4532,PL
CUST1013592,2026-06,0.361,PL
CUST1013593,2026-06,0.4909,PL
CUST1013594,2026-06,0.1122,PL
CUST1013595,2026-06,0.3738,PL
CUST1013596,2026-06,0.2809,PL
CUST1013597,2026-06,0.3248,PL
CUST1013598,2026-06,0.4822,PL
CUST1013599,2026-06,0.2095,PL
CUST1013600,2026-06,0.2815,PL
CUST1013601,2026-06,0.4975,PL
CUST1013602,2026-06,0.2152,PL
CUST1013603,2026-06,0.5019,PL
CUST1013604,2026-06,0.6441,PL
CUST1013605,2026-06,0.4316,PL
CUST1013606,2026-06,0.3419,PL
CUST1013607,2026-06,0.1277,PL
CUST1013608,2026-06,0.4004,PL
CUST1013609,2026-06,0.4299,PL
CUST1013610,2026-06,0.1948,PL
CUST1013611,2026-06,0.5434,PL
CUST1013612,2026-06,0.192,PL
CUST1013613,2026-06,0.3239,PL
CUST1013614,2026-06,0.5404,PL
CUST1013615,2026-06,0.4375,PL
CUST1013616,2026-06,0.2593,PL
CUST1013617,2026-06,0.5788,PL
CUST1013618,2026-06,0.3692,PL
CUST1013619,2026-06,0.4254,PL
CUST1013620,2026-06,0.4959,PL
CUST1013621,2026-06,0.4416,PL
CUST1013622,2026-06,0.5889,PL
CUST1013623,2026-06,0.3411,PL
CUST1013624,2026-06,0.4711,PL
CUST1013625,2026-06,0.4687,PL
CUST1013626,2026-06,0.3166,PL
CUST1013627,2026-06,0.3868,PL
CUST1013628,2026-06,0.3125,PL
CUST1013629,2026-06,0.1681,PL
CUST1013630,2026-06,0.4419,PL
CUST1013631,2026-06,0.322,PL
CUST1013632,2026-06,0.3469,PL
CUST1013633,2026-06,0.3676,PL
CUST1013634,2026-06,0.0585,PL
CUST1013635,2026-06,0.5427,PL
CUST1013636,2026-06,0.0772999999999999,PL
CUST1013637,2026-06,0.4092,PL
CUST1013638,2026-06,0.3479,PL
CUST1013639,2026-06,0.3434,PL
CUST1013640,2026-06,0.0682,PL
CUST1013641,2026-06,0.6531,PL
CUST1013642,2026-06,0.2038,PL
CUST1013643,2026-06,0.415,PL
CUST1013644,2026-06,0.5474,PL
CUST1013645,2026-06,0.3157,PL
CUST1013646,2026-06,0.4981,PL
CUST1013647,2026-06,0.1765,PL
CUST1013648,2026-06,0.3468,PL
CUST1013649,2026-06,0.5211,PL
CUST1013650,2026-06,0.4775,PL
CUST1013651,2026-06,0.176,PL
CUST1013652,2026-06,0.38,PL
CUST1013653,2026-06,0.331,PL
CUST1013654,2026-06,0.3468,PL
CUST1013655,2026-06,0.3776,PL
CUST1013656,2026-06,0.1004,PL
CUST1013657,2026-06,0.5002,PL
CUST1013658,2026-06,0.1198,PL
CUST1013659,2026-06,0.1958,PL
CUST1013660,2026-06,0.5625,PL
CUST1013661,2026-06,0.3161,PL
CUST1013662,2026-06,0.3471,PL
CUST1013663,2026-06,0.2292,PL
CUST1013664,2026-06,0.3696,PL
CUST1013665,2026-06,0.1957,PL
CUST1013666,2026-06,0.2829,PL
CUST1013667,2026-06,0.1851,PL
CUST1013668,2026-06,0.382,PL
CUST1013669,2026-06,0.0723,PL
CUST1013670,2026-06,0.1464,PL
CUST1013671,2026-06,0.4096,PL
CUST1013672,2026-06,0.4537,PL
CUST1013673,2026-06,0.4992,PL
CUST1013674,2026-06,0.4312,PL
CUST1013675,2026-06,0.3105,PL
CUST1013676,2026-06,0.2786,PL
CUST1013677,2026-06,0.6218,PL
CUST1013678,2026-06,0.4212,PL
CUST1013679,2026-06,0.3017,PL
CUST1013680,2026-06,0.5019,PL
CUST1013681,2026-06,0.5228,PL
CUST1013682,2026-06,0.4499,PL
CUST1013683,2026-06,0.5738,PL
CUST1013684,2026-06,0.4186,PL
CUST1013685,2026-06,0.2778,PL
CUST1013686,2026-06,0.2439,PL
CUST1013687,2026-06,0.0446,PL
CUST1013688,2026-06,0.2419,PL
CUST1013689,2026-06,0.4066,PL
CUST1013690,2026-06,0.3392,PL
CUST1013691,2026-06,0.4122,PL
CUST1013692,2026-06,0.4586,PL
CUST1013693,2026-06,0.1376,PL
CUST1013694,2026-06,0.5179,PL
CUST1013695,2026-06,0.3934,PL
CUST1013696,2026-06,0.2084,PL
CUST1013697,2026-06,0.2398,PL
CUST1013698,2026-06,0.297,PL
CUST1013699,2026-06,0.2792,PL
CUST1013700,2026-06,0.3857,PL
CUST1013701,2026-06,0.5003,PL
CUST1013702,2026-06,0.3161,PL
CUST1013703,2026-06,0.2257,PL
CUST1013704,2026-06,0.2324,PL
CUST1013705,2026-06,0.5508,PL
CUST1013706,2026-06,0.3554,PL
CUST1013707,2026-06,0.4557,PL
CUST1013708,2026-06,0.3834,PL
CUST1013709,2026-06,0.6618,PL
CUST1013710,2026-06,0.1151,PL
CUST1013711,2026-06,0.2369,PL
CUST1013712,2026-06,0.6466,PL
CUST1013713,2026-06,0.494,PL
CUST1013714,2026-06,0.422,PL
CUST1013715,2026-06,0.4684,PL
CUST1013716,2026-06,0.464,PL
CUST1013717,2026-06,0.3716,PL
CUST1013718,2026-06,0.3328,PL
CUST1013719,2026-06,0.3338,PL
CUST1013720,2026-06,0.4321,PL
CUST1013721,2026-06,0.2928,PL
CUST1013722,2026-06,0.4906,PL
CUST1013723,2026-06,0.4636,PL
CUST1013724,2026-06,0.4128,PL
CUST1013725,2026-06,0.1767,PL
CUST1013726,2026-06,0.2826,PL
CUST1013727,2026-06,0.4441,PL
CUST1013728,2026-06,0.308,PL
CUST1013729,2026-06,0.1038,PL
CUST1013730,2026-06,0.5503,PL
CUST1013731,2026-06,0.2447,PL
CUST1013732,2026-06,0.4641,PL
CUST1013733,2026-06,0.1904,PL
CUST1013734,2026-06,0.1399,PL
CUST1013735,2026-06,0.0205,PL
CUST1013736,2026-06,0.2786,PL
CUST1013737,2026-06,0.5879,PL
CUST1013738,2026-06,0.2351,PL
CUST1013739,2026-06,0.5348,PL
CUST1013740,2026-06,0.4636,PL
CUST1013741,2026-06,0.4252,PL
CUST1013742,2026-06,0.2079,PL
CUST1013743,2026-06,0.298,PL
CUST1013744,2026-06,0.3387,PL
CUST1013745,2026-06,0.5426,PL
CUST1013746,2026-06,0.4312,PL
CUST1013747,2026-06,0.3196,PL
CUST1013748,2026-06,0.7273,PL
CUST1013749,2026-06,0.3687,PL
CUST1013750,2026-06,0.3852,PL
CUST1013751,2026-06,0.6468,PL
CUST1013752,2026-06,0.2318,PL
CUST1013753,2026-06,0.2191,PL
CUST1013754,2026-06,0.4504,PL
CUST1013755,2026-06,0.4215,PL
CUST1013756,2026-06,0.2866,PL
CUST1013757,2026-06,0.3621,PL
CUST1013758,2026-06,0.4099,PL
CUST1013759,2026-06,0.5186,PL
CUST1013760,2026-06,0.5568,PL
CUST1013761,2026-06,0.3084,PL
CUST1013762,2026-06,0.2201,PL
CUST1013763,2026-06,0.4405,PL
CUST1013764,2026-06,0.2952,PL
CUST1013765,2026-06,0.0605,PL
CUST1013766,2026-06,0.4747,PL
CUST1013767,2026-06,0.4621,PL
CUST1013768,2026-06,0.2072,PL
CUST1013769,2026-06,0.275,PL
CUST1013770,2026-06,0.3201,PL
CUST1013771,2026-06,0.4913,PL
CUST1013772,2026-06,0.2208,PL
CUST1013773,2026-06,0.391,PL
CUST1013774,2026-06,0.3062,PL
CUST1013775,2026-06,0.1517,PL
CUST1013776,2026-06,0.5808,PL
CUST1013777,2026-06,0.3813,PL
CUST1013778,2026-06,0.2449,PL
CUST1013779,2026-06,0.2448,PL
CUST1013780,2026-06,0.3596,PL
CUST1013781,2026-06,0.3274,PL
CUST1013782,2026-06,0.1796,PL
CUST1013783,2026-06,0.3407,PL
CUST1013784,2026-06,0.5066,PL
CUST1013785,2026-06,0.386,PL
CUST1013786,2026-06,0.4557,PL
CUST1013787,2026-06,0.2989,PL
CUST1013788,2026-06,0.6333,PL
CUST1013789,2026-06,0.2754,PL
CUST1013790,2026-06,0.4922,PL
CUST1013791,2026-06,0.379,PL
CUST1013792,2026-06,0.3416,PL
CUST1013793,2026-06,0.4232,PL
CUST1013794,2026-06,0.3518,PL
CUST1013795,2026-06,0.1704,PL
CUST1013796,2026-06,0.2505,PL
CUST1013797,2026-06,0.4381,PL
CUST1013798,2026-06,0.3283,PL
CUST1013799,2026-06,0.229,PL
CUST1013800,2026-06,0.2843,PL
CUST1013801,2026-06,0.4501,PL
CUST1013802,2026-06,0.4776,PL
CUST1013803,2026-06,0.4972,PL
CUST1013804,2026-06,0.3119,PL
CUST1013805,2026-06,0.3549,PL
CUST1013806,2026-06,0.4225,PL
CUST1013807,2026-06,0.4051,PL
CUST1013808,2026-06,0.2232,PL
CUST1013809,2026-06,0.1774,PL
CUST1013810,2026-06,0.5559,PL
CUST1013811,2026-06,0.2814,PL
CUST1013812,2026-06,0.488,PL
CUST1013813,2026-06,0.2529,PL
CUST1013814,2026-06,0.4295,PL
CUST1013815,2026-06,0.3788,PL
CUST1013816,2026-06,0.4116,PL
CUST1013817,2026-06,0.1761,PL
CUST1013818,2026-06,0.3408,PL
CUST1013819,2026-06,0.2707,PL
CUST1013820,2026-06,0.4416,PL
CUST1013821,2026-06,0.6454,PL
CUST1013822,2026-06,0.2912,PL
CUST1013823,2026-06,0.3714,PL
CUST1013824,2026-06,0.083,PL
CUST1013825,2026-06,0.1756,PL
CUST1013826,2026-06,0.1127,PL
CUST1013827,2026-06,0.3929,PL
CUST1013828,2026-06,0.5176,PL
CUST1013829,2026-06,0.0335,PL
CUST1013830,2026-06,0.5477,PL
CUST1013831,2026-06,0.6178,PL
CUST1013832,2026-06,0.5044,PL
CUST1013833,2026-06,0.222,PL
CUST1013834,2026-06,0.456,PL
CUST1013835,2026-06,0.2401,PL
CUST1013836,2026-06,0.4203,PL
CUST1013837,2026-06,0.368,PL
CUST1013838,2026-06,0.4323,PL
CUST1013839,2026-06,0.3571,PL
CUST1013840,2026-06,0.4667,PL
CUST1013841,2026-06,0.4203,PL
CUST1013842,2026-06,0.1832,PL
CUST1013843,2026-06,0.3408,PL
CUST1013844,2026-06,0.3538,PL
CUST1013845,2026-06,0.5475,PL
CUST1013846,2026-06,0.5679,PL
CUST1013847,2026-06,0.0651999999999999,PL
CUST1013848,2026-06,0.099,PL
CUST1013849,2026-06,0.4595,PL
CUST1013850,2026-06,0.4058,PL
CUST1013851,2026-06,0.4645,PL
CUST1013852,2026-06,0.1732,PL
CUST1013853,2026-06,0.3357,PL
CUST1013854,2026-06,0.4094,PL
CUST1013855,2026-06,0.1715,PL
CUST1013856,2026-06,0.3692,PL
CUST1013857,2026-06,0.1777,PL
CUST1013858,2026-06,0.528,PL
CUST1013859,2026-06,0.377,PL
CUST1013860,2026-06,0.442,PL
CUST1013861,2026-06,0.425,PL
CUST1013862,2026-06,0.4722,PL
CUST1013863,2026-06,0.2989,PL
CUST1013864,2026-06,0.4421,PL
CUST1013865,2026-06,0.4922,PL
CUST1013866,2026-06,0.2874,PL
CUST1013867,2026-06,0.3564,PL
CUST1013868,2026-06,0.3673,PL
CUST1013869,2026-06,0.3149,PL
CUST1013870,2026-06,0.5064,PL
CUST1013871,2026-06,0.2144,PL
CUST1013872,2026-06,0.4476,PL
CUST1013873,2026-06,0.4914,PL
CUST1013874,2026-06,0.295,PL
CUST1013875,2026-06,0.595,PL
CUST1013876,2026-06,0.3065,PL
CUST1013877,2026-06,0.1763,PL
CUST1013878,2026-06,0.1541,PL
CUST1013879,2026-06,0.1092,PL
CUST1013880,2026-06,0.3497,PL
CUST1013881,2026-06,0.2978,PL
CUST1013882,2026-06,0.4907,PL
CUST1013883,2026-06,0.3245,PL
CUST1013884,2026-06,0.4195,PL
CUST1013885,2026-06,0.4529,PL
CUST1013886,2026-06,0.357,PL
CUST1013887,2026-06,0.2601,PL
CUST1013888,2026-06,0.453,PL
CUST1013889,2026-06,0.3172,PL
CUST1013890,2026-06,0.4911,PL
CUST1013891,2026-06,0.2661,PL
CUST1013892,2026-06,0.2874,PL
CUST1013893,2026-06,0.338,PL
CUST1013894,2026-06,0.4191,PL
CUST1013895,2026-06,0.3647,PL
CUST1013896,2026-06,0.4259,PL
CUST1013897,2026-06,0.0805,PL
CUST1013898,2026-06,0.381,PL
CUST1013899,2026-06,0.3652,PL
CUST1013900,2026-06,0.3911,PL
CUST1013901,2026-06,0.2348,PL
CUST1013902,2026-06,0.2783,PL
CUST1013903,2026-06,0.2865,PL
CUST1013904,2026-06,0.3035,PL
CUST1013905,2026-06,0.5172,PL
CUST1013906,2026-06,0.427,PL
CUST1013907,2026-06,0.0618,PL
CUST1013908,2026-06,0.1256,PL
CUST1013909,2026-06,0.0803,PL
CUST1013910,2026-06,0.2879,PL
CUST1013911,2026-06,0.1193,PL
CUST1013912,2026-06,0.3527,PL
CUST1013913,2026-06,0.3964,PL
CUST1013914,2026-06,0.3551,PL
CUST1013915,2026-06,0.2522,PL
CUST1013916,2026-06,0.3379,PL
CUST1013917,2026-06,0.3778,PL
CUST1013918,2026-06,0.2909,PL
CUST1013919,2026-06,0.3965,PL
CUST1013920,2026-06,0.5437,PL
CUST1013921,2026-06,0.4625,PL
CUST1013922,2026-06,0.1632,PL
CUST1013923,2026-06,0.1793,PL
CUST1013924,2026-06,0.4372,PL
CUST1013925,2026-06,0.2163,PL
CUST1013926,2026-06,0.3721,PL
CUST1013927,2026-06,0.4503,PL
CUST1013928,2026-06,0.1985,PL
CUST1013929,2026-06,0.01,PL
CUST1013930,2026-06,0.298,PL
CUST1013931,2026-06,0.2468,PL
CUST1013932,2026-06,0.3615,PL
CUST1013933,2026-06,0.3211,PL
CUST1013934,2026-06,0.4649,PL
CUST1013935,2026-06,0.2404,PL
CUST1013936,2026-06,0.0804,PL
CUST1013937,2026-06,0.4254,PL
CUST1013938,2026-06,0.2251,PL
CUST1013939,2026-06,0.2701,PL
CUST1013940,2026-06,0.2873,PL
CUST1013941,2026-06,0.0168,PL
CUST1013942,2026-06,0.2018,PL
CUST1013943,2026-06,0.3961,PL
CUST1013944,2026-06,0.5328,PL
CUST1013945,2026-06,0.4041,PL
CUST1013946,2026-06,0.6413,PL
CUST1013947,2026-06,0.293,PL
CUST1013948,2026-06,0.3402,PL
CUST1013949,2026-06,0.4397,PL
CUST1013950,2026-06,0.3236,PL
CUST1013951,2026-06,0.3003,PL
CUST1013952,2026-06,0.3937,PL
CUST1013953,2026-06,0.3112,PL
CUST1013954,2026-06,0.2279,PL
CUST1013955,2026-06,0.3877,PL
CUST1013956,2026-06,0.3256,PL
CUST1013957,2026-06,0.1798,PL
CUST1013958,2026-06,0.5086,PL
CUST1013959,2026-06,0.1709,PL
CUST1013960,2026-06,0.5321,PL
CUST1013961,2026-06,0.254,PL
CUST1013962,2026-06,0.3455,PL
CUST1013963,2026-06,0.4858,PL
CUST1013964,2026-06,0.3524,PL
CUST1013965,2026-06,0.4024,PL
CUST1013966,2026-06,0.1871,PL
CUST1013967,2026-06,0.313,PL
CUST1013968,2026-06,0.3219,PL
CUST1013969,2026-06,0.63,PL
CUST1013970,2026-06,0.3606,PL
CUST1013971,2026-06,0.3074,PL
CUST1013972,2026-06,0.5774,PL
CUST1013973,2026-06,0.5356,PL
CUST1013974,2026-06,0.4164,PL
CUST1013975,2026-06,0.3643,PL
CUST1013976,2026-06,0.5914,PL
CUST1013977,2026-06,0.3491,PL
CUST1013978,2026-06,0.4068,PL
CUST1013979,2026-06,0.2298,PL
CUST1013980,2026-06,0.5256,PL
CUST1013981,2026-06,0.418,PL
CUST1013982,2026-06,0.4838,PL
CUST1013983,2026-06,0.2926,PL
CUST1013984,2026-06,0.4986,PL
CUST1013985,2026-06,0.4305,PL
CUST1013986,2026-06,0.394,PL
CUST1013987,2026-06,0.4363,PL
CUST1013988,2026-06,0.2786,PL
CUST1013989,2026-06,0.3473,PL
CUST1013990,2026-06,0.4365,PL
CUST1013991,2026-06,0.5058,PL
CUST1013992,2026-06,0.6235,PL
CUST1013993,2026-06,0.512,PL
CUST1013994,2026-06,0.1535,PL
CUST1013995,2026-06,0.2148,PL
CUST1013996,2026-06,0.2999,PL
CUST1013997,2026-06,0.3309,PL
CUST1013998,2026-06,0.4979,PL
CUST1013999,2026-06,0.2479,PL
CUST1014000,2026-06,0.1617,PL
CUST1014001,2026-06,0.2834,PL
CUST1014002,2026-06,0.2348,PL
CUST1014003,2026-06,0.5415,PL
CUST1014004,2026-06,0.1565,PL
CUST1014005,2026-06,0.6979,PL
CUST1014006,2026-06,0.293,PL
CUST1014007,2026-06,0.3035,PL
CUST1014008,2026-06,0.3322,PL
CUST1014009,2026-06,0.3024,PL
CUST1014010,2026-06,0.1886,PL
CUST1014011,2026-06,0.3267,PL
CUST1014012,2026-06,0.3448,PL
CUST1014013,2026-06,0.3064,PL
CUST1014014,2026-06,0.3259,PL
CUST1014015,2026-06,0.6478,PL
CUST1014016,2026-06,0.4091,PL
CUST1014017,2026-06,0.2353,PL
CUST1014018,2026-06,0.3259,PL
CUST1014019,2026-06,0.2443,PL
CUST1014020,2026-06,0.4697,PL
CUST1014021,2026-06,0.3966,PL
CUST1014022,2026-06,0.2683,PL
CUST1014023,2026-06,0.6105,PL
CUST1014024,2026-06,0.4172,PL
CUST1014025,2026-06,0.348,PL
CUST1014026,2026-06,0.2034,PL
CUST1014027,2026-06,0.579,PL
CUST1014028,2026-06,0.3759,PL
CUST1014029,2026-06,0.3644,PL
CUST1014030,2026-06,0.1929,PL
CUST1014031,2026-06,0.2158,PL
CUST1014032,2026-06,0.5708,PL
CUST1014033,2026-06,0.241,PL
CUST1014034,2026-06,0.4676,PL
CUST1014035,2026-06,0.3895,PL
CUST1014036,2026-06,0.4432,PL
CUST1014037,2026-06,0.489,PL
CUST1014038,2026-06,0.0818,PL
CUST1014039,2026-06,0.5083,PL
CUST1014040,2026-06,0.1875,PL
CUST1014041,2026-06,0.4322,PL
CUST1014042,2026-06,0.2917,PL
CUST1014043,2026-06,0.3209,PL
CUST1014044,2026-06,0.3203,PL
CUST1014045,2026-06,0.52,PL
CUST1014046,2026-06,0.1928,PL
CUST1014047,2026-06,0.1235,PL
CUST1014048,2026-06,0.151,PL
CUST1014049,2026-06,0.4479,PL
CUST1014050,2026-06,0.399,PL
CUST1014051,2026-06,0.425,PL
CUST1014052,2026-06,0.1892,PL
CUST1014053,2026-06,0.3577,PL
CUST1014054,2026-06,0.5756,PL
CUST1014055,2026-06,0.2935,PL
CUST1014056,2026-06,0.3121,PL
CUST1014057,2026-06,0.3879,PL
CUST1014058,2026-06,0.3966,PL
CUST1014059,2026-06,0.5519,PL
CUST1014060,2026-06,0.3848,PL
CUST1014061,2026-06,0.1264,PL
CUST1014062,2026-06,0.4535,PL
CUST1014063,2026-06,0.3281,PL
CUST1014064,2026-06,0.5558,PL
CUST1014065,2026-06,0.4259,PL
CUST1014066,2026-06,0.096,PL
CUST1014067,2026-06,0.5286,PL
CUST1014068,2026-06,0.3578,PL
CUST1014069,2026-06,0.4156,PL
CUST1014070,2026-06,0.4507,PL
CUST1014071,2026-06,0.1765,PL
CUST1014072,2026-06,0.4558,PL
CUST1014073,2026-06,0.4576,PL
CUST1014074,2026-06,0.0984,PL
CUST1014075,2026-06,0.2978,PL
CUST1014076,2026-06,0.3885,PL
CUST1014077,2026-06,0.5004,PL
CUST1014078,2026-06,0.4555,PL
CUST1014079,2026-06,0.3384,PL
CUST1014080,2026-06,0.2223,PL
CUST1014081,2026-06,0.2899,PL
CUST1014082,2026-06,0.1207,PL
CUST1014083,2026-06,0.3331,PL
CUST1014084,2026-06,0.4096,PL
CUST1014085,2026-06,0.4044,PL
CUST1014086,2026-06,0.5565,PL
CUST1014087,2026-06,0.6195,PL
CUST1014088,2026-06,0.3347,PL
CUST1014089,2026-06,0.2214,PL
CUST1014090,2026-06,0.4602,PL
CUST1014091,2026-06,0.2972,PL
CUST1014092,2026-06,0.5335,PL
CUST1014093,2026-06,0.4483,PL
CUST1014094,2026-06,0.2709,PL
CUST1014095,2026-06,0.3384,PL
CUST1014096,2026-06,0.3435,PL
CUST1014097,2026-06,0.3891,PL
CUST1014098,2026-06,0.2994,PL
CUST1014099,2026-06,0.2897,PL
CUST1014100,2026-06,0.1814,PL
CUST1014101,2026-06,0.3287,PL
CUST1014102,2026-06,0.5817,PL
CUST1014103,2026-06,0.2826,PL
CUST1014104,2026-06,0.617,PL
CUST1014105,2026-06,0.1814,PL
CUST1014106,2026-06,0.4658,PL
CUST1014107,2026-06,0.3817,PL
CUST1014108,2026-06,0.2135,PL
CUST1014109,2026-06,0.286,PL
CUST1014110,2026-06,0.4399,PL
CUST1014111,2026-06,0.3356,PL
CUST1014112,2026-06,0.3542,PL
CUST1014113,2026-06,0.4563,PL
CUST1014114,2026-06,0.2739,PL
CUST1014115,2026-06,0.271,PL
CUST1014116,2026-06,0.2181,PL
CUST1014117,2026-06,0.417,PL
CUST1014118,2026-06,0.5376,PL
CUST1014119,2026-06,0.2656,PL
CUST1014120,2026-06,0.4966,PL
CUST1014121,2026-06,0.345,PL
CUST1014122,2026-06,0.3401,PL
CUST1014123,2026-06,0.4584,PL
CUST1014124,2026-06,0.3819,PL
CUST1014125,2026-06,0.4799,PL
CUST1014126,2026-06,0.4966,PL
CUST1014127,2026-06,0.4218,PL
CUST1014128,2026-06,0.3262,PL
CUST1014129,2026-06,0.5344,PL
CUST1014130,2026-06,0.5224,PL
CUST1014131,2026-06,0.273,PL
CUST1014132,2026-06,0.3636,PL
CUST1014133,2026-06,0.4339,PL
CUST1014134,2026-06,0.374,PL
CUST1014135,2026-06,0.3537,PL
CUST1014136,2026-06,0.2571,PL
CUST1014137,2026-06,0.1641,PL
CUST1014138,2026-06,0.226,PL
CUST1014139,2026-06,0.3981,PL
CUST1014140,2026-06,0.6738,PL
CUST1014141,2026-06,0.3208,PL
CUST1014142,2026-06,0.5114,PL
CUST1014143,2026-06,0.4481,PL
CUST1014144,2026-06,0.5682,PL
CUST1014145,2026-06,0.4346,PL
CUST1014146,2026-06,0.4453,PL
CUST1014147,2026-06,0.1349,PL
CUST1014148,2026-06,0.2077,PL
CUST1014149,2026-06,0.3927,PL
CUST1014150,2026-06,0.5068,PL
CUST1014151,2026-06,0.1781,PL
CUST1014152,2026-06,0.2103,PL
CUST1014153,2026-06,0.2775,PL
CUST1014154,2026-06,0.3084,PL
CUST1014155,2026-06,0.2832,PL
CUST1014156,2026-06,0.3384,PL
CUST1014157,2026-06,0.2148,PL
CUST1014158,2026-06,0.507,PL
CUST1014159,2026-06,0.3777,PL
CUST1014160,2026-06,0.4571,PL
CUST1014161,2026-06,0.466,PL
CUST1014162,2026-06,0.1376,PL
CUST1014163,2026-06,0.4288,PL
CUST1014164,2026-06,0.3041,PL
CUST1014165,2026-06,0.2967,PL
CUST1014166,2026-06,0.511,PL
CUST1014167,2026-06,0.37,PL
CUST1014168,2026-06,0.3667,PL
CUST1014169,2026-06,0.3095,PL
CUST1014170,2026-06,0.4641,PL
CUST1014171,2026-06,0.3358,PL
CUST1014172,2026-06,0.3605,PL
CUST1014173,2026-06,0.3757,PL
CUST1014174,2026-06,0.2342,PL
CUST1014175,2026-06,0.3791,PL
CUST1014176,2026-06,0.2249,PL
CUST1014177,2026-06,0.5243,PL
CUST1014178,2026-06,0.4098,PL
CUST1014179,2026-06,0.4102,PL
CUST1014180,2026-06,0.3628,PL
CUST1014181,2026-06,0.1348,PL
CUST1014182,2026-06,0.303,PL
CUST1014183,2026-06,0.1548,PL
CUST1014184,2026-06,0.4374,PL
CUST1014185,2026-06,0.4505,PL
CUST1014186,2026-06,0.4558,PL
CUST1014187,2026-06,0.0221,PL
CUST1014188,2026-06,0.3872,PL
CUST1014189,2026-06,0.39,PL
CUST1014190,2026-06,0.3813,PL
CUST1014191,2026-06,0.5297,PL
CUST1014192,2026-06,0.2977,PL
CUST1014193,2026-06,0.5102,PL
CUST1014194,2026-06,0.2011,PL
CUST1014195,2026-06,0.521,PL
CUST1014196,2026-06,0.4527,PL
CUST1014197,2026-06,0.2507,PL
CUST1014198,2026-06,0.3541,PL
CUST1014199,2026-06,0.4422,PL
CUST1014200,2026-06,0.4026,PL
CUST1014201,2026-06,0.3548,PL
CUST1014202,2026-06,0.2823,PL
CUST1014203,2026-06,0.2753,PL
CUST1014204,2026-06,0.5177,PL
CUST1014205,2026-06,0.2425,PL
CUST1014206,2026-06,0.3118,PL
CUST1014207,2026-06,0.2646,PL
CUST1014208,2026-06,0.5075,PL
CUST1014209,2026-06,0.3591,PL
CUST1014210,2026-06,0.4015,PL
CUST1014211,2026-06,0.3911,PL
CUST1014212,2026-06,0.5785,PL
CUST1014213,2026-06,0.3863,PL
CUST1014214,2026-06,0.523,PL
CUST1014215,2026-06,0.3788,PL
CUST1014216,2026-06,0.4449,PL
CUST1014217,2026-06,0.2722,PL
CUST1014218,2026-06,0.3703,PL
CUST1014219,2026-06,0.3155,PL
CUST1014220,2026-06,0.1617,PL
CUST1014221,2026-06,0.1728,PL
CUST1014222,2026-06,0.2732,PL
CUST1014223,2026-06,0.3853,PL
