Customer ID,Month period,target_product,rank,target_score,model
CUST1005529,2026-06,RD,1,0.45459508134695426,baseline_digital_txn
CUST1005533,2026-06,MF,3,0.25368381006432084,baseline_digital_txn
CUST1005534,2026-06,MF,2,0.34524,baseline_digital_txn
CUST1005535,2026-06,SA,5,0.22846708058348866,baseline_digital_txn
CUST1005536,2026-06,CC,2,0.09354,baseline_digital_txn
CUST1005537,2026-06,SA,5,0.10926559452540319,baseline_digital_txn
CUST1005538,2026-06,MF,1,0.30629999999999996,baseline_digital_txn
CUST1005539,2026-06,MF,3,0.27642,baseline_digital_txn
CUST1005541,2026-06,CC,4,0.13758,baseline_digital_txn
CUST1005542,2026-06,CC,3,0.13842,baseline_digital_txn
CUST1005543,2026-06,CC,1,0.5401195081346954,baseline_digital_txn
CUST1005544,2026-06,CC,1,0.41304,baseline_digital_txn
CUST1005545,2026-06,SA,5,0.13060153455477194,baseline_digital_txn
CUST1005548,2026-06,SA,4,0.16359840758164895,baseline_digital_txn
CUST1005549,2026-06,PL,3,0.08334,baseline_digital_txn
CUST1005551,2026-06,CC,1,0.43313999999999997,baseline_digital_txn
CUST1005552,2026-06,SA,3,0.14620376400420984,baseline_digital_txn
CUST1005553,2026-06,SA,5,0.14763599425146245,baseline_digital_txn
CUST1005554,2026-06,RD,1,0.31692,baseline_digital_txn
CUST1005555,2026-06,SA,2,0.338855109088049,baseline_digital_txn
CUST1005556,2026-06,SA,1,0.2107664640686035,baseline_digital_txn
CUST1005557,2026-06,MF,3,0.16872,baseline_digital_txn
CUST1005558,2026-06,SA,4,0.18553234571821867,baseline_digital_txn
CUST1005562,2026-06,PL,1,0.39832,baseline_digital_txn
CUST1005563,2026-06,SA,3,0.14118246682032726,baseline_digital_txn
CUST1005564,2026-06,HL,2,0.2876609156261824,baseline_digital_txn
CUST1005565,2026-06,SA,3,0.10132195189312165,baseline_digital_txn
CUST1005566,2026-06,CC,3,0.21858,baseline_digital_txn
CUST1005568,2026-06,PL,3,0.3343241808550889,baseline_digital_txn
CUST1005569,2026-06,MF,1,0.28774145289443814,baseline_digital_txn
CUST1005570,2026-06,SA,5,0.1387567683254818,baseline_digital_txn
CUST1005571,2026-06,HL,4,0.08934,baseline_digital_txn
CUST1005573,2026-06,SA,5,0.12380499127594821,baseline_digital_txn
CUST1005575,2026-06,MF,2,0.32321999999999995,baseline_digital_txn
CUST1005576,2026-06,SA,4,0.097106923345744,baseline_digital_txn
CUST1005578,2026-06,RD,3,0.18768,baseline_digital_txn
CUST1005579,2026-06,SA,4,0.1948009618698769,baseline_digital_txn
CUST1005580,2026-06,HL,4,0.21864,baseline_digital_txn
CUST1005581,2026-06,MF,2,0.3613173514945138,baseline_digital_txn
CUST1005582,2026-06,SA,4,0.16611178147281078,baseline_digital_txn
CUST1005583,2026-06,SA,4,0.09525894992777414,baseline_digital_txn
CUST1005584,2026-06,CC,2,0.21966,baseline_digital_txn
CUST1005588,2026-06,HL,4,0.18684,baseline_digital_txn
CUST1005589,2026-06,PL,4,0.19866,baseline_digital_txn
CUST1005590,2026-06,SA,3,0.15664738401621411,baseline_digital_txn
CUST1005591,2026-06,SA,3,0.17852414870118424,baseline_digital_txn
CUST1005592,2026-06,MF,4,0.24108,baseline_digital_txn
CUST1005594,2026-06,SA,5,0.10422238900745268,baseline_digital_txn
CUST1005595,2026-06,SA,5,0.18407755401902573,baseline_digital_txn
CUST1005596,2026-06,RD,3,0.29369999999999996,baseline_digital_txn
CUST1005597,2026-06,SA,5,0.10626902409029962,baseline_digital_txn
CUST1005598,2026-06,MF,1,0.32183273174423,baseline_digital_txn
CUST1005600,2026-06,MF,1,0.3555772493378736,baseline_digital_txn
CUST1005602,2026-06,SA,1,0.3676577953964488,baseline_digital_txn
CUST1005604,2026-06,MF,3,0.25266,baseline_digital_txn
CUST1005605,2026-06,CC,1,0.42259711739539146,baseline_digital_txn
CUST1005606,2026-06,SA,3,0.10064675828888242,baseline_digital_txn
CUST1005607,2026-06,PL,4,0.24497999999999998,baseline_digital_txn
CUST1005608,2026-06,CC,2,0.22239313629041846,baseline_digital_txn
CUST1005609,2026-06,CC,3,0.23987400148410218,baseline_digital_txn
CUST1005610,2026-06,CC,1,0.430984366250473,baseline_digital_txn
CUST1005611,2026-06,PL,1,0.2689190238365494,baseline_digital_txn
CUST1005612,2026-06,PL,3,0.2583,baseline_digital_txn
CUST1005613,2026-06,SA,2,0.22649622652638685,baseline_digital_txn
CUST1005614,2026-06,SA,4,0.014653288124827716,baseline_digital_txn
CUST1005615,2026-06,CC,4,0.18245999999999998,baseline_digital_txn
CUST1005616,2026-06,MF,5,0.17922000000000002,baseline_digital_txn
CUST1005617,2026-06,MF,2,0.17399945894816496,baseline_digital_txn
CUST1005618,2026-06,SA,3,0.16930932043510058,baseline_digital_txn
CUST1005621,2026-06,MF,5,0.18414,baseline_digital_txn
CUST1005623,2026-06,SA,4,0.12564308138325736,baseline_digital_txn
CUST1005625,2026-06,SA,5,0.1415978974535957,baseline_digital_txn
CUST1005626,2026-06,SA,3,0.13255217841111544,baseline_digital_txn
CUST1005627,2026-06,RD,3,0.16518,baseline_digital_txn
CUST1005628,2026-06,SA,1,0.223964599388293,baseline_digital_txn
CUST1005629,2026-06,SA,3,0.1514210011738978,baseline_digital_txn
CUST1005630,2026-06,CC,3,0.2754,baseline_digital_txn
CUST1005631,2026-06,SA,3,0.2020269659513776,baseline_digital_txn
CUST1005632,2026-06,SA,5,0.09161233662338727,baseline_digital_txn
CUST1005634,2026-06,SA,2,0.11891851900788754,baseline_digital_txn
CUST1005636,2026-06,RD,2,0.22746,baseline_digital_txn
CUST1005640,2026-06,MF,1,0.32789999999999997,baseline_digital_txn
CUST1005642,2026-06,MF,1,0.36530690503216046,baseline_digital_txn
CUST1005643,2026-06,CC,1,0.41526,baseline_digital_txn
CUST1005645,2026-06,SA,4,0.15199253754861608,baseline_digital_txn
CUST1005646,2026-06,CC,1,0.35683734771093456,baseline_digital_txn
CUST1005648,2026-06,RD,3,0.20076,baseline_digital_txn
CUST1005650,2026-06,CC,1,0.36550688846090074,baseline_digital_txn
CUST1005651,2026-06,CC,3,0.16776,baseline_digital_txn
CUST1005652,2026-06,CC,1,0.5453559470822719,baseline_digital_txn
CUST1005655,2026-06,SA,5,0.16681751886885435,baseline_digital_txn
CUST1005656,2026-06,SA,2,0.2041641517144939,baseline_digital_txn
CUST1005657,2026-06,MF,2,0.2891017480136209,baseline_digital_txn
CUST1005658,2026-06,MF,2,0.35516853575482404,baseline_digital_txn
CUST1005659,2026-06,CC,2,0.39168000000000003,baseline_digital_txn
CUST1005661,2026-06,CC,1,0.39215999999999995,baseline_digital_txn
CUST1005663,2026-06,MF,2,0.2964,baseline_digital_txn
CUST1005665,2026-06,SA,5,0.12455073905522111,baseline_digital_txn
CUST1005666,2026-06,SA,4,0.10025976313051799,baseline_digital_txn
CUST1005667,2026-06,SA,4,0.12374594740007665,baseline_digital_txn
CUST1005668,2026-06,SA,5,0.08897999999999999,baseline_digital_txn
CUST1005669,2026-06,CC,1,0.41585930880130595,baseline_digital_txn
CUST1005671,2026-06,SA,3,0.20109731031140893,baseline_digital_txn
CUST1005672,2026-06,HL,3,0.17221041619371924,baseline_digital_txn
CUST1005674,2026-06,RD,2,0.24726,baseline_digital_txn
CUST1005676,2026-06,MF,4,0.11249999999999999,baseline_digital_txn
CUST1005678,2026-06,CC,2,0.48382742206154217,baseline_digital_txn
CUST1005680,2026-06,PL,3,0.1311,baseline_digital_txn
CUST1005683,2026-06,RD,1,0.29862,baseline_digital_txn
CUST1005685,2026-06,CC,1,0.32634,baseline_digital_txn
CUST1005686,2026-06,CC,1,0.17586000000000002,baseline_digital_txn
CUST1005690,2026-06,MF,5,0.18534,baseline_digital_txn
CUST1005691,2026-06,SA,5,0.1646010430966062,baseline_digital_txn
CUST1005693,2026-06,SA,4,0.14063535377726938,baseline_digital_txn
CUST1005694,2026-06,MF,4,0.14832,baseline_digital_txn
CUST1005695,2026-06,CC,1,0.5247059909656918,baseline_digital_txn
CUST1005697,2026-06,PL,3,0.3490875406734771,baseline_digital_txn
CUST1005699,2026-06,PL,2,0.2647134581914491,baseline_digital_txn
CUST1005701,2026-06,SA,5,0.1141509407787489,baseline_digital_txn
CUST1005702,2026-06,SA,5,0.1696302470672386,baseline_digital_txn
CUST1005703,2026-06,SA,3,0.12597994387998962,baseline_digital_txn
CUST1005704,2026-06,SA,5,0.10893414893436995,baseline_digital_txn
CUST1005706,2026-06,SA,1,0.2528156018429436,baseline_digital_txn
CUST1005708,2026-06,RD,4,0.29075999999999996,baseline_digital_txn
CUST1005709,2026-06,SA,5,0.137978127530628,baseline_digital_txn
CUST1005710,2026-06,SA,3,0.16539661199865385,baseline_digital_txn
CUST1005711,2026-06,RD,4,0.16416,baseline_digital_txn
CUST1005712,2026-06,SA,5,0.11633276673890534,baseline_digital_txn
CUST1005713,2026-06,SA,3,0.19321248085484644,baseline_digital_txn
CUST1005716,2026-06,SA,3,0.16781064256531125,baseline_digital_txn
CUST1005717,2026-06,RD,1,0.12498000000000001,baseline_digital_txn
CUST1005718,2026-06,SA,2,0.23663999999999996,baseline_digital_txn
CUST1005719,2026-06,SA,5,0.01206,baseline_digital_txn
CUST1005720,2026-06,SA,5,0.1157737154748392,baseline_digital_txn
CUST1005721,2026-06,RD,1,0.3773093113885736,baseline_digital_txn
CUST1005722,2026-06,SA,5,0.13737490829715765,baseline_digital_txn
CUST1005723,2026-06,SA,3,0.09479439355041396,baseline_digital_txn
CUST1005724,2026-06,MF,3,0.14778,baseline_digital_txn
CUST1005725,2026-06,CC,2,0.3308903239254667,baseline_digital_txn
CUST1005726,2026-06,CC,2,0.34421999999999997,baseline_digital_txn
CUST1005727,2026-06,CC,3,0.18305999999999997,baseline_digital_txn
CUST1005729,2026-06,SA,4,0.10788758391979558,baseline_digital_txn
CUST1005730,2026-06,CC,1,0.43221940219447597,baseline_digital_txn
CUST1005731,2026-06,CC,1,0.40212968974650015,baseline_digital_txn
CUST1005732,2026-06,SA,5,0.11569174886378715,baseline_digital_txn
CUST1005733,2026-06,SA,2,0.10563850448104083,baseline_digital_txn
CUST1005734,2026-06,CC,3,0.21966,baseline_digital_txn
CUST1005735,2026-06,SA,5,0.11988258784425289,baseline_digital_txn
CUST1005736,2026-06,CC,1,0.4174802194475974,baseline_digital_txn
CUST1005737,2026-06,CC,2,0.3252583072553211,baseline_digital_txn
CUST1005738,2026-06,SA,4,0.07056589052778543,baseline_digital_txn
CUST1005741,2026-06,MF,2,0.20466,baseline_digital_txn
CUST1005743,2026-06,SA,4,0.07201728343700689,baseline_digital_txn
CUST1005744,2026-06,SA,4,0.12292725729701634,baseline_digital_txn
CUST1005747,2026-06,CC,2,0.31014,baseline_digital_txn
CUST1005748,2026-06,PL,1,0.30995999999999996,baseline_digital_txn
CUST1005750,2026-06,RD,2,0.20669999999999997,baseline_digital_txn
CUST1005751,2026-06,SA,5,0.10523948073787971,baseline_digital_txn
CUST1005752,2026-06,MF,3,0.2664485319712448,baseline_digital_txn
CUST1005754,2026-06,CC,3,0.19799650450283263,baseline_digital_txn
CUST1005755,2026-06,SA,4,0.1645284187715777,baseline_digital_txn
CUST1005756,2026-06,RD,1,0.29849087791724405,baseline_digital_txn
CUST1005758,2026-06,MF,2,0.28242,baseline_digital_txn
CUST1005759,2026-06,CC,5,0.14393448372905676,baseline_digital_txn
CUST1005760,2026-06,MF,2,0.19576681422625802,baseline_digital_txn
CUST1005761,2026-06,CC,4,0.06197380628074158,baseline_digital_txn
CUST1005764,2026-06,SA,2,0.21455812677656022,baseline_digital_txn
CUST1005766,2026-06,SA,5,0.0924584185629854,baseline_digital_txn
CUST1005767,2026-06,CC,3,0.15191999999999997,baseline_digital_txn
CUST1005769,2026-06,RD,4,0.12153890654559212,baseline_digital_txn
CUST1005770,2026-06,CC,1,0.41988,baseline_digital_txn
CUST1005771,2026-06,SA,3,0.12266761832192466,baseline_digital_txn
CUST1005773,2026-06,HL,2,0.37602971623155507,baseline_digital_txn
CUST1005774,2026-06,SA,3,0.13602593695122814,baseline_digital_txn
CUST1005775,2026-06,HL,4,0.12228,baseline_digital_txn
CUST1005776,2026-06,CC,2,0.2653789628175562,baseline_digital_txn
CUST1005777,2026-06,MF,1,0.3657,baseline_digital_txn
CUST1005778,2026-06,SA,4,0.13620331781492206,baseline_digital_txn
CUST1005780,2026-06,MF,4,0.20070000000000002,baseline_digital_txn
CUST1005782,2026-06,SA,3,0.18031260676967198,baseline_digital_txn
CUST1005784,2026-06,SA,3,0.12765581915483715,baseline_digital_txn
CUST1005785,2026-06,MF,4,0.16488,baseline_digital_txn
CUST1005787,2026-06,SA,4,0.22684893270201384,baseline_digital_txn
CUST1005788,2026-06,RD,1,0.3391468747635263,baseline_digital_txn
CUST1005789,2026-06,SA,4,0.10469754575710974,baseline_digital_txn
CUST1005790,2026-06,SA,2,0.2276779151809031,baseline_digital_txn
CUST1005791,2026-06,MF,3,0.18744,baseline_digital_txn
CUST1005793,2026-06,PL,1,0.18246487703367384,baseline_digital_txn
CUST1005795,2026-06,RD,3,0.19518,baseline_digital_txn
CUST1005796,2026-06,SA,3,0.1856926343190746,baseline_digital_txn
CUST1005797,2026-06,SA,5,0.11421333740506226,baseline_digital_txn
CUST1005798,2026-06,SA,3,0.1215906622112885,baseline_digital_txn
CUST1005799,2026-06,SA,3,0.20220150669541204,baseline_digital_txn
CUST1005800,2026-06,CC,2,0.29219999999999996,baseline_digital_txn
CUST1005801,2026-06,CC,1,0.3346536281317043,baseline_digital_txn
CUST1005803,2026-06,SA,4,0.11666064063100114,baseline_digital_txn
CUST1005805,2026-06,SA,5,0.061917239508953156,baseline_digital_txn
CUST1005806,2026-06,RD,2,0.36636,baseline_digital_txn
CUST1005807,2026-06,CC,2,0.28746,baseline_digital_txn
CUST1005809,2026-06,SA,3,0.11699300416988993,baseline_digital_txn
CUST1005811,2026-06,PL,1,0.3031586076428301,baseline_digital_txn
CUST1005812,2026-06,SA,2,0.19738412584237316,baseline_digital_txn
CUST1005813,2026-06,HL,5,0.18581999999999999,baseline_digital_txn
CUST1005814,2026-06,MF,1,0.3423,baseline_digital_txn
CUST1005818,2026-06,MF,1,0.452575914261205,baseline_digital_txn
CUST1005819,2026-06,CC,1,0.32507758825926375,baseline_digital_txn
CUST1005820,2026-06,SA,3,0.150238415794656,baseline_digital_txn
CUST1005821,2026-06,SA,4,0.1128363880591507,baseline_digital_txn
CUST1005823,2026-06,CC,1,0.4621605413653427,baseline_digital_txn
CUST1005824,2026-06,MF,2,0.20382,baseline_digital_txn
CUST1005827,2026-06,PL,3,0.2792565947786606,baseline_digital_txn
CUST1005829,2026-06,SA,5,0.16989164776957638,baseline_digital_txn
CUST1005831,2026-06,SA,5,0.19647559091959235,baseline_digital_txn
CUST1005832,2026-06,PL,5,0.0906,baseline_digital_txn
CUST1005835,2026-06,CC,2,0.2993601980394039,baseline_digital_txn
CUST1005836,2026-06,MF,2,0.24606,baseline_digital_txn
CUST1005837,2026-06,SA,2,0.16735425563458178,baseline_digital_txn
CUST1005838,2026-06,RD,5,0.11735999999999999,baseline_digital_txn
CUST1005841,2026-06,SA,3,0.11848288922719583,baseline_digital_txn
CUST1005842,2026-06,SA,4,0.15096334540380554,baseline_digital_txn
CUST1005843,2026-06,PL,5,0.19734000000000002,baseline_digital_txn
CUST1005849,2026-06,CC,2,0.3072603827946107,baseline_digital_txn
CUST1005851,2026-06,MF,1,0.37302,baseline_digital_txn
CUST1005852,2026-06,RD,4,0.23027566401816119,baseline_digital_txn
CUST1005853,2026-06,RD,3,0.24775797578509268,baseline_digital_txn
CUST1005854,2026-06,MF,2,0.23772,baseline_digital_txn
CUST1005856,2026-06,SA,4,0.15620679873328627,baseline_digital_txn
CUST1005857,2026-06,RD,5,0.02358,baseline_digital_txn
CUST1005858,2026-06,CC,3,0.22805908061704214,baseline_digital_txn
CUST1005859,2026-06,MF,1,0.319761123723042,baseline_digital_txn
CUST1005860,2026-06,CC,1,0.41730960272417705,baseline_digital_txn
CUST1005861,2026-06,RD,4,0.15641999999999998,baseline_digital_txn
CUST1005862,2026-06,MF,1,0.4379670223231177,baseline_digital_txn
CUST1005863,2026-06,CC,1,0.41394,baseline_digital_txn
CUST1005864,2026-06,SA,3,0.16376129376912696,baseline_digital_txn
CUST1005866,2026-06,RD,1,0.3606,baseline_digital_txn
CUST1005870,2026-06,SA,4,0.037182629987196306,baseline_digital_txn
CUST1005871,2026-06,SA,4,0.10478982005063273,baseline_digital_txn
CUST1005874,2026-06,PL,3,0.17838,baseline_digital_txn
CUST1005878,2026-06,CC,4,0.23387283028472322,baseline_digital_txn
CUST1005879,2026-06,RD,5,0.0789,baseline_digital_txn
CUST1005880,2026-06,SA,3,0.21136073282611623,baseline_digital_txn
CUST1005881,2026-06,RD,5,0.08982,baseline_digital_txn
CUST1005882,2026-06,MF,4,0.20243999999999998,baseline_digital_txn
CUST1005883,2026-06,SA,5,0.0990691940877815,baseline_digital_txn
CUST1005884,2026-06,CC,1,0.5205753840332955,baseline_digital_txn
CUST1005885,2026-06,SA,4,0.2150163192622018,baseline_digital_txn
CUST1005886,2026-06,MF,2,0.22843821036700718,baseline_digital_txn
CUST1005888,2026-06,CC,3,0.22217907085435792,baseline_digital_txn
CUST1005889,2026-06,SA,5,0.1501565938918222,baseline_digital_txn
CUST1005890,2026-06,CC,3,0.11975999999999999,baseline_digital_txn
CUST1005892,2026-06,MF,2,0.35076,baseline_digital_txn
CUST1005893,2026-06,CC,1,0.399067510404843,baseline_digital_txn
CUST1005894,2026-06,HL,4,0.07398,baseline_digital_txn
CUST1005895,2026-06,HL,3,0.17286,baseline_digital_txn
CUST1005896,2026-06,SA,3,0.12529435644430353,baseline_digital_txn
CUST1005897,2026-06,SA,5,0.0597,baseline_digital_txn
CUST1005898,2026-06,CC,1,0.41135868654446395,baseline_digital_txn
CUST1005899,2026-06,CC,1,0.26574,baseline_digital_txn
CUST1005900,2026-06,CC,2,0.21565931517215284,baseline_digital_txn
CUST1005901,2026-06,RD,1,0.2656152818766553,baseline_digital_txn
CUST1005903,2026-06,CC,5,0.15756,baseline_digital_txn
CUST1005904,2026-06,RD,5,0.18132,baseline_digital_txn
CUST1005905,2026-06,CC,2,0.24837092247293535,baseline_digital_txn
CUST1005906,2026-06,CC,1,0.24916703313907293,baseline_digital_txn
CUST1005907,2026-06,SA,1,0.36363498144412526,baseline_digital_txn
CUST1005908,2026-06,SA,5,0.06068049942636283,baseline_digital_txn
CUST1005909,2026-06,RD,3,0.20370000000000002,baseline_digital_txn
CUST1005910,2026-06,SA,4,0.07339133655646751,baseline_digital_txn
CUST1005911,2026-06,RD,2,0.11177999999999999,baseline_digital_txn
CUST1005912,2026-06,RD,2,0.1266,baseline_digital_txn
CUST1005913,2026-06,RD,3,0.23963999999999996,baseline_digital_txn
CUST1005915,2026-06,SA,5,0.1291794363907222,baseline_digital_txn
CUST1005918,2026-06,SA,4,0.13258238921339222,baseline_digital_txn
CUST1005920,2026-06,SA,3,0.13282168376513293,baseline_digital_txn
CUST1005921,2026-06,CC,1,0.44046950119278216,baseline_digital_txn
CUST1005924,2026-06,RD,4,0.2596905561861521,baseline_digital_txn
CUST1005925,2026-06,CC,5,0.08568,baseline_digital_txn
CUST1005926,2026-06,SA,4,0.11071887649193016,baseline_digital_txn
CUST1005927,2026-06,PL,1,0.3396251116155884,baseline_digital_txn
CUST1005928,2026-06,SA,4,0.16245905213622314,baseline_digital_txn
CUST1005930,2026-06,CC,1,0.4731239311712431,baseline_digital_txn
CUST1005931,2026-06,MF,1,0.29886884979190315,baseline_digital_txn
CUST1005932,2026-06,CC,5,0.18941999999999998,baseline_digital_txn
CUST1005933,2026-06,CC,2,0.22306793819025877,baseline_digital_txn
CUST1005934,2026-06,RD,1,0.28296,baseline_digital_txn
CUST1005935,2026-06,SA,5,0.15541573082077084,baseline_digital_txn
CUST1005936,2026-06,RD,3,0.13943999999999998,baseline_digital_txn
CUST1005937,2026-06,RD,4,0.04985999999999994,baseline_digital_txn
CUST1005939,2026-06,SA,4,0.18647529342580607,baseline_digital_txn
CUST1005940,2026-06,MF,5,0.1978233106318577,baseline_digital_txn
CUST1005942,2026-06,SA,2,0.20548389688673052,baseline_digital_txn
CUST1005944,2026-06,CC,3,0.25626,baseline_digital_txn
CUST1005945,2026-06,PL,4,0.26058,baseline_digital_txn
CUST1005946,2026-06,SA,4,0.22480105469531914,baseline_digital_txn
CUST1005948,2026-06,SA,5,0.2027647585301943,baseline_digital_txn
CUST1005949,2026-06,CC,1,0.3922517203814248,baseline_digital_txn
CUST1005950,2026-06,PL,3,0.0981,baseline_digital_txn
CUST1005952,2026-06,CC,3,0.2205967300237356,baseline_digital_txn
CUST1005953,2026-06,PL,3,0.27564789632992814,baseline_digital_txn
CUST1005954,2026-06,CC,1,0.4074470090145521,baseline_digital_txn
CUST1005955,2026-06,MF,1,0.31422,baseline_digital_txn
CUST1005956,2026-06,MF,2,0.09245999999999999,baseline_digital_txn
CUST1005958,2026-06,MF,1,0.39383999999999997,baseline_digital_txn
CUST1005959,2026-06,HL,2,0.15744,baseline_digital_txn
CUST1005960,2026-06,CC,2,0.3237,baseline_digital_txn
CUST1005963,2026-06,CC,1,0.2839169687372599,baseline_digital_txn
CUST1005964,2026-06,RD,1,0.2661,baseline_digital_txn
CUST1005965,2026-06,CC,2,0.1386077382022493,baseline_digital_txn
CUST1005966,2026-06,CC,1,0.38360306029092295,baseline_digital_txn
CUST1005968,2026-06,MF,3,0.20387925085130532,baseline_digital_txn
CUST1005969,2026-06,RD,3,0.16770000000000002,baseline_digital_txn
CUST1005970,2026-06,MF,1,0.2547706432084752,baseline_digital_txn
CUST1005971,2026-06,SA,5,0.2389992543948989,baseline_digital_txn
CUST1005973,2026-06,SA,5,0.130129033595437,baseline_digital_txn
CUST1005975,2026-06,CC,2,0.35436681221583305,baseline_digital_txn
CUST1005976,2026-06,SA,1,0.21580016491528,baseline_digital_txn
CUST1005978,2026-06,MF,3,0.23951999999999998,baseline_digital_txn
CUST1005980,2026-06,CC,2,0.30617999999999995,baseline_digital_txn
CUST1005985,2026-06,SA,2,0.14308104912870623,baseline_digital_txn
CUST1005986,2026-06,SA,3,0.13926,baseline_digital_txn
CUST1005988,2026-06,CC,4,0.18054,baseline_digital_txn
CUST1005989,2026-06,CC,1,0.40673999999999993,baseline_digital_txn
CUST1005990,2026-06,RD,1,0.3958869693530079,baseline_digital_txn
CUST1005991,2026-06,HL,1,0.3332221793416572,baseline_digital_txn
CUST1005993,2026-06,SA,3,0.25539313365166094,baseline_digital_txn
CUST1005994,2026-06,CC,1,0.35408884979190314,baseline_digital_txn
CUST1005996,2026-06,SA,3,0.1385228209844587,baseline_digital_txn
CUST1005997,2026-06,RD,1,0.34446000000000004,baseline_digital_txn
CUST1005999,2026-06,RD,2,0.2602167347710934,baseline_digital_txn
CUST1006001,2026-06,RD,5,0.18966,baseline_digital_txn
CUST1006002,2026-06,SA,3,0.13713153678794215,baseline_digital_txn
CUST1006003,2026-06,MF,2,0.28266,baseline_digital_txn
CUST1006004,2026-06,SA,4,0.1312482274254579,baseline_digital_txn
CUST1006006,2026-06,SA,5,0.061573054600873214,baseline_digital_txn
CUST1006007,2026-06,RD,2,0.12503999999999998,baseline_digital_txn
CUST1006008,2026-06,PL,2,0.30031519863791145,baseline_digital_txn
CUST1006009,2026-06,SA,4,0.08383156019488149,baseline_digital_txn
CUST1006010,2026-06,HL,2,0.28989523269012485,baseline_digital_txn
CUST1006011,2026-06,CC,1,0.35558511161558837,baseline_digital_txn
CUST1006013,2026-06,CC,1,0.36100004199820174,baseline_digital_txn
CUST1006014,2026-06,SA,3,0.15757412082388847,baseline_digital_txn
CUST1006015,2026-06,RD,5,0.07404,baseline_digital_txn
CUST1006016,2026-06,CC,2,0.3506836624870039,baseline_digital_txn
CUST1006018,2026-06,RD,1,0.17862,baseline_digital_txn
CUST1006021,2026-06,SA,3,0.08306190464949452,baseline_digital_txn
CUST1006023,2026-06,SA,1,0.2856934091549126,baseline_digital_txn
CUST1006024,2026-06,RD,1,0.21353999999999998,baseline_digital_txn
CUST1006025,2026-06,SA,1,0.27614744427445337,baseline_digital_txn
CUST1006026,2026-06,RD,3,0.22019999999999998,baseline_digital_txn
CUST1006027,2026-06,CC,1,0.3517486846530402,baseline_digital_txn
CUST1006029,2026-06,RD,5,0.11677797578509269,baseline_digital_txn
CUST1006030,2026-06,SA,2,0.18261639469318716,baseline_digital_txn
CUST1006031,2026-06,CC,1,0.2995602523939698,baseline_digital_txn
CUST1006032,2026-06,CC,3,0.27798,baseline_digital_txn
CUST1006033,2026-06,SA,1,0.38955859903578105,baseline_digital_txn
CUST1006035,2026-06,CC,1,0.38442771436734846,baseline_digital_txn
CUST1006037,2026-06,SA,5,0.03904827821517279,baseline_digital_txn
CUST1006039,2026-06,RD,3,0.22715999999999997,baseline_digital_txn
CUST1006040,2026-06,CC,5,0.11238,baseline_digital_txn
CUST1006042,2026-06,MF,2,0.31872,baseline_digital_txn
CUST1006044,2026-06,CC,2,0.35279999999999995,baseline_digital_txn
CUST1006045,2026-06,SA,2,0.09984,baseline_digital_txn
CUST1006046,2026-06,RD,5,0.21785999999999997,baseline_digital_txn
CUST1006049,2026-06,MF,2,0.233601721528566,baseline_digital_txn
CUST1006051,2026-06,SA,5,0.06666709543099844,baseline_digital_txn
CUST1006052,2026-06,SA,3,0.23373078225365526,baseline_digital_txn
CUST1006053,2026-06,SA,5,0.03294,baseline_digital_txn
CUST1006054,2026-06,MF,4,0.03528,baseline_digital_txn
CUST1006055,2026-06,SA,5,0.02532,baseline_digital_txn
CUST1006056,2026-06,SA,4,0.06382800864993639,baseline_digital_txn
CUST1006057,2026-06,HL,3,0.1473,baseline_digital_txn
CUST1006058,2026-06,MF,4,0.0552,baseline_digital_txn
CUST1006059,2026-06,SA,2,0.24969107753899278,baseline_digital_txn
CUST1006060,2026-06,SA,2,0.16489585766238285,baseline_digital_txn
CUST1006061,2026-06,PL,3,0.15084,baseline_digital_txn
CUST1006062,2026-06,MF,3,0.23399999999999999,baseline_digital_txn
CUST1006064,2026-06,MF,1,0.35610800983730606,baseline_digital_txn
CUST1006065,2026-06,SA,5,0.13572,baseline_digital_txn
CUST1006066,2026-06,CC,1,0.3186633823835853,baseline_digital_txn
CUST1006068,2026-06,CC,2,0.06043095728114063,baseline_digital_txn
CUST1006069,2026-06,SA,3,0.19552338458793356,baseline_digital_txn
CUST1006071,2026-06,MF,1,0.35902424517593645,baseline_digital_txn
CUST1006072,2026-06,PL,3,0.25638,baseline_digital_txn
CUST1006073,2026-06,RD,1,0.3178126485054862,baseline_digital_txn
CUST1006074,2026-06,HL,3,0.11424000000000001,baseline_digital_txn
CUST1006075,2026-06,CC,1,0.3081026962080636,baseline_digital_txn
CUST1006076,2026-06,CC,2,0.24284052553954935,baseline_digital_txn
CUST1006078,2026-06,MF,3,0.19973999999999997,baseline_digital_txn
CUST1006080,2026-06,PL,1,0.41185632992811205,baseline_digital_txn
CUST1006081,2026-06,SA,5,0.131142854404253,baseline_digital_txn
CUST1006083,2026-06,PL,4,0.23833931517215284,baseline_digital_txn
CUST1006084,2026-06,SA,5,0.15259193832741796,baseline_digital_txn
CUST1006086,2026-06,MF,1,0.36439286296346474,baseline_digital_txn
CUST1006087,2026-06,MF,1,0.45546,baseline_digital_txn
CUST1006088,2026-06,RD,3,0.17597650546998767,baseline_digital_txn
CUST1006089,2026-06,SA,4,0.10017082043249495,baseline_digital_txn
CUST1006090,2026-06,RD,2,0.34021453272796065,baseline_digital_txn
CUST1006091,2026-06,SA,2,0.1858512243630923,baseline_digital_txn
