dataset,cluster_id,feature_type,feature,mean,min,p25,median,p75,max,mode_or_top_value,top_value_share,dataset_role,source_label,note,raw_customer_count
Syn_01,4,numeric,Days since last login (sn),124.80611086861632,53.0,97.0,122.0,153.0,180.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Mobile no.,9000118943.735312,9000000001.0,9000060416.0,9000119543.0,9000177742.0,9000235622.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Monthly income proxy (sn),175104.9697948494,11727.0,88433.0,155414.0,234142.0,4086768.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Products ignored count 90D (sn),0.6962025316455697,0.0,0.0,0.0,1.0,40.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,Risk profile score,717.6513894951258,410.0,670.0,719.0,766.0,900.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Days since last login (sn),124.80611086861632,53.0,97.0,122.0,153.0,180.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Login count 30D (sn),0.0,0.0,0.0,0.0,0.0,0.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Login count 90D (sn),3.349308889858868,0.0,0.0,0.0,0.0,52.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,digital_Preferred login hour (sn),14.511159610068384,0.0,11.0,14.0,18.0,23.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_99% value,39292.82542179544,0.0,9798.85,24521.72,51681.62,4264949.73,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Average ticket size,16068.048181289105,122.5,4368.84,10522.82,21359.5,1557607.69,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Avg monthly balance proxy (sn),975526.249019933,15021.38,295775.66,608610.12,1182487.59,80000000.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Count,22.70996653571948,0.0,18.0,24.0,29.0,52.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Days since last txn (sn),81.42778990251709,0.0,2.0,6.0,15.0,999.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_MCC diversity count (sn),3.667510548523207,0.0,2.0,4.0,5.0,16.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Most common MCC (sn),4521.849503893494,0.0,4111.0,5411.0,5812.0,6011.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Total credit amount (sn),233744.22847140988,0.0,50370.62,155099.86,332373.62,15624556.61,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_Total debit amount (sn),212536.8209806489,0.0,47484.05,125992.1,279039.23,33713948.82,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,numeric,txn_UPI txn count (sn),8.129928706532809,0.0,4.0,8.0,11.0,35.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,CC,0.3177942674232504,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,HL,0.0755419758475192,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,MF,0.2241815800960279,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,PL,0.1346137058053252,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,RD,0.2367816091954023,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,4,product_holding_rate,SA,0.9587079877782628,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,City,,,,,,,Mumbai,0.0760206810483152,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Gender,,,,,,,M,0.5184881440541986,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Income band (sn),,,,,,,Affluent,0.5490461757889107,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Lifestage,,,,,,,Married_kids,0.3367088607594937,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Occupation,,,,,,,SAL,0.4923515778213585,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Persona,,,,,,,Mass_Affluent-Investor,0.2297022642182207,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Preferred channel (sn),,,,,,,Mobile App,0.6185416295239793,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,categorical,Tier Map,,,,,,,Tier 2,0.4021750757710822,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Age,33.132929220894994,18.0,26.0,32.0,39.0,74.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Campaign exposure count 90D (sn),4.245498306293457,0.0,2.0,3.0,4.0,90.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Days since last login (sn),18.62378320556249,0.0,5.0,12.0,26.0,178.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Mobile no.,9000115657.810804,9000000000.0,9000056350.0,9000114683.0,9000174184.0,9000235613.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Monthly income proxy (sn),329002.8875378855,23618.0,219077.0,286350.0,383700.0,7997871.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Products ignored count 90D (sn),1.742021750757711,0.0,1.0,1.0,2.0,40.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,Risk profile score,729.5419147798182,433.0,686.0,730.0,774.0,900.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Days since last login (sn),18.62378320556249,0.0,5.0,12.0,26.0,178.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Login count 30D (sn),11.755393118202887,0.0,7.0,12.0,16.0,120.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Login count 90D (sn),35.81625958281334,0.0,28.0,35.0,41.0,371.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,digital_Preferred login hour (sn),17.757996077732216,0.0,15.0,18.0,21.0,23.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_99% value,136983.69761704403,0.0,52340.06,90462.91,151136.4,15504501.65,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Average ticket size,55300.27101622393,207.08,22889.03,37907.58,60416.69,4837105.65,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Avg monthly balance proxy (sn),2140228.942664646,62227.81,846099.14,1445383.78,2466848.77,80000000.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Count,29.08008557675165,0.0,25.0,29.0,34.0,57.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Days since last txn (sn),13.386592975574969,0.0,1.0,4.0,9.0,999.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_MCC diversity count (sn),4.524692458548761,0.0,3.0,4.0,6.0,16.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Most common MCC (sn),4504.992677148395,0.0,4111.0,5411.0,5812.0,6011.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Total credit amount (sn),839509.2203847389,0.0,357882.73,588098.05,927385.33,71333971.59,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_Total debit amount (sn),869906.2639693349,0.0,320366.08,556033.46,941985.44,185375007.66,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,numeric,txn_UPI txn count (sn),14.957068996256018,0.0,11.0,15.0,18.0,38.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,CC,0.509573899090747,0.0,0.0,1.0,1.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,HL,0.0918167231235514,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,MF,0.3506150829024781,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,PL,0.2247816009983954,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,RD,0.2268497058299162,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_01,5,product_holding_rate,SA,0.9568550543768944,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 1,LLM synthetic dataset 1,Generated larger synthetic dataset.,235637
Syn_02,0,categorical,City,,,,,,,Ahmedabad,0.0708531067211124,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Gender,,,,,,,M,0.5268366258323217,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Income band (sn),,,,,,,Mass,0.5838943457307876,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Lifestage,,,,,,,Pre_retirement,0.3547805613802744,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Occupation,,,,,,,SAL,0.4277673545966229,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Persona,,,,,,,Value_Seeker-Family,0.3421623808998271,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Preferred channel (sn),,,,,,,Branch,0.3871537357907516,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,categorical,Tier Map,,,,,,,Tier 2,0.4537026818231983,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Age,48.8276496339624,21.0,42.0,49.0,55.0,78.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Campaign exposure count 90D (sn),1.4574918147371518,0.0,1.0,1.0,2.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Days since last login (sn),102.140712945591,43.0,88.0,101.0,113.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Mobile no.,8070143616.755619,6000064400.0,7080013626.5,8107263316.0,9090442288.5,9999638627.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Monthly income proxy (sn),86295.28116837729,15003.0,50518.5,76048.0,107752.0,446886.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Products ignored count 90D (sn),0.7277342456682485,0.0,0.0,1.0,1.0,7.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,Risk profile score,633.5515947467167,410.0,583.0,639.0,688.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Days since last login (sn),102.140712945591,43.0,88.0,101.0,113.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Login count 30D (sn),0.6147592245153221,0.0,0.0,0.0,0.0,18.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Login count 90D (sn),7.754294963764117,0.0,2.0,6.0,11.0,57.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,digital_Preferred login hour (sn),11.524702939337086,0.0,6.0,12.0,18.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_99% value,9054.186875988673,0.0,0.0,3216.73,14019.79,621713.98,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Average ticket size,13019.261743716464,0.0,0.0,4909.83,20874.91,1397212.9773995855,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Avg monthly balance proxy (sn),272846.08548431005,14125.0,112053.5,206975.0,349183.5,8851675.47,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Count,8.71125335687746,0.0,0.0,4.0,16.0,59.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Days since last txn (sn),422.59603428613474,5.0,17.0,23.0,999.0,999.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_MCC diversity count (sn),1.8582569988595812,0.0,0.0,1.0,3.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Most common MCC (sn),3416.095648015304,0.0,0.0,4814.0,5812.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Total credit amount (sn),273310.8602865761,0.0,0.0,76836.65,325427.275,54795981.59,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_Total debit amount (sn),116851.44074605452,0.0,0.0,13871.64,142404.91999999998,15748256.1,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,numeric,txn_UPI txn count (sn),0.8628922488319906,0.0,0.0,0.0,1.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,CC,0.1773902806901372,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,HL,0.0415700989589081,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,MF,0.0835448625979472,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,PL,0.1247470845749181,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,RD,0.3484162895927601,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,0,product_holding_rate,SA,0.923628738549829,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,City,,,,,,,Chennai,0.0698395078858517,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Gender,,,,,,,M,0.5299014846676842,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Income band (sn),,,,,,,Affluent,0.7445539059247953,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Lifestage,,,,,,,Married_kids,0.5572360205355904,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Occupation,,,,,,,SAL,0.4870727533416585,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Persona,,,,,,,Affluent_Middle_Age-Salaried,0.2784330049488923,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Preferred channel (sn),,,,,,,Mobile App,0.3937375699551362,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,categorical,Tier Map,,,,,,,Tier 2,0.4489616576476574,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Age,41.38693862448545,21.0,36.0,41.0,46.0,62.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Campaign exposure count 90D (sn),1.248508394616345,0.0,0.0,1.0,2.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Days since last login (sn),69.52000370010637,21.0,57.0,69.0,81.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Mobile no.,8258492631.01258,6000012477.0,7341287693.0,8383545350.0,9227065795.0,9999972833.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Monthly income proxy (sn),226950.20470838537,21732.0,165399.0,224988.0,277770.0,1200000.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Products ignored count 90D (sn),0.6574626520512464,0.0,0.0,0.0,1.0,6.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,Risk profile score,762.8833541464317,509.0,718.0,763.0,809.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,digital_Days since last login (sn),69.52000370010637,21.0,57.0,69.0,81.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,digital_Login count 30D (sn),5.810924564081217,0.0,0.0,5.0,10.0,27.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,digital_Login count 90D (sn),24.19883446649091,0.0,12.0,23.0,35.0,81.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,digital_Preferred login hour (sn),11.512742241339438,0.0,5.0,12.0,18.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_99% value,61299.01058831692,0.0,26901.71,52027.44,86662.23,1111921.77,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Average ticket size,88708.15327786356,0.0,41705.41,78565.84,126926.48,1241610.5061550946,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Avg monthly balance proxy (sn),930695.2533643218,53997.0,533663.0,825680.0,1230153.0,8997069.68,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Count,32.65602886082975,0.0,25.0,33.0,40.0,69.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Days since last txn (sn),13.684427177281346,3.0,9.0,12.0,15.0,999.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_MCC diversity count (sn),5.909809907034827,0.0,4.0,6.0,8.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Most common MCC (sn),5882.148096757782,0.0,5411.0,5812.0,6011.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Total credit amount (sn),3314968.543605753,0.0,1180684.11,2382812.94,4467740.63,47687131.85,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_Total debit amount (sn),1590391.035212525,0.0,597687.93,1251736.03,2260686.4,14980373.75,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,numeric,txn_UPI txn count (sn),5.868599972249203,0.0,3.0,5.0,8.0,26.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,CC,0.4282873132602562,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,HL,0.0990240969427871,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,MF,0.2934646871097544,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,PL,0.154803200592017,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,RD,0.2130336247167106,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,1,product_holding_rate,SA,0.9496785532584062,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,City,,,,,,,Delhi,0.0686056838365897,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Gender,,,,,,,M,0.5265985790408526,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Income band (sn),,,,,,,Affluent,0.3948046181172291,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Lifestage,,,,,,,Married_kids,0.3733570159857904,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Occupation,,,,,,,SAL,0.5995559502664298,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Persona,,,,,,,Young_Professional-Salaried,0.3469360568383658,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Preferred channel (sn),,,,,,,Mobile App,0.4608792184724689,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,categorical,Tier Map,,,,,,,Tier 2,0.4564831261101243,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Age,34.75190941385435,21.0,29.0,34.0,40.0,62.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Campaign exposure count 90D (sn),1.5328152753108348,0.0,1.0,1.0,2.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Days since last login (sn),52.86523090586146,12.0,39.0,52.0,66.0,130.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Mobile no.,7937545539.1496,6000171661.0,6930463370.75,7912657966.5,8927693496.75,9999996447.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Monthly income proxy (sn),168566.16412078153,15009.0,71354.75,126526.0,233290.25,3234931.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Products ignored count 90D (sn),0.8146536412078152,0.0,0.0,1.0,1.0,6.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,Risk profile score,712.7282859680284,410.0,647.0,716.0,782.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,digital_Days since last login (sn),52.86523090586146,12.0,39.0,52.0,66.0,130.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,digital_Login count 30D (sn),11.56904973357016,0.0,7.0,12.0,16.0,34.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,digital_Login count 90D (sn),40.73867673179396,0.0,27.0,41.0,55.0,95.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,digital_Preferred login hour (sn),11.529840142095916,0.0,6.0,12.0,18.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
